Year,All Majors,Accounting and Actuarial Science,Advertising and Public Relations,Aerospace Engineering,Agricultural Economics,Animal Sciences,Anthropology and Archeology,Architecture,"Area, Ethnic, and Civilization Studies",Art and Music Education,Art History and Criticism,Associates Degree,Biochemistry and Molecular Biology,"Biological, Biomedical, and Environmental Engineering",Biology,"Botany, Ecology, and Zoology",Business Management and Administration,Chemical Engineering,Chemistry,Civil Engineering,Commercial Art and Graphic Design,Communication Technologies,Communications,Composition and Speech,Computer Engineering,Computer Science,Construction Services,Criminology and Criminal Justice,Drama and Theater Arts,Early Childhood Education,Earth and Other Physical Sciences,Economics,Electrical Engineering,Elementary Education,Energy and Extraction Engineering,Engineering Technologies,English Language and Literature,Environment and Natural Resources,Family and Consumer Sciences,"Film, Video and Photographic Arts",Finance,Fine and Studio Arts,General Agriculture,General Education,General Engineering,Geography,Health and Medical Administration,High School Degree or GED,History,Hospitality Management,Human Resources and Personnel Management,Industrial and Manufacturing Engineering,International Business and Business Economics,International Relations,Journalism,Language and Drama Education,Liberal Arts,Linguistics and Foreign Languages,Marketing and Marketing Research,Mass Media,Math and Science Teacher Education,Mathematics and Statistics,Mechanical Engineering,Medical Technologies and Assistance,"Microbiology, Physiology, Genetics, and Neuroscience",Multidisciplinary Science,Music,Nursing,Operations and Logistics,Philosophy and Religious Studies,Physical and Health Education Teaching,"Physical Fitness, Nutrition, and Sports Studies",Physics,Political Science and Government,Production and Transportation Technologies,Psychology,Public Administration and Policy,Secondary Teacher Education,Social Science or History Teacher Education,Social Work,Sociology,"Some College, No Degree",Some High School,Special Needs Education,Theology and Religious Vocations,Treatment Therapy Professions
21,80332.77,85332.08347,71934.2887,124381.9021,68816.79991,69962.54765,68343.59985,82361.67029,82094.15375,57174.84819,66824.19039,50811.07773,125435.4884,85768.08278,100845.6454,98245.59834,76960.74869,118123.1203,112197.831,101639.6192,57392.65244,66046.68412,74956.76814,76654.06792,112494.876,99336.53065,101035.7021,69362.60215,63024.65178,46523.66665,88288.87822,108855.1945,113814.7554,53074.68179,113363.9115,86674.30337,69915.99682,68330.04969,54284.29551,67961.94539,100146.9702,61055.13935,66013.25761,55263.7601,100661.9394,76166.77796,76051.08408,37165.68405,82442.35381,64362.85493,76070.72872,102522.6871,87630.18276,98860.22471,71750.76527,58583.47989,68686.59809,70540.48359,84359.65649,68215.86499,63084.4018,98497.30352,109053.1729,72142.37977,104102.3671,75887.6717,64335.02688,77318.44179,92066.55096,72595.51869,61272.7316,64224.78399,113038.6132,98894.89262,85926.89978,65794.23929,67710.05312,60709.25215,66200.33929,51242.72413,64216.37118,43879.56014,26395.67213,56397.57705,47246.5598,74540.95895
22,80616.27,86106.34615,77371.28267,124292.1289,72179.81361,68492.99955,72676.35062,81019.45861,86984.86548,56817.15886,62529.13743,51527.53895,125897.6286,91491.19239,102641.9512,95769.30737,76960.74626,119940.0263,114220.2337,102101.6489,59640.79457,67514.86372,73047.05423,68705.7104,118575.6836,99336.52805,100082.9941,70639.74459,59949.16841,46189.36099,93471.36987,108491.5797,114266.631,52801.68946,115731.8972,83902.1426,70734.87639,69498.26722,53756.84492,68159.16254,98210.80582,59624.36262,66855.95528,56274.89266,104155.3092,72589.83568,76700.91446,37480.08993,82886.07644,64704.09786,75707.3447,103976.2187,91378.97978,96316.54798,73055.15617,58515.6856,66528.44891,68709.14975,83236.06165,69072.29882,66711.9244,98517.90517,109030.2834,72157.94409,105501.2079,76350.64425,62138.28869,77619.69419,95210.58429,71188.09401,63451.20358,67626.49314,113286.5384,97260.58814,87017.04529,65081.21664,65067.48083,63604.40258,66913.01268,52520.902,62929.35849,44382.42054,26751.77257,56761.1864,49334.9277,73512.48261
23,80974.28667,86088.02552,74152.02814,127306.2079,69909.12374,69396.98584,69428.0569,81331.99143,84633.41756,58605.62509,69086.03266,51261.37178,130233.715,90645.17631,102991.2858,93385.82627,78033.82957,122847.0793,116425.9399,101307.6741,57811.29288,61366.41387,71320.66334,62164.83794,122284.6489,98839.85049,94764.26556,72115.12842,57819.45343,48651.08987,94569.30353,108461.5414,114887.8418,53503.93706,121569.2104,83157.05743,73267.77571,72058.57381,52326.06442,66655.05118,96813.45974,58591.37525,67240.51468,57368.61005,105636.8021,79765.87412,74155.63638,37835.6818,81351.52283,63631.01736,72715.43057,105380.7207,92723.73886,97491.52473,76326.20211,56385.97061,68816.04946,66891.09255,85293.66722,65799.80022,64939.90664,97952.52516,109869.4408,71267.69641,105815.563,78532.31519,62887.19131,78033.83473,98646.01683,67952.39339,63123.26853,67482.47242,113185.1317,97405.78201,87017.04704,68073.12807,66514.71101,61060.7294,62951.50284,53236.28654,60761.20483,44972.31246,26751.77389,59318.59784,51566.47361,73861.81225
24,81323.62333,87834.71305,74168.05508,122415.4926,72832.20529,70673.29404,73425.2535,83236.06722,90723.13721,59344.97799,69435.68375,51272.3582,134579.7821,96494.01219,102753.9678,89808.88043,78033.8275,126119.5698,114637.467,102712.1711,61092.41793,64624.46294,70605.27698,59970.58364,122935.4389,98931.01715,92254.04432,70629.1711,56771.44338,47542.24033,92112.2224,108689.5583,116055.364,53507.5069,124900.2963,82141.45287,73889.06798,74602.2498,56618.39388,64151.19117,99022.17543,56002.52836,68687.74897,57050.93779,104801.0402,74427.31925,75267.41291,37977.91514,82044.83505,66901.45114,69064.67783,105380.7203,90542.07542,103328.2957,74493.26896,58100.98961,68816.05085,63852.99578,82405.06938,63995.48113,61461.56635,99770.57668,109899.4794,69947.73905,99970.73781,78209.34563,64340.72089,77546.7435,99198.87298,67966.1296,63821.94144,67679.6883,112631.9083,96315.63916,89300.32067,69520.36236,68346.50251,59957.99125,65124.5332,53654.16859,58158.09164,45571.81906,27042.66283,61800.31733,50195.88545,74589.02682
25,81744.81,87853.0297,68717.32507,124258.7247,74359.90468,69224.84006,69805.17761,84670.22175,87890.02887,61133.44623,69435.68523,51635.73746,137781.2221,95420.93046,104593.7669,94963.8015,78761.04937,126251.0825,116431.487,105754.2629,61289.63342,60975.99357,71669.24352,63352.16134,119512.2373,98419.15764,85815.54923,71448.04669,58158.08115,51384.94315,92295.1431,108097.9355,116694.3146,54507.25997,123365.9206,82817.58773,73190.39218,75236.06092,56444.17993,66945.88341,102677.9703,56667.33889,67273.42782,57062.83952,104801.0419,78450.52117,76641.74874,38155.0806,82720.9699,68733.24554,68822.34234,107610.0392,83141.14612,104440.4204,74821.92206,60282.65081,68816.04606,65833.08717,82405.06665,63837.72077,59673.09089,101979.2914,113533.293,66661.7351,100675.0718,81778.30054,65794.24378,77643.66503,98187.65718,68300.46662,62033.46776,64393.91291,112835.8616,99380.72349,89923.41021,70596.16502,70504.65612,59244.50475,66128.79453,53949.97375,59445.10693,45929.86672,27050.17793,63867.04296,54942.50107,73861.80403
26,81750.17667,87871.34895,73419.15042,118676.4803,79250.62382,69052.69459,71599.95021,83976.90509,87446.78246,61474.68876,73071.79526,52362.47687,148192.9547,99441.02068,107418.5064,93301.05763,79182.23827,125579.9766,112431.7708,107621.3242,62755.5273,63905.1896,71538.89118,64930.61472,112047.512,99530.36624,83886.10743,70357.2216,56369.61276,49485.01297,92689.63463,107399.26,117861.5769,54507.266,122982.7677,81658.59,71736.86821,76610.39525,59273.43926,70593.43851,103027.3072,57802.30077,66345.61696,57789.60207,102571.7238,76014.93138,76227.61223,38222.44603,84964.43026,76291.60716,72070.63761,109087.372,78887.50533,,72293.13231,62071.1241,66528.44543,67967.6619,79648.79243,63460.37736,59640.79273,103027.3065,112694.138,67773.30258,98152.00861,81414.68299,66498.86698,79017.99936,93460.72046,71300.47029,63864.11148,63481.30359,118391.4286,103058.1546,89254.79659,70852.5465,72756.1092,61788.17806,68999.46501,54245.78699,62350.79837,46422.06465,27198.08487,63010.60761,55641.17988,74903.80076
27,81409.1,87866.35599,65851.12027,117499.8036,81744.81569,68704.19144,70889.44777,83958.59463,85974.02917,62007.17128,74871.03715,52714.86843,146346.2828,95807.20808,109787.0894,90866.05154,79591.72948,126693.9953,110877.2264,107621.3243,62733.38583,59264.81721,72611.97713,68194.76022,110128.0438,98369.65383,89700.22025,71843.17894,61866.04959,50593.86434,100512.1355,106335.4828,117134.8082,54938.29223,125241.0703,84202.26809,70416.90872,75048.94904,56719.53041,64439.30527,100286.1274,56822.8384,68548.22173,58209.25325,101817.449,79633.86783,78045.6673,38429.54949,86106.34244,75216.34672,74266.94709,109087.3721,77745.59359,,71923.45642,61721.79001,66528.44698,69899.89886,79648.78979,65278.43119,60356.10353,103754.5265,114578.9965,66544.79217,99970.06518,81066.87094,63241.01618,78878.26496,96563.42914,72027.69426,65813.05728,64366.28676,121534.2409,104938.1352,84894.21274,72055.98275,73086.94275,64353.99691,66826.43628,54166.76956,64940.17905,46797.22841,27480.59157,61569.6675,56914.57653,75978.60726
28,80987.91333,88211.42552,73137.06805,118303.6621,80172.80164,71208.05514,75616.38665,85394.72285,85663.10584,64245.89606,74871.03555,53018.85808,135415.0634,98157.72267,109195.4627,92620.63358,79612.02491,123425.3994,110995.4483,107730.4145,62536.16875,60004.40449,72623.96312,66617.49836,109880.1211,99608.27797,86611.32371,71024.29951,61866.04961,49529.58606,96311.41179,107945.078,115065.0802,55369.31721,129131.4257,84202.26772,70296.70016,76439.30775,57421.19711,57870.45313,97571.99736,57198.80762,71409.76986,58560.7333,98324.08383,82504.15081,78472.21783,38574.90251,85776.41504,75216.33937,75599.42587,109087.3718,79557.1334,,70639.74531,60681.00914,67305.74759,69020.72329,78251.44818,67254.24244,59998.4115,103363.8626,112786.1277,66921.91369,96336.24442,79249.96271,63626.53881,80280.97496,95132.6549,74617.58405,66877.50427,65997.03431,122607.3193,103149.6651,83816.13702,72798.23098,75318.04791,65067.48067,64731.34422,53870.95978,65532.14066,47068.06325,27690.37439,62775.43764,53419.88773,76433.88157
29,80277.86,88816.18913,72410.30209,119417.3917,77378.11047,70332.19147,75765.51593,83759.50357,82833.85234,62116.18628,65694.3764,53018.85819,127212.2404,89067.45426,107768.07,93173.49512,78564.01352,121189.4545,111476.9034,109037.4278,61070.27539,60345.64898,71706.30355,62222.37708,114683.8917,98860.44768,87494.06646,72099.56016,64330.71012,53159.82587,94880.63584,105017.0822,113170.5995,56459.46,127418.5591,85663.10993,71750.22411,75792.19046,55955.079,57515.4801,97109.96681,55768.03296,71409.77472,59650.88388,100553.3993,81397.52551,78886.35545,38879.16158,85776.41861,65449.92739,76041.72291,105087.6545,82379.98619,,70970.57265,62469.48462,68545.33227,68704.20397,79657.04989,68701.47609,61461.48947,104062.5328,115771.4415,67243.84233,99949.45681,78448.55491,62921.92008,80344.14749,96029.66814,75978.15746,67767.75734,66560.30178,115335.1073,103813.3548,84484.74486,71493.83759,73072.89313,65083.9321,66153.00956,54290.53981,65889.83333,47173.93529,27900.1607,62775.44115,51851.39341,75327.02345
30,80260.92,89889.27345,85965.88948,121133.1358,74141.1262,68356.37376,80856.06008,87393.31661,87998.31456,61947.31252,65363.54619,53097.87734,119605.0319,87532.05479,105973.3649,94565.48139,78950.11824,120544.2406,111454.0135,109379.6108,58526.60231,,71008.57864,,112944.3545,97575.79639,90786.25028,72667.87869,61082.41275,53097.94251,91303.69105,108238.4854,113922.0858,57422.20978,125134.849,85238.18419,72099.56043,80604.65787,56260.85018,58242.23948,98369.65863,56841.11919,67773.67208,61061.19015,101307.6754,81414.69259,79977.18598,39188.3892,84667.96045,62076.76478,78223.39057,98724.27205,80544.73864,,72445.95838,61830.56188,67461.47742,70265.3339,81437.19193,68346.49969,64027.30442,101859.809,115083.4274,69520.36149,99804.2654,80976.66147,64739.97772,81686.36713,94191.00985,78871.0167,67052.37217,69453.16101,119346.1874,103209.9849,84138.30026,70660.07808,72727.17911,65075.29406,65767.48441,55756.20351,66621.6766,47247.27343,27900.1656,63737.06293,49852.5629,74615.82907
31,79634.09667,89100.96152,78186.58201,117420.3854,72755.02061,65134.40502,80163.39705,89593.29768,99397.76117,60646.26097,70817.70711,53236.28668,125187.2705,85350.39527,105137.6054,92083.68176,79576.93776,124100.3684,109518.8805,109379.6109,56699.91632,,72069.67686,,109286.4958,96142.41705,95663.6207,73486.76223,64486.06842,54878.52099,98593.98802,105744.0907,113402.2241,58444.71733,123317.9372,86361.78023,73617.11542,80604.65453,55926.53759,66901.10155,96356.85449,56113.90449,68143.35539,62762.16658,104801.0446,75963.96546,78923.80979,39599.4763,84321.74959,,74603.3115,96494.95856,76931.1726,,74127.78295,66122.89329,67580.06893,70981.32943,81087.84754,62880.89376,67604.2484,102250.4769,112879.1,72050.30136,99804.27073,80976.66579,64238.52374,81617.51374,93838.30515,75355.11891,68655.56544,68562.91172,121431.0105,103772.0279,86773.58049,71371.96694,69768.69528,64232.60154,66001.88372,56036.99951,68689.32035,47579.12936,28032.20374,64455.16599,48330.32029,75200.86272
32,79254,89100.96415,80512.22266,123249.5054,75549.71318,65278.42421,81796.44143,94881.79642,96288.29589,60232.29789,69801.36082,53902.19877,123341.746,86695.1503,102396.424,89732.22616,79926.27995,123474.7661,109014.5309,109698.9035,58204.02187,,72283.92523,,110856.6237,94325.5087,96578.32965,72026.94229,65096.89651,53065.18723,98593.98904,104290.5611,112311.3837,58808.09454,124303.5873,86805.018,74343.88065,79877.43307,56301.82025,65074.41425,95824.38487,56398.26798,68492.68921,62646.23184,101307.6786,78278.62406,79651.03038,40101.87955,84321.74391,,76278.1351,95866.16294,78361.95791,,75663.83992,65049.81193,64922.4047,72149.54488,81434.29349,57073.07573,71013.55378,102544.2151,110234.2792,70261.8233,94716.91887,81778.07843,64943.14562,81998.06334,91105.15198,72811.44693,70271.89328,66149.22279,126885.1711,101228.3571,83247.16241,71586.21531,73697.04309,64216.14632,64580.22442,56708.25109,68684.23635,47815.27758,28325.42311,64455.16539,48095.78419,74567.05424
33,77816.49667,86954.8028,78505.83327,124418.8003,78093.38534,69072.29667,77716.61385,89249.38008,88253.55223,60131.63261,69572.2309,53902.19253,124408.0819,95883.54397,99830.53987,96698.02012,78829.43691,119709.4264,109007.3805,106813.0477,57840.64443,,70835.47865,,110879.5152,93792.10801,92922.76065,69520.35949,65438.13996,52351.49014,97520.90331,100656.7425,110833.1326,58867.8526,121168.4346,86521.0365,75042.55127,79533.46243,56359.66436,69071.62209,95097.15852,57003.32294,67780.01483,62880.63055,101307.6811,75461.39836,77418.8422,40101.88455,83240.27615,,74807.20634,98616.33167,73711.9263,,73645.20761,67607.44601,64572.75788,72149.54305,78890.61895,60650.02423,72258.78469,103451.7561,109014.5381,68515.14139,95395.51117,79961.16892,67230.74069,81282.66888,92024.0722,73128.72019,69038.33137,63619.9691,128319.245,99386.3716,79247.44481,71721.29793,74075.52937,65292.78304,66396.52706,56696.11291,67808.36927,48273.07396,28800.33249,65297.86662,48535.05665,74880.13952
34,77052.96,86924.74285,80103.76131,126384.8707,80201.24346,66151.5103,78692.77608,85227.12562,71084.21687,58428.5228,62828.45923,53902.19244,118257.1103,96072.38523,96337.16319,90863.76362,77040.96455,116746.7071,110048.2425,106813.0526,56386.19832,,67971.20837,,102112.2456,91610.44196,,67243.83499,63723.32818,50171.19452,91217.07439,98959.09039,111968.286,58504.47044,121328.0374,84721.29931,74979.44033,80653.32327,56711.59848,61253.99263,99851.14359,57366.93508,65963.10071,62880.62646,98208.79852,75461.39522,78472.22211,40054.17912,82513.05828,,78790.67234,100433.2365,73327.36332,,70752.34879,66886.97517,64034.55813,70718.15744,78143.11751,66934.51648,69039.53628,101006.3931,108093.7966,66526.11148,93578.59398,77746.14269,67732.19503,80924.97257,93581.27247,72981.65054,66331.48903,63619.97196,124803.6421,99777.03345,78758.32609,72413.32554,76684.6718,66690.12428,66512.4541,57488.40242,66196.77331,48370.45492,28822.1165,62078.61619,46717.01033,74295.10925
35,76326.19667,84501.92496,,132191.2974,73214.50796,65308.82097,79106.9135,83390.75773,74540.80154,58791.90844,63605.79859,53654.16558,109584.9785,105611.9169,97331.66211,97544.35439,75928.08331,120279.365,110048.244,105766.5375,55245.47641,,69788.11432,,97884.5154,92915.49115,,66351.24504,62749.11234,52683.2057,94794.01664,100412.6258,111945.3978,58095.38532,114191.4204,82886.07209,74979.43475,78955.48464,56699.69047,61968.39338,101997.312,57378.37918,65613.76214,62282.61681,98960.98612,73827.38535,79563.0588,39736.59276,80984.99227,,74129.88571,101942.5988,70164.5526,,69395.14247,65670.12974,64596.20958,68971.47149,75343.0561,68705.72165,65971.46959,99551.94963,107373.9222,66883.80906,89944.7814,79545.87886,67018.93167,80924.97451,94567.73571,71178.48126,64365.8173,62904.64968,119326.589,96869.97595,84556.64313,73832.12398,75969.27554,66340.24854,64681.34455,57430.56606,65470.01135,48370.44718,28528.89734,62222.37258,45026.67198,73945.77023
36,75912.06,83833.31024,,132475.5342,67763.78654,61672.71268,77716.5596,84265.76056,74452.2348,59634.34811,61859.11157,53585.62815,110049.5194,103970.8733,96067.61228,88096.42173,75627.5877,120667.0218,108601.8707,106905.711,55608.8629,,69788.11494,,,93279.10952,,66351.24806,64566.02415,51635.19485,90928.23803,98252.70961,110514.7711,57336.94996,112274.2145,81051.30653,74145.67903,76775.19846,56292.50527,65275.59649,96814.82416,55984.60956,67216.69159,60995.60146,93843.37853,75537.29152,79249.97362,39776.69132,79538.80997,,73362.70984,97924.79714,80680.48563,,69938.3863,64179.33353,64582.48055,67410.95238,76106.59129,64413.38901,66670.14422,96653.5921,105557.0188,67427.05289,87229.71138,81357.42763,62587.8849,80641.47301,93852.34124,67227.39373,65064.49186,62005.39307,116881.2375,94891.6765,85972.39995,73711.92031,73979.18736,64556.86129,62749.1098,56340.4295,65627.77279,48261.9907,28186.0241,61132.23085,47385.67513,72905.46392
37,74837.25667,82471.39535,,136314.9323,66728.65376,64593.50163,72328.99861,84997.88541,70875.29464,60399.78236,63875.94025,53167.74649,113626.4701,105941.9458,93600.55895,94637.29216,75269.89467,122847.314,105744.102,104802.537,54895.16926,,69774.38063,,,92551.88486,,64435.72615,64566.03074,54178.8711,87398.09379,97554.04189,108468.703,56246.80256,105937.1193,79943.99166,71763.43717,72436.08305,56304.17412,65937.83272,90876.09583,55213.81354,67230.43234,60021.39365,95544.91224,76097.6151,81066.87735,39569.67461,78447.97352,,72999.32225,94843.83267,76388.14983,,70800.08714,61284.64851,64072.66604,68493.14727,76090.55626,57426.64863,66670.14857,94708.57102,105436.6425,68704.20181,89067.22368,77279.03136,61112.21866,80341.26427,88103.09775,63981.75684,66154.62983,59402.27085,119695.9478,89046.85206,84299.53931,71929.74159,71370.65656,62185.30815,60944.33993,57005.24458,64723.52206,47885.89926,28180.07688,62906.15182,47149.0194,73490.4906
38,73747.11333,80954.58594,,126133.8241,67230.10464,63631.88105,69233.80379,80965.9526,69864.06542,58518.80576,62087.46442,52749.8616,133234.3969,90694.33113,88671.4237,91229.19972,74871.78458,118486.7314,104653.9516,104102.368,55320.50089,,65996.54603,,,91478.80219,,65328.31268,63180.14256,53495.2228,83110.75654,92796.62002,108491.5937,54917.99368,113091.009,78490.47129,69033.61402,69990.7172,53770.814,72859.25543,83444.62794,54917.99935,62704.0824,59332.38304,94829.52415,73951.45214,77067.15045,39220.33449,77105.75403,,71909.17105,92145.22142,72738.31358,,68458.62067,60355.32106,63373.99316,67617.17045,74343.87743,,67760.29633,92725.25278,104388.6318,68704.20096,,75035.57147,58872.71018,79969.3879,86043.89484,64522.66472,62397.18676,60129.49084,121512.8537,88943.17958,82482.62662,70147.56847,68151.40732,62041.82258,60143.77786,55258.55704,64737.26069,47509.80434,27970.28845,60402.29142,49445.62291,75148.60857
39,72674.03,80192.4192,,119979.2215,67593.47932,61378.10219,63470.27304,82363.29836,65571.72488,57445.72633,61388.7931,52205.19201,144793.5072,90153.71594,89423.61226,99404.38505,72990.61236,123577.2815,100656.7521,104102.362,53140.20531,,65120.68333,,,90732.34695,,62783.03813,57027.1649,54961.1167,87107.95273,89779.56183,109688.4357,54219.32541,113789.6784,77779.9629,67594.05263,69370.94318,52373.4716,67619.20852,84263.7858,54565.07871,60028.07555,57839.72463,96453.76227,70494.86311,76324.82016,38671.91182,77105.75065,,73783.66162,97232.56267,67587.80046,,65207.06718,59228.73394,62647.22743,65684.32681,73182.22589,,67061.61891,93989.30943,103848.3349,66414.27446,,69590.20407,58107.27961,80679.44778,79299.49918,65627.22875,61501.29436,59081.48829,117158.71,87489.6504,87229.93909,68959.0194,67946.09787,61644.91663,59169.56048,55953.65303,64579.50422,46846.1852,27970.2893,60649.73794,44358.26761,76188.90998
40,72295.30667,80885.72349,,114900.9806,63577.60815,59547.45811,60199.84101,85473.87226,64856.331,57952.92686,65314.32734,51855.86056,142171.7929,82706.05173,90842.65974,94957.88327,72365.5739,119240.0479,102496.5541,105499.7091,55659.36517,,62225.52571,,,86682.10747,,67560.1228,55629.81604,,90638.08832,84562.04564,109688.4267,53517.07285,113838.7054,77816.73317,65963.29784,67771.33709,49925.57484,73269.63418,86709.14403,51770.38199,57424.95711,57416.59017,92006.28938,66313.31363,75154.45486,38227.95751,76362.96275,,69799.97438,94050.11463,72595.5293,,65784.69134,58501.50367,62413.82849,64100.67958,72199.08518,,69005.51906,94886.31945,103848.3294,65486.46336,,70446.63061,62574.85882,80352.8299,68333.18116,64900.00916,63681.59276,58048.50206,112408.8765,87471.33443,75310.41314,68246.45611,66514.71145,59507.86412,59571.38482,53797.86833,65655.78264,46388.60275,27612.63027,58424.5069,44722.63142,73857.19374
41,71568.54333,83078.66597,,114421.6828,58758.83396,64002.44218,55309.12377,88382.2039,50976.01014,55582.10317,64145.17361,51855.85641,151209.4884,69609.88427,95850.37982,95146.72408,70577.10675,121712.6792,99246.26973,105109.0459,52797.81308,,59166.74983,,,78269.58388,,68763.56249,51337.48243,,86698.45785,82051.82785,108961.2083,51631.23207,107276.4362,81011.5778,64915.28117,67422.00771,51198.20566,83790.53981,83421.76027,53520.6367,57129.14344,55628.12501,89144.73649,68207.07282,78773.62593,37821.80661,76989.79189,,70526.73532,90777.61614,80589.9245,,66688.67437,58382.81569,62064.48593,63229.97365,73945.76501,,65371.69802,92760.23467,102101.6502,65470.00751,,69819.8069,66617.77022,77907.47447,63405.65406,61086.60656,62897.6665,55856.31416,108433.2047,85048.5039,68239.6766,70028.62406,65794.24648,56798.43243,59920.72063,56317.03161,65498.01726,45477.00047,27612.62992,55562.95186,41380.69339,68007.032
42,71008.58,82094.14259,,116487.6647,57863.77783,75528.29469,55309.12386,81395.46447,65517.71779,51970.04178,64646.63096,51753.68354,146118.9339,80490.72943,94545.3361,88755.00901,69472.31483,111615.7181,99799.12602,106513.5532,51802.41125,,54586.80522,,,82329.8548,,74295.11112,51323.95191,,82337.87588,74873.82834,107741.4714,49360.53751,102771.8528,81664.60131,63695.23668,62641.63277,47176.49484,79598.491,87548.44963,53589.18801,57359.78558,57070.20961,83904.67822,62669.5186,77497.32678,37614.7414,74243.94472,,68757.52296,85598.67163,79199.56307,,68867.14535,58033.48057,59666.15851,61165.60866,74359.90949,,62663.39582,89749.4949,97880.86247,66676.08666,,82950.57912,65237.03569,76407.83574,58202.37872,61786.96123,62396.21631,,106855.7745,84702.97875,63188.6671,67568.47279,64252.87358,55049.16969,64388.30924,54919.68611,64201.32528,44872.23383,27480.59167,52487.46416,41175.94916,67422.00678
