Year,All Majors,Accounting and Actuarial Science,Advertising and Public Relations,Aerospace Engineering,Agricultural Economics,Animal Sciences,Anthropology and Archeology,Architecture,"Area, Ethnic, and Civilization Studies",Art and Music Education,Art History and Criticism,Associates Degree,Biochemistry and Molecular Biology,"Biological, Biomedical, and Environmental Engineering",Biology,"Botany, Ecology, and Zoology",Business Management and Administration,Chemical Engineering,Chemistry,Civil Engineering,Commercial Art and Graphic Design,Communication Technologies,Communications,Composition and Speech,Computer Engineering,Computer Science,Construction Services,Criminology and Criminal Justice,Drama and Theater Arts,Early Childhood Education,Earth and Other Physical Sciences,Economics,Electrical Engineering,Elementary Education,Energy and Extraction Engineering,Engineering Technologies,English Language and Literature,Environment and Natural Resources,Family and Consumer Sciences,"Film, Video and Photographic Arts",Finance,Fine and Studio Arts,General Agriculture,General Education,General Engineering,Geography,Health and Medical Administration,High School Degree or GED,History,Hospitality Management,Human Resources and Personnel Management,Industrial and Manufacturing Engineering,International Business and Business Economics,International Relations,Journalism,Language and Drama Education,Liberal Arts,Linguistics and Foreign Languages,Marketing and Marketing Research,Mass Media,Math and Science Teacher Education,Mathematics and Statistics,Mechanical Engineering,Medical Technologies and Assistance,"Microbiology, Physiology, Genetics, and Neuroscience",Multidisciplinary Science,Music,Nursing,Operations and Logistics,Philosophy and Religious Studies,Physical and Health Education Teaching,"Physical Fitness, Nutrition, and Sports Studies",Physics,Political Science and Government,Production and Transportation Technologies,Psychology,Public Administration and Policy,Secondary Teacher Education,Social Science or History Teacher Education,Social Work,Sociology,"Some College, No Degree",Some High School,Special Needs Education,Theology and Religious Vocations,Treatment Therapy Professions
21,69207.16667,75250.16041,66326.75058,118489.9302,64742.69626,60943.10606,57234.89035,69783.04362,68003.84252,53517.08091,51937.14234,43387.47944,113227.5143,83436.36377,89066.30717,88704.07841,69556.50715,113372.365,103949.397,94902.39788,45387.63016,64159.02312,60605.16398,55030.01555,110173.4009,92312.09975,87266.57554,64726.23756,51071.61754,39547.27347,76462.43057,96778.81479,109083.211,48342.95298,111218.6367,81243.41981,57378.37445,63502.65815,41028.05132,56736.58694,89679.71004,44927.5729,58152.76209,50615.60228,94146.43977,70362.46278,64513.66893,30527.50134,72298.82055,51352.51786,63514.77846,94538.78705,77139.61574,84406.20873,61246.53257,53132.75913,55738.45473,60684.75996,67940.18509,59315.39806,58541.32088,87082.18107,107530.4354,62921.92043,91452.16785,66312.70357,49927.35738,67424.33645,86762.8784,64367.72379,58065.14511,53580.83901,109721.8061,86041.25092,84599.77779,55268.83035,57464.90587,56278.46536,64154.55896,45205.07435,54307.95677,37649.46535,20613.41151,52753.43017,43025.08362,63139.59225
22,69247.97333,75992.94531,66339.34005,119943.4559,64697.80637,58233.67632,57694.5618,69783.04358,68346.50633,52748.53774,51317.71021,43614.97491,110245.6416,82094.15209,89066.30803,85219.39244,68836.0386,111430.1456,107014.4795,96512.35658,47051.6765,64159.02541,58799.69871,54257.53862,111855.8605,93505.92035,90883.22212,65971.46863,47722.16991,37849.04787,79978.33637,95784.31432,110280.0572,48531.72974,113375.124,79901.20814,57438.13143,65320.71694,42589.0304,56247.51677,87955.56337,45918.48151,60568.82973,51058.84143,98509.76557,67858.60585,65212.34665,31027.9339,72281.1507,53449.28768,62774.2756,95629.61696,78229.76251,79983.09615,62391.1552,52936.99347,54949.7377,59594.61501,67768.04395,58549.9598,61306.71992,87112.24567,106673.5324,63263.16335,89653.57181,67053.6626,49521.67796,67551.59985,88234.95237,62186.0627,59605.49573,54917.99639,109130.1817,86041.25177,85672.75423,54530.16066,57476.80584,58492.26972,63064.41354,46305.52915,54023.59555,38012.84833,20803.95326,54917.99926,44238.06121,63875.44735
23,69403.40333,75928.08295,61251.99456,121421.7085,63267.02643,60037.99737,55307.04841,69056.28392,64769.55879,53029.33023,55273.85618,43396.94582,113628.6134,78595.79369,88202.36784,81515.00465,69193.73124,110966.4404,107513.6881,96707.11376,47402.70155,60731.41261,57825.48492,56692.42942,114034.0387,92469.636,81706.93165,67759.93884,46278.49009,39540.41404,79978.34116,94520.26298,110280.0568,48794.45533,119915.9997,77407.01375,58930.78823,68321.26634,42432.76441,51862.41931,86156.9764,45446.80769,60971.4155,52581.07913,99343.55061,70518.2148,63066.79286,31333.34886,69957.78242,53798.61854,63111.50201,96335.78286,79976.44856,79983.10075,64208.06425,53960.02685,56022.81747,58191.66131,68297.87539,55050.65823,60567.59595,86132.61602,107242.266,63250.57303,91039.19776,69027.68957,50178.28098,68465.13453,91806.9119,61684.6039,59593.59192,54917.99519,107512.2264,85758.09985,85621.67388,57309.83363,59541.15834,58125.31384,59571.04426,47368.57292,53866.41782,38163.099,20882.07998,56422.10308,44716.80169,63525.57235
24,69773.08333,76643.47087,56711.36664,116215.4757,66515.31644,62760.57764,62699.46805,71616.43552,65133.16789,53044.35303,51431.75092,43396.94219,118396.8611,84185.17974,89517.53868,78132.81759,69393.93758,113761.1353,107150.306,97867.8238,47412.32295,59658.32644,58152.52891,55199.77264,111588.6796,93081.1272,79888.873,65943.02917,47612.86556,40258.0179,80043.20198,95825.30885,111710.6939,49783.11455,120666.1091,77089.73454,59326.69966,68822.71933,47355.7844,51718.39633,87450.64754,45751.35668,63151.70588,52520.89319,98860.91474,66543.15204,67608.16814,31440.31541,71361.69206,52750.60465,63604.86135,96590.31279,76887.55719,79520.1253,62461.38299,54686.78424,58204.47879,55727.00209,67061.00329,53959.82141,58090.11801,86805.70306,106856.4469,61462.09878,88132.14269,68686.44667,49804.14466,68834.81335,92025.08269,60172.32199,59318.05332,54917.99425,106235.2521,83958.36861,86337.06378,58388.52763,60230.16233,57455.93575,59069.58738,47368.56839,52804.87812,38334.56644,20960.20788,56771.44338,44579.92659,64717.60685
25,70645.2,76643.47579,53480.94334,119512.2411,70982.89298,66340.71916,60910.9901,74838.40592,61198.53188,55210.24011,54206.95697,43406.10083,124119.9774,85527.39159,93151.35902,82650.81067,70114.40855,117273.4801,107014.7059,100774.5356,46657.30371,56035.95056,59185.51918,58693.14332,111201.7229,92736.97489,75201.68375,65052.77867,48067.08712,46085.51004,83176.42034,95825.31215,111604.6799,51226.56534,118073.1467,77788.40518,59616.2743,68808.29886,46282.70218,52909.71228,90703.90895,45496.82737,59658.33001,52818.39544,98113.09015,65343.0186,68656.1756,31691.04074,70646.2999,53099.19202,64331.62816,98200.2731,72312.73071,76328.01702,62103.69375,56336.07982,57204.72613,55800.33331,66342.89558,53959.82241,56343.43774,90299.07119,110104.6795,57828.27859,93586.30036,71595.3339,49537.90949,70141.04479,92266.24377,61133.9455,58555.0426,54219.32425,106235.2513,83976.68527,87686.9134,59842.05569,62068.68613,56272.52365,60159.73442,47102.33322,52725.86053,38656.73621,21241.10172,58872.71799,47443.15915,64717.60207
26,70859.45,76643.47129,54571.08817,116011.7306,75327.02111,65498.01872,60547.38098,76021.49822,65857.67495,55225.25672,53508.28634,43754.33661,130940.3168,92199.82413,97629.65716,81577.7304,70141.27465,120956.4318,106515.495,102563.0115,45079.26453,56738.20565,59461.05328,56258.25603,105751.0021,93773.25746,77087.44688,63264.30679,47339.86463,43612.95964,84976.15563,96577.49785,113059.1235,51690.60148,116387.7458,77374.26867,59616.27674,69393.33486,47059.43113,58008.50302,90685.58773,46386.20349,59181.94129,53102.76905,95952.02747,65827.43406,67579.76113,31941.76931,73377.89038,53517.07769,66855.95084,99702.82359,67845.14869,,58900.89596,54895.16279,57154.14983,54727.25325,65097.6676,54166.55006,56047.69814,92722.70325,108700.1785,56022.81289,90885.50678,71953.02898,50254.13923,70489.77415,87973.90902,61993.0968,59281.80676,53855.94222,109366.2368,86053.29499,86567.05001,59628.12449,62767.36411,57669.87062,62749.11848,47613.14111,53143.7462,39294.06505,21408.25734,58822.14169,49862.31473,66157.01945
27,70496.06667,77052.96249,53565.80082,118309.0758,77166.66442,64100.67135,56791.06447,75278.24943,65130.44899,55225.25456,55968.66866,44117.94582,124697.3445,89356.29148,99929.99139,79861.10901,69792.31797,121305.7731,104440.4174,103611.0187,45903.86118,50323.09682,57655.59339,56973.56683,105538.7558,93074.58573,82541.6057,65807.97624,53155.42657,44071.07654,94017.58623,94789.02599,111628.4819,52326.97213,115784.2922,79480.01679,59208.00706,69393.34053,44152.37558,53816.46028,88683.46901,44896.7682,60635.4679,53816.46599,95440.16278,65112.0505,68821.68705,32192.49475,73792.02494,57010.4466,66514.71259,101266.3473,65568.62566,,58202.22647,55212.84103,57180.53539,56158.03167,64937.19097,55257.38525,56332.06464,93449.92943,109790.325,55563.14816,94024.17167,72294.27144,49901.05564,70141.04043,91028.23717,63492.33332,60385.23337,54151.75598,110081.6248,87853.03285,81973.461,61445.03776,63365.37315,58798.92225,61002.43638,47698.03511,54554.61699,39485.98278,21689.15861,58141.0899,49753.29653,66883.77821
28,70126.38667,77800.47487,61836.24579,118414.2597,71245.56145,63737.06127,62177.42963,75278.24597,67124.48858,55268.82319,53812.89316,44595.00024,114836.0645,94518.17853,99223.37481,81268.49634,69792.31391,117646.7736,104933.71,103499.0074,45166.79879,49609.40514,58004.93249,56069.57839,104834.8772,93418.73591,79961.16052,65807.97464,56335.01977,43053.61091,90867.19292,97530.20415,110514.7561,52700.8261,118578.9842,78033.83739,57461.32621,69750.41766,45128.08104,50182.64542,87248.25516,45685.59969,64630.29763,54518.7181,93497.52759,67380.1857,69171.02417,32192.49634,73248.77754,60661.57558,65672.01758,102181.0578,66965.96916,,56677.82915,54860.90175,59684.39862,57901.61368,66370.68031,53518.96089,56800.09433,90036.18514,107632.9255,57306.26168,88126.77486,69385.38391,50156.98138,71214.12204,86373.21708,64637.64009,60274.90223,52797.8776,112103.8861,86711.1174,80895.38528,62535.17987,63365.37035,60196.2714,59974.24281,46791.14502,56371.52632,39535.43219,21689.16057,58517.29155,48986.08002,66382.32783
29,69756.70667,78564.01352,60450.36211,118414.2556,66884.98129,61990.37434,62528.90497,71937.00161,63794.14846,54712.30389,50424.32416,44601.67079,112990.5334,79973.74617,95589.55659,83128.82122,69407.75418,112872.986,104597.1554,104801.0508,46743.15561,50304.50287,57378.37607,52334.29839,109582.4209,91048.97212,81778.06714,66162.94935,57062.23904,48061.13894,90885.51423,93284.64859,109060.3147,53790.96999,115289.5652,79822.3072,58748.34457,68695.00158,46630.39916,51215.63512,87266.57647,44412.96191,64353.07592,55563.14744,97189.23421,66910.64919,70989.08214,32363.11455,73612.38824,60661.57759,65478.10821,99439.87773,71433.55029,,59037.93001,58470.2088,60047.78157,59300.08978,67802.07311,54621.2319,57413.50475,89325.78277,109764.1917,59156.61584,91875.57156,69783.49351,51610.50744,71559.83201,86488.83084,63778.49343,60650.87458,52809.09673,106748.1498,86706.12889,82015.24225,61774.90156,61269.34628,61722.83246,59974.24549,47261.69766,57802.30247,39427.94697,21807.48637,58108.19822,45851.53792,66546.10522
30,69750.41,79654.15754,65455.36573,115141.7635,64788.95799,59210.69983,65801.40934,72700.53797,67771.33976,54712.30134,52274.67275,44889.7799,108287.7745,79559.61374,94362.30547,81682.63564,70846.85733,112696.4258,105399.4801,106205.5457,46681.46263,,58093.68818,,108746.6558,89028.53757,83122.82702,64593.49013,50258.29383,47364.1523,86866.56087,95657.65844,109060.3173,53869.98914,118151.1194,78480.09594,59736.59765,71686.90997,46402.90248,50100.97832,87266.57893,45597.84395,59349.90352,55982.72505,97721.70266,71202.98227,71144.50879,32540.60102,71779.46021,58301.48323,67651.14029,92439.33688,72662.06078,,60784.60842,58515.91587,58203.34222,61060.73231,69751.02591,53894.00599,58867.02915,87507.72926,109764.1887,60668.89505,88754.07557,71946.11609,50618.84558,73327.36064,83216.33408,64527.39637,59923.64732,56090.22463,108707.0746,86724.4424,82316.49948,60610.95412,60307.7302,60957.39402,59718.52621,48267.64075,57557.77433,39426.24725,21812.06509,59198.3387,45328.88967,65478.10378
31,69044.13667,78890.62121,58585.84376,111648.3961,68254.93825,56956.91704,63991.99169,73114.68049,77581.20927,52530.63678,58427.6506,44776.33116,111944.4832,76548.88382,92410.89221,79622.49469,70853.15355,114785.2986,101464.8413,107390.6397,45363.82076,,58165.80486,,105474.1659,86756.64409,86046.59418,64943.13318,51047.00737,47471.60026,93951.59638,89812.83435,108333.5603,54222.90055,114824.2989,81285.20195,62283.84712,72402.30673,44948.45793,59185.52367,84704.59513,44560.53313,59349.90399,56677.82574,98400.28615,70476.22078,69947.74121,32718.09312,70891.93192,,66364.1221,89168.90128,67771.34249,,61906.41774,61774.91177,57743.66928,61073.3222,68667.17802,52794.16949,60297.80266,90222.79382,108457.1821,61832.83668,88724.01427,73855.83024,52119.95804,73457.71858,87172.6832,64165.79869,60033.97822,58492.11348,109070.4548,88823.83171,83031.89243,60610.96051,58774.97945,59632.16161,59668.47839,48798.43915,58297.3569,39789.86136,21816.64446,58509.33043,40787.51605,65979.55783
32,67613.36,78853.84527,63605.54592,116577.7118,71490.63931,56956.92035,65822.17218,77105.75792,77930.55165,52323.58099,57831.51967,45729.60455,107685.0667,82679.1933,89423.61403,76721.85851,70309.91152,115624.449,98528.90774,107877.0667,44315.80934,,57744.35449,,106099.9699,85633.04731,76119.35708,63388.02723,53253.79458,45654.6907,92116.37028,90209.66636,106906.1664,53938.53645,117415.0457,81728.9251,62399.7801,69880.77114,44114.23646,54279.77656,82886.53847,44716.79989,58928.45363,56008.45037,93235.81838,69007.81166,70766.61759,32718.09393,70891.92639,,66578.98114,86065.26131,68819.3498,,62407.86765,60697.35521,55642.39404,62536.39686,67590.76234,48058.08035,62917.82692,91436.08069,106325.9145,61475.14291,81640.35537,70235.74868,51389.62499,73838.77197,81333.96039,63191.58652,60995.60238,57027.36698,113799.0675,86383.46249,80123.56109,60610.9625,63922.07737,58892.11693,57488.18163,49913.09384,57581.96841,39942.42601,21816.64367,58555.04232,41145.20305,64726.23438
33,66166.13,76752.46246,62749.10957,121046.2302,70656.8782,61320.25071,61810.31379,74155.63425,76119.00064,52323.58506,55981.17261,45554.9393,112045.6382,91176.91243,87017.04363,82903.241,68492.99692,111396.7181,98733.25778,103731.3894,42816.52751,,58164.00486,,107504.4631,86256.12978,77319.87393,63153.62927,54684.56765,44440.03094,88491.23744,86521.49283,105815.3338,53496.13458,113002.3397,80617.8108,62050.44016,69789.11388,46158.64338,59730.50088,81744.6236,43304.42498,58142.02921,55588.87428,90326.92817,64780.07005,70067.94436,32718.10153,70543.19769,,64603.16204,84992.17849,65412.36583,,59628.19905,61000.98381,54794.93868,59975.10356,65799.5692,49512.52277,63730.13778,91417.76204,105041.7987,60371.95526,79095.08173,68073.12833,53559.00396,72434.85517,84384.09045,62455.73077,59148.25702,55564.28715,112431.7643,84184.85575,76028.44054,60697.34913,63596.68143,59619.33669,58528.95726,50640.31223,57131.40335,40454.76601,21816.64446,58931.01326,41549.37818,64340.70906
34,65083.93333,76404.87354,62760.55507,122591.1749,71015.98041,59014.63015,64346.9544,72337.58112,64315.08525,51666.98565,48780.18593,45908.93464,110618.2487,90553.81952,84224.34861,80086.0174,67053.21092,108739.1123,99265.7248,101585.2188,41227.10785,,56694.5421,,100169.8838,84467.65741,,59167.87681,52078.94561,41433.76587,80979.65223,85728.92225,105973.3579,51907.69292,111787.782,76683.17537,61948.55271,70862.19366,45431.42442,52878.84585,85621.77963,40999.61299,55951.72794,54609.40713,88615.17836,61841.35212,70410.6105,32718.09866,71780.06099,,65540.84409,88046.57425,62955.65554,,57822.73483,57014.76438,53761.94778,57066.21588,63664.17517,51612.11895,59830.86529,86157.42215,103611.0118,59326.70535,79823.81568,67254.25023,53521.89136,72304.50108,81143.12877,60346.79137,57644.15364,52713.25034,108797.9485,83572.44454,72897.75047,60246.12066,66391.37824,58516.82974,57790.28865,51635.71535,56040.568,40615.6672,21841.39685,56724.66361,41549.37589,64340.70895
35,64224.78333,74694.96611,,130450.2395,66723.65196,60150.48698,62930.73295,73085.09721,66568.86607,49970.18384,49980.23308,45555.16178,104179.7375,91222.4225,83921.78697,85432.00989,66149.21992,109693.9808,99972.34488,98008.27367,39616.39408,,55365.74168,,97861.62203,87408.1628,,57075.43742,48909.04625,41570.63894,83419.63939,83139.14337,105973.3633,50021.84303,101453.4909,73865.9445,60435.26433,69662.06664,42887.75257,56455.79584,86297.92092,41333.91448,56411.39711,53949.9854,89238.26283,61494.42149,71393.75487,32718.1057,68504.37066,,61892.37817,91662.08112,57484.96143,,55620.30587,54900.89925,53682.9329,55590.54955,63650.44048,55245.93872,55130.8778,80687.23153,102213.6702,59326.70714,79522.56524,70147.566,52227.90952,72411.49633,84436.57052,58384.52708,54568.66669,52815.01461,103586.7047,80777.74968,75129.94891,60985.93092,63340.30087,55973.15887,56348.20883,51286.37889,55325.18199,40481.68432,22080.76545,55980.27896,39602.26728,62450.00217
36,62407.87667,72948.285,,128501.8137,61999.69351,57241.60255,64760.92425,74873.57087,63839.03925,47788.5201,47895.94743,45078.11269,106114.8659,87483.39912,80303.99494,77068.96189,63981.75341,107810.2108,96336.24053,98156.75547,39054.59683,,53720.34639,,,84621.72916,,55563.15434,48477.64456,42297.40027,77624.67838,80230.25049,104239.4623,47123.9525,99224.16977,73230.37402,59069.59153,66389.56879,40509.04707,55613.09955,83031.89476,40471.25683,57452.34838,51865.69975,86675.8216,62849.8433,70126.38907,32711.23166,65979.56253,,58402.59064,93808.24416,62939.1257,,58186.04812,52804.87496,54586.35388,54627.04058,63636.71146,52690.37153,50792.20569,77467.61899,97702.91687,61451.91119,79949.29371,73070.18587,48661.18947,72026.93959,81368.126,55112.03495,54219.32831,49178.91488,105652.6889,77522.19294,77794.29573,60200.87193,61551.82601,52757.0078,50672.43307,48377.49699,55321.60265,39971.03991,22144.62328,51616.95811,39093.28933,58840.70269
37,60159.73333,71614.05233,,129228.5754,61445.05042,60730.64391,54736.09343,73041.78127,60875.72331,45640.10192,47112.38003,44351.34936,102088.0995,91599.85987,77503.93704,81704.23685,63125.32344,107810.2147,93304.8982,96725.98284,40880.67174,,52997.15312,,,81792.95173,,52229.4377,48020.29114,44224.53482,73504.49189,77687.96217,100958.3442,44167.44561,94135.11699,70723.79445,56343.43908,58611.59304,39418.21319,58233.12748,76247.68754,41023.36694,55886.85711,49761.67858,86017.80198,64374.23489,71329.82901,32702.21728,62485.59056,,59971.96196,89935.47733,63368.36357,,56357.69422,51447.81033,53173.98744,52274.34447,64566.03364,50883.7612,49326.05699,75968.56707,95693.85946,62497.16296,78551.94691,68649.00836,45380.28319,70953.85483,77075.7989,52646.38753,52412.71798,46859.76223,102745.6342,71708.09294,77046.78801,58847.09221,57010.44465,49493.8375,46675.23425,47541.71544,53794.43343,39254.4896,22119.87055,47231.86158,39607.15127,57409.92829
38,57380.06,68977.12221,,112304.8868,58879.30848,57834.57857,52232.22843,65483.00939,55774.63597,42496.07345,43469.23628,43614.97347,101884.5734,80074.00764,72613.2252,77812.69355,61889.84939,103206.8616,89216.0885,96672.47172,43053.18187,,51208.67396,,,76756.41831,,51945.06205,45867.45399,42128.51414,64771.0752,74826.41005,99113.24187,39796.78708,95972.62619,68977.11562,54233.89885,54070.20844,38691.45227,60379.28874,72266.26586,37894.37272,51485.30955,46421.38787,81776.9292,61087.34565,63777.82724,32531.59629,59981.72636,,57791.66965,85846.66763,62245.22606,,54215.9672,46644.82821,50993.69366,49099.98337,62325.98919,,46165.97021,74636.08901,94861.88039,59902.91101,,65741.9622,42482.2201,69407.75437,74985.79232,52294.13427,50516.93995,46125.97146,102529.5918,69262.73629,72310.72734,56290.36769,52648.53363,47323.39318,42409.01335,45841.31103,52005.95428,38698.04703,21875.9231,44715.88255,40660.02727,55678.2722
39,54860.9,67374.45801,,103452.3071,59196.97271,56380.13106,43718.92942,63715.48475,51236.83193,36671.88835,43075.77024,43044.01279,110850.906,62782.96034,70053.53338,76003.27203,59770.06163,103905.5275,81928.99856,93420.35431,39810.53719,,48810.22396,,,74887.83524,,47993.56714,38952.20896,39221.46516,68120.67748,70465.79737,99557.88073,35983.18796,95266.00579,65985.20601,50359.52919,48037.19986,36944.76617,46405.8138,66100.19513,35357.5697,50862.24133,43778.73589,79233.25031,54010.90219,63799.9617,32180.11723,57120.16601,,55621.446,82683.85638,57752.68986,,48840.50655,42770.37785,47380.13398,44461.40737,61984.74195,,40800.55075,69745.37333,93043.81727,54923.25507,,59196.96686,41028.0518,67974.25414,62277.72637,48790.90031,44962.48748,42481.84546,95736.67339,67805.10172,68018.38941,52098.33011,50471.7959,45212.34304,42621.47492,44350.49919,50079.76859,38192.42951,21921.14773,41242.23479,37762.6834,53836.85428
40,52415.54333,64695.69402,,94751.30154,54563.39219,49078.97782,42463.81271,66092.69173,52769.37126,31835.36152,40317.50953,42132.87515,116282.1726,44131.23126,67061.62259,69970.64739,56978.93709,99576.38955,77387.62194,91989.57561,36174.42479,,45675.6821,,,72329.05566,,53132.75,33788.21624,,60574.99983,64710.38922,99977.44616,31909.48999,87266.57462,64814.36768,47010.07504,47588.19964,36217.54213,47016.21188,65010.04251,32817.93543,47583.97473,39626.25309,75615.45623,49360.88217,58559.90894,31760.91413,55363.61777,,45667.98234,79569.89,61329.63376,,49955.16406,36689.57663,44919.74866,42601.40365,60238.0532,,35743.34834,65453.03878,88319.85743,52027.64701,,59982.03314,37322.22302,66382.99773,55351.32537,46520.21981,40477.4622,42411.98231,90140.59577,64446.81572,59734.96916,47862.71534,45790.68116,40851.36068,39357.90329,41197.09718,47597.61084,37576.78243,21916.56823,39796.02926,33972.75043,51690.68165
41,49143.04667,63625.32006,,97002.83666,47291.1732,44466.89614,35396.49679,65335.92784,43207.70281,26531.44983,37664.33442,40832.2974,96950.26761,36931.74344,67061.62,70486.51912,52830.33709,88731.54702,71478.96045,87104.22349,33630.75354,,43343.30455,,,63567.83532,,53417.12314,27906.3048,,56257.68214,59998.48155,94159.66828,27435.16478,87266.57421,61155.1406,41573.94399,46403.31775,35861.48303,35718.74595,62004.72817,30438.43665,42792.43279,35454.95723,70148.70762,46548.56491,62334.0709,31160.84394,51471.13025,,41307.39707,73661.2285,53330.20204,,46811.12868,32692.37861,43267.80526,38076.57731,57801.25142,,28756.61299,59517.88821,84686.03815,52415.54033,,56344.63723,33675.29569,62075.63201,46967.2485,42112.17709,34718.57696,38509.18521,81286.96804,60604.11202,59019.58553,45432.18212,43946.10931,32901.50761,32239.78555,38869.98921,44736.05827,36789.02347,21802.82218,34277.26403,31109.83531,47483.61256
42,45649.68,61559.93944,,96770.8729,45519.9722,44171.08871,35546.74382,60233.93434,38662.73865,23628.97457,33407.77075,39378.1334,68924.16197,47675.62483,65971.47604,62974.93579,50308.08411,74408.73804,67532.34062,82696.27641,29187.98335,,40857.38211,,,64283.22899,,54084.84632,26458.5005,,47900.36215,53899.28453,86358.66803,23097.19495,79592.06105,61155.14663,37998.67866,41720.04216,30551.55998,40535.92651,66397.35406,26802.33127,42277.36514,32830.79809,63619.28223,44384.17577,54147.20175,30428.36174,46385.50851,,36216.84689,69670.15304,46677.76929,,44158.67092,25640.86069,40153.13193,36072.13235,48845.84868,,23839.88802,54920.16175,77422.46463,50037.29069,,54510.74081,31148.98528,56694.19541,41335.60304,44888.18519,26761.73399,,79346.45937,56607.58285,57169.22714,43129.05599,37322.67041,25929.80398,26646.87628,38651.82525,42377.91048,35372.96718,21575.4133,29126.45815,29291.13391,46402.61905
