Year,All Majors,Accounting and Actuarial Science,Advertising and Public Relations,Aerospace Engineering,Agricultural Economics,Animal Sciences,Anthropology and Archeology,Architecture,"Area, Ethnic, and Civilization Studies",Art and Music Education,Art History and Criticism,Associates Degree,Biochemistry and Molecular Biology,"Biological, Biomedical, and Environmental Engineering",Biology,"Botany, Ecology, and Zoology",Business Management and Administration,Chemical Engineering,Chemistry,Civil Engineering,Commercial Art and Graphic Design,Communication Technologies,Communications,Composition and Speech,Computer Engineering,Computer Science,Construction Services,Criminology and Criminal Justice,Drama and Theater Arts,Early Childhood Education,Earth and Other Physical Sciences,Economics,Electrical Engineering,Elementary Education,Energy and Extraction Engineering,Engineering Technologies,English Language and Literature,Environment and Natural Resources,Family and Consumer Sciences,"Film, Video and Photographic Arts",Finance,Fine and Studio Arts,General Agriculture,General Education,General Engineering,Geography,Health and Medical Administration,High School Degree or GED,History,Hospitality Management,Human Resources and Personnel Management,Industrial and Manufacturing Engineering,International Business and Business Economics,International Relations,Journalism,Language and Drama Education,Liberal Arts,Linguistics and Foreign Languages,Marketing and Marketing Research,Mass Media,Math and Science Teacher Education,Mathematics and Statistics,Mechanical Engineering,Medical Technologies and Assistance,"Microbiology, Physiology, Genetics, and Neuroscience",Multidisciplinary Science,Music,Nursing,Operations and Logistics,Philosophy and Religious Studies,Physical and Health Education Teaching,"Physical Fitness, Nutrition, and Sports Studies",Physics,Political Science and Government,Production and Transportation Technologies,Psychology,Public Administration and Policy,Secondary Teacher Education,Social Science or History Teacher Education,Social Work,Sociology,"Some College, No Degree",Some High School,Special Needs Education,Theology and Religious Vocations,Treatment Therapy Professions
21,60439.10917,66326.43565,61100.12179,102113.3762,61048.14222,45988.05452,49639.06102,65435.05128,55289.29228,44450.52039,45413.94379,43387.47944,78179.59545,70653.1735,57790.29271,51606.22448,64384.9987,108438.6527,64417.71713,88301.77212,43190.04195,60514.28147,55972.46919,58913.56362,102534.5682,85557.45412,87609.23374,61335.26872,45342.40928,32210.99554,60719.71762,83416.65956,99216.77145,38378.59091,98047.41326,78160.27748,49847.14855,58128.88815,33874.95564,61436.04155,78534.29889,42282.14015,53032.54673,42160.98927,83821.15414,65170.55357,53143.12698,30527.50134,60767.12516,48907.15723,57321.28311,83607.93018,69783.04543,67681.96643,56403.18993,39904.95838,52436.19143,49301.64399,65058.84438,56174.0247,46758.52679,74202.14715,97715.88323,57025.47147,68142.65912,55023.06554,39972.00052,63509.39414,80719.33244,56716.51218,51728.81738,49807.81811,89156.56243,70519.54199,82031.96142,45885.57546,53154.60332,49147.08105,49578.01746,40497.02734,48150.34087,37649.46535,20613.41151,43109.35214,40626.54779,59982.3361
22,60702.05755,67415.9761,63631.86919,107478.7943,59231.23015,48008.573,50928.66173,62831.93011,52723.55051,44102.86523,41936.07908,43614.97491,73011.39194,67370.37512,60581.41741,54977.9347,63999.47497,108468.6919,68981.63102,88301.77297,45008.10086,61982.46108,54955.35153,55268.07627,105483.0633,85557.45442,91225.88032,62527.30442,42930.01223,31405.35837,65074.00132,82338.58604,101600.7296,37493.18691,100150.5876,77433.05448,50114.97376,59958.3894,36999.77863,54710.79328,78790.68171,42853.09823,54165.8173,42293.86652,87001.95502,63009.84053,52785.43616,31027.9339,58905.497,51003.92705,54178.00047,84952.68264,71599.949,62501.67094,57129.95504,44559.17533,51304.72844,46370.07631,65422.45668,55889.66349,47092.83211,73503.47198,97182.48526,57518.29172,65824.34791,57104.06356,44082.33719,63509.39377,80699.04386,55262.07066,51096.79145,49818.12223,93233.99544,68701.4863,80199.03,44802.62762,52963.04182,48056.93181,51622.41641,40303.95361,48150.34538,38012.84833,20803.95326,44506.69776,41873.64302,60092.66952
23,61396.39873,67765.31271,59268.54011,106928.9513,57062.39032,52562.34231,45849.39883,63177.64224,52558.43733,42293.97148,44730.77336,43396.94582,82854.69692,51999.55335,59491.26973,52796.27602,64340.71775,104323.0097,71599.09572,90138.14203,45182.77425,57184.26396,54923.68324,59982.42624,109654.1672,84924.1384,81322.3697,64508.38886,44257.49541,33629.568,68346.50682,80521.67345,103055.1754,38890.53644,104085.227,74965.16591,50667.3574,60673.77571,37064.94629,48772.07194,79154.06276,41407.28579,53132.82993,43020.62943,87695.26534,65599.2245,52489.62039,31333.34886,54633.63223,51646.24973,55256.69908,87398.04134,73033.44401,53859.51955,60205.43965,44893.48354,50927.59625,46989.39222,66149.21719,53357.43992,46648.75844,72043.65084,97976.4597,58233.68204,62773.27586,55588.58252,43355.57101,63988.70908,84519.21763,54307.67218,51030.14381,48089.83923,92700.59726,66913.00913,79420.15364,45251.13884,51565.69485,46159.32903,46168.25987,40125.11047,47777.11938,38163.099,20882.07998,43997.64259,42037.56841,56097.8405
24,61968.02363,69354.24304,53814.38534,104134.2547,59599.7661,56996.2516,50766.50395,67525.63617,48922.33258,44203.48634,42341.76741,43396.94219,80009.18265,64223.04341,58450.48647,56957.66956,64681.95763,104914.6391,71617.11761,89774.75496,46056.11453,61547.59312,55255.39949,55982.71421,103536.5565,87381.22384,77745.42368,63781.16979,44129.7771,35962.80833,68687.7467,79090.89332,104696.9946,39589.2075,103547.9353,74567.05056,50217.49412,60324.43855,39755.88067,48772.07054,80584.84419,41729.20549,55380.76129,43020.62799,85238.18421,61061.41848,55340.66361,31440.31541,52044.22441,50069.19412,55318.57775,89070.90622,71216.53191,56107.4509,59842.05554,47039.65444,50490.27205,45398.97721,65807.97429,52805.36802,46029.44887,73185.0109,97592.24768,58379.12338,60579.93685,55872.94454,43001.1139,64002.44529,86341.49296,53207.83252,48787.90246,47124.2058,91973.37127,64354.45102,76289.4689,45729.87055,50863.44182,45786.10161,47664.77624,39256.10889,46702.34888,38334.56644,20960.20788,42316.62109,41163.53882,58100.24537
25,62468.65985,69168.69058,51984.88373,104702.9902,65065.38061,56297.57744,46568.01869,71019.00686,48922.33002,42597.55472,48383.14882,43406.10083,86339.51283,66735.05151,57163.4688,54062.31013,65067.47982,105641.8653,69384.9238,92896.71556,46056.11055,57140.69374,55908.90405,61546.70361,98685.85598,88109.95841,74400.44651,62724.54086,45169.1868,38824.36921,69435.9114,77746.13727,104724.0476,41406.12045,104298.0485,75343.46071,50846.29576,59585.08664,38302.35284,53317.0231,84520.50402,41158.24915,52042.68022,43605.81643,84964.4346,59957.99648,56006.00009,31691.04074,50646.87635,49719.10343,58461.86299,89450.30894,65051.63261,50792.60556,59842.05918,46021.54813,49804.82513,46960.73059,65452.99366,52387.47806,48811.37653,76700.90896,101619.0171,54392.9298,64916.8814,58861.54665,38170.87647,64695.69172,88108.46197,58277.43688,49419.92722,46464.50775,87976.16873,65594.0396,82013.943,45287.75547,50411.15487,44695.95532,48744.50582,38350.33454,44256.9919,38656.73621,21241.10172,43713.97225,47220.95304,57640.57269
26,62682.59224,68656.32412,54443.76839,104808.1944,68346.50751,52302.75277,48010.14579,70128.21839,46542.16679,43844.6496,41817.76832,43754.33661,80862.91939,76452.99297,60447.64162,58413.04316,65067.4772,113446.547,66853.84737,94182.29965,44291.03496,54004.83256,55952.47713,53438.16006,95778.80433,90152.34671,76286.20964,60977.85689,44441.9643,35923.27226,72628.29547,77811.00181,106519.947,41382.73371,108500.603,74295.44851,51562.75749,59940.06413,39837.28494,59255.74497,83103.74435,42589.03217,51328.98174,43614.97606,84324.65101,60684.75519,56290.3737,31941.76931,54555.13357,51241.34516,62095.6857,91734.27745,60697.3498,,57062.38368,43712.91893,50532.04039,44716.87157,62909.32252,51649.26395,48906.1176,79250.88107,100363.0148,53246.12818,64697.52158,62858.75065,39633.5652,65059.07138,85633.04164,57136.55502,49248.42138,46446.11028,89773.61926,69569.09621,82798.18307,44829.62874,51877.04754,47990.90648,53095.92804,38012.84442,44715.11525,39294.06505,21408.25734,45677.47063,48374.66103,60562.31754
27,62110.96691,68870.57328,54849.45326,108392.9821,68739.9716,49695.5987,44364.87997,69031.77822,45087.7207,43460.19917,44655.93141,44117.94582,83009.76049,70372.19053,60749.07014,56768.33399,64726.23894,115240.5595,68671.90188,96746.35574,44124.84837,45448.71399,53450.77259,53026.98679,99245.12572,89079.26122,83440.09709,63523.12865,51207.08075,34687.72983,78096.18947,77811.00621,104724.7856,41212.19184,112829.7401,76083.91834,49672.06278,61337.41543,37691.11736,53520.64989,81046.13728,42098.46358,52641.07123,44102.87057,85448.25214,63261.9491,54369.02107,32192.49475,57815.03898,55350.14491,64813.47739,92970.29879,59854.65118,,56681.3822,41088.01647,51327.0618,48035.57318,62407.86783,53078.24998,49621.50394,80705.32409,102592.3315,53100.68522,65838.24951,63903.19317,39402.83154,64202.63758,87324.2199,58945.44612,50701.94649,46968.43129,86885.01965,70295.85902,79848.06547,46522.02647,53317.96229,50434.74631,52679.93846,37705.64148,44716.79963,39485.98278,21689.15861,46277.73258,48175.60394,57782.64371
28,61710.99699,70161.98483,61718.97654,113730.6769,63270.78418,51966.29162,47637.37497,69467.71721,41572.66177,43132.9496,44065.27288,44595.00024,74932.74941,78398.25561,61425.25845,55397.75108,64923.45524,114490.4421,69086.04124,96531.45028,42306.79795,44051.3685,53154.96281,51305.6995,103972.0616,88442.13209,79532.31761,62762.85069,51937.73892,33815.79373,79136.49688,77009.59666,103585.6137,41584.50318,113193.3513,76018.70313,46178.70137,63539.84464,38917.14881,47155.48135,79227.60321,42660.26109,57001.65841,44112.02805,83648.51542,62489.47432,58711.39979,32192.49634,57815.04242,59686.21318,63695.59363,95415.65403,59854.64747,,54864.46973,41815.23603,53867.15961,48846.43997,62407.87102,51973.89613,48270.35611,78887.27647,102712.7046,54233.96102,62202.14531,59866.58092,41220.88534,64943.36929,82084.16832,48620.77085,51117.93115,46287.13022,92091.61456,66197.4343,75940.49473,48438.78531,54609.40134,51591.5434,53428.56522,37506.5903,46812.81554,39535.43219,21689.16057,44111.83708,43842.81315,54921.29585
29,61100.1718,71252.82239,59972.29014,115128.0234,62898.54297,51952.76378,44120.61967,67139.24795,42808.20748,43467.26126,45683.1259,44601.67079,70036.20165,70908.76973,60568.82917,49956.18689,64923.45792,110262.7031,73191.68796,98319.92358,43532.83868,49955.16682,52416.28985,50329.69572,107605.8801,86683.72678,81349.22423,61801.22944,51003.1734,37270.0955,80955.03326,73324.64642,102132.0343,41607.89076,110421.5765,78427.2881,46984.48338,65044.88284,38666.76683,48203.49248,81642.89944,40404.59825,57001.65852,45485.00252,85411.89667,61049.22994,59406.49751,32363.11455,54622.17161,59268.32959,63509.43226,92163.31058,61308.17722,,54864.47316,44251.43521,54219.32466,51828.04641,64238.51466,52416.29747,46857.97938,81067.56515,106348.8061,55313.12173,59362.73155,60246.41302,44482.16483,64957.10218,82463.56547,46065.88454,51299.73874,45984.06908,85141.24992,62222.38215,76633.80497,48199.9217,53222.21476,53020.55384,53132.82354,37307.53998,47904.2976,39427.94697,21807.48637,43693.3858,42025.91009,55622.13714
30,61073.78255,73069.73025,65020.76438,116259.2802,60716.60293,53435.00086,47052.19117,67872.30149,49716.81268,41965.10796,48130.72233,44889.7799,64255.54397,71981.85152,61671.79152,48821.2197,65996.53798,112104.7967,71018.65558,98683.53535,44477.6323,,53520.65368,,106934.2583,85333.18299,79974.89483,59970.58894,42549.22504,35881.69374,82754.77443,75539.66533,103570.7064,41744.77484,113998.5199,76053.78492,47239.06133,66586.25517,38957.78238,42673.74985,79896.21981,40895.16766,54556.30255,45485.00254,86745.37744,59618.4541,63203.74431,32540.60102,50017.03102,57869.85886,67002.80101,88872.73094,61308.17537,,55608.85996,43657.08435,53787.91254,50895.07877,64937.18527,50599.39177,46857.98048,77886.72857,106685.3666,55017.30968,59675.5361,60655.49843,41710.85848,66526.5591,81135.76494,44641.44454,50597.49386,49302.7739,89484.29933,61508.89564,77018.36398,46156.50675,52130.6327,53131.60071,49299.94833,39583.04509,49596.69367,39426.24725,21812.06509,43329.77396,42292.33383,55610.69257
31,60710.17032,72706.12728,57689.99359,115360.5686,63263.8524,52013.13486,47513.17894,69052.6967,56584.54247,39783.4502,48868.25408,44776.33116,68308.87437,70130.21214,62426.37904,54186.6328,66503.94523,110700.3037,69200.96445,98898.43912,43023.18748,,54849.45686,,105627.2517,84572.96441,84287.14422,60730.8627,43181.25036,36600.67773,88259.4693,74507.00137,104660.8442,42131.29953,109384.2754,77444.14738,51434.67486,68017.03171,36285.55065,55216.41449,76688.9509,39236.89693,53841.44404,47036.82091,86745.37748,61365.14005,59865.80631,32718.09312,50719.2797,,66833.66681,85332.58774,58776.42851,,55620.31051,42693.2101,53328.27222,51871.90699,65278.42712,48772.1783,48449.72046,81778.27058,104356.2804,56090.39186,59895.66094,61791.349,43292.26349,66165.66822,85677.14628,49703.38063,49818.12886,50633.4659,79917.12358,62913.2889,80912.59099,46057.79466,51756.03226,54155.09561,44103.7201,40338.53638,50253.29232,39789.86136,21816.64446,46477.02448,36629.8931,56711.82601
32,60033.97927,74110.03808,63144.29709,117107.2534,69428.06622,52026.66193,50732.42988,73458.67738,56076.21836,40010.94291,49576.04256,45729.60455,76893.54083,76285.84251,61828.36526,56721.14458,66517.67786,110700.3074,70248.98123,99152.47667,41990.20207,,54147.20849,,102014.0324,82754.42331,70866.53406,60644.47847,46234.03477,33873.59966,83221.68283,74867.42077,104318.525,42520.44976,114453.8047,77097.02451,49270.10186,65057.55045,36428.62744,51009.33871,72419.97621,38631.00167,54259.32743,46839.56842,83838.31512,59510.72557,63708.51429,32718.09393,54160.82238,,65929.67497,81645.94659,61677.1856,,58515.9202,44610.03667,49694.45961,52303.31832,64565.75589,44537.06863,50910.10811,81051.51052,100699.5722,56817.15314,65618.77124,58486.83799,39460.02829,67599.16941,77642.40527,48749.11974,52055.75598,49760.79358,83251.9834,61124.8129,76600.35208,47142.5848,55257.08562,51611.42284,42970.44656,42491.37015,48429.05215,39942.42601,21816.64367,46022.81065,36056.0761,55985.24635
33,58987.2825,71944.40099,62780.68736,120336.5767,66135.49316,53074.67468,45492.37306,71292.12218,56267.79552,41806.08244,45687.62624,45554.9393,82674.19843,81413.60429,62426.37565,61433.05694,65444.59453,106472.5765,73825.92974,96831.52891,40654.68777,,54860.90217,,104117.1981,83844.56528,75229.86088,58839.01619,50655.08024,34351.38073,78513.06053,71248.48278,101041.193,43465.24648,108643.7473,76747.68485,50241.4243,65071.28198,38283.77725,60457.26649,72419.97438,37200.22472,53909.98211,47912.65169,81778.06955,57175.84328,61526.84819,32718.10153,56949.05307,,62086.96605,80885.72732,58959.39466,,56374.18395,46973.98281,47961.30582,49577.95168,64368.54238,47858.08154,49733.72643,81051.50869,99315.00034,57112.96671,66345.53018,56748.94257,40999.61015,66872.41187,80400.98316,47566.8254,50941.09471,49065.69567,77782.02167,60995.59993,74427.31674,48539.93323,53793.09646,51679.21878,49346.99554,41646.63899,46736.65607,40454.76601,21816.64446,47830.56831,35996.71991,57029.68049
34,57852.88215,72308.00652,66033.0557,110301.0559,66148.54261,50167.62077,48303.88117,66954.89684,44915.69138,44871.22933,43505.95811,45908.93464,87324.22264,78191.63785,62784.0717,55970.26178,64587.85712,103731.3921,78091.03589,95545.94064,39791.48669,,52918.88362,,95424.91085,82447.22021,,56258.2593,47574.68993,31450.73252,72423.33594,65797.75733,101063.1766,43205.67807,115778.0809,71382.26805,48787.89797,65933.73804,39259.28768,52462.86318,76747.10079,36823.55368,52818.39887,47536.56013,81778.06629,54396.16516,60510.50719,32718.09866,56664.68659,,61371.57893,80256.35667,58260.71961,,55720.67811,46483.41396,47722.27647,44927.92194,62128.49712,48948.22807,47675.07563,76745.82427,98224.16903,55324.49439,66855.33761,57359.77386,45963.19779,67596.91772,78589.43633,45350.19649,51304.47442,47294.30479,77782.01854,61593.60731,69061.89462,47449.10153,52702.95354,49975.4475,50907.12304,42345.31057,46736.66209,40615.6672,21841.39685,47113.65362,36869.38684,58440.56059
35,56694.5387,70904.09259,,120133.557,58568.09957,49608.68082,45242.64032,69056.27442,45897.44059,44658.76325,44252.32883,45555.16178,82725.98347,72013.90882,62452.76338,58454.17521,63731.42869,100512.1429,74947.00308,90641.87619,38580.96703,,53336.76973,,98469.39756,86163.44336,,54230.78073,44365.63435,33810.81723,76762.44944,63606.69429,100315.3533,43150.82893,99708.58913,68816.03813,47612.17585,65244.73387,36934.27841,54216.56425,77837.24036,39350.79953,52375.99785,46606.05168,82868.21454,55422.69126,59620.25402,32718.1057,54234.34666,,57749.20882,80654.46661,55041.46911,,52810.0428,44675.66688,50356.33513,42102.13141,62486.19278,52765.45394,45623.8708,71295.0941,96610.77738,54665.3771,67570.7279,57740.77395,46534.15337,67053.66692,82667.8374,48495.73775,49066.84501,48702.34176,79600.07115,60100.94746,67924.47825,48807.98397,50873.45782,48885.30447,50519.22981,41481.67567,47738.05846,40481.68432,22080.76545,45960.91695,34365.5306,57712.69239
36,55548.134,69641.21938,,114682.8338,58579.54587,51429.17101,54105.27491,69946.53174,43452.08771,43194.92997,38662.9411,45078.11269,80231.78767,71287.14797,62452.76881,53017.21468,61692.89142,96183.00455,72900.98386,92376.84582,38264.54042,,52623.07131,,,83272.87246,,54219.33698,44542.30925,35812.27695,69518.0279,62678.89595,99051.30343,41492.55792,98364.75243,66528.44382,48028.15996,62385.9047,36092.68182,53875.32633,75186.57617,39309.25975,53766.28696,45045.06999,81351.52083,56326.79136,61672.71258,32711.23166,53845.82234,,53500.82537,78461.51998,61252.62701,,56041.92819,43814.03809,51753.67676,41707.16396,61984.73879,49860.4247,45250.6433,69733.96799,92056.0541,57231.11934,68660.87985,60581.8673,47439.93231,67785.50854,78375.50594,49576.27277,50181.50152,46271.80298,81780.36321,58813.93211,68261.42516,48834.74171,50940.10075,45847.40186,45931.15203,41406.1178,49067.07847,39971.03991,22144.62328,45328.88748,36183.59159,55588.8723
37,54568.66791,68535.96646,,120302.2567,59656.64286,55136.31552,49076.06446,71400.0519,48830.69539,41947.83293,39390.16459,44351.34936,75236.05267,83991.7738,61021.99441,52643.75731,60732.7205,99238.54128,63169.90571,92910.24078,39127.74338,,51421.05971,,,82834.97031,,51325.46957,43996.89571,39604.65508,66723.33457,64154.56481,91761.69223,40061.77866,85646.39821,66026.99198,47230.00351,55943.42049,35117.17002,56911.33692,66147.38773,39890.67734,51670.26899,43678.49275,79119.32717,58058.45253,67230.43584,32702.21728,52057.3457,,56345.92841,74810.53923,62369.1883,,54432.30071,45985.63148,49376.68032,40699.26594,61021.9894,46961.38405,43952.47225,64317.97941,89037.47274,59377.28937,67801.73919,56389.82684,39513.22648,67776.3897,74028.19743,47622.70805,50181.50165,45734.35052,87854.17329,56034.26269,67930.60176,51029.93466,48561.39714,43198.83882,44113.09416,41406.12219,48061.14143,39254.4896,22119.87055,38993.67894,36006.09957,55620.53851
38,53496.14588,65861.47791,,105981.8936,59982.04141,56743.26815,49503.24104,63819.61169,48270.73901,39442.37395,36735.20633,43614.97347,75236.05517,78626.36268,58457.94408,51261.44037,59031.73636,91761.68656,63868.58159,93272.93026,41598.73754,,48071.60574,,,78142.58812,,48785.11709,42616.07904,37794.30415,51502.75697,62349.10889,88127.86819,36932.78443,94352.7696,65306.52877,47708.73536,51990.37673,36613.12643,62669.22004,59668.46971,36818.66386,48763.21788,43142.3917,77017.9492,55977.45729,62940.81471,32531.59629,50239.29999,,55981.56921,77095.1438,58690.48171,,52618.97435,42349.51906,47015.9008,38358.69153,58456.18069,,43779.94178,63619.04196,89386.81312,57139.65992,,55674.51967,34416.72192,67077.71912,73312.80568,47338.72137,49259.71242,46871.58834,77907.46967,58464.60422,67249.96121,48107.52738,45064.45266,42608.95446,41706.29843,41905.3966,46737.81203,38698.04703,21875.9231,40041.69309,37266.862,54154.64866
39,51679.23355,64813.47536,,99672.98574,57436.76593,54937.79779,40049.36606,62574.37811,45877.20554,33264.88697,41381.38737,43044.01279,79476.92926,59309.15823,55382.45244,43987.05366,57777.70157,89665.67032,58790.70769,90204.48145,38105.36394,,45842.54899,,,76416.19056,,45996.87864,36064.22066,36931.10583,59821.97653,58186.35221,90668.53421,34535.8846,90107.21754,63124.86269,44030.54921,48054.05366,34342.44197,46572.96695,55332.40052,35143.26607,48140.14966,41333.49688,69718.78967,52066.20708,63070.02511,32180.11723,47730.38665,,53569.16692,73349.36418,54235.49379,,47640.40954,41432.39076,43888.59713,36158.86419,57494.55478,,42110.30024,58168.91503,87326.66547,52745.5616,,50319.52773,33401.93791,65503.1823,61775.11776,43341.51426,46691.52335,43359.82726,66642.63489,56960.50693,65482.23943,45984.74637,43917.28032,41679.66628,43494.77855,39012.0931,44930.05206,38192.42951,21921.14773,33979.28917,33623.88811,54531.78471
40,49175.36517,62666.69926,,97546.92541,51996.33928,50140.51249,35602.91254,65588.43543,48202.21906,29202.06503,38623.12666,42132.87515,74037.64506,39323.15761,52520.89014,49823.30746,54895.16104,85894.74597,64256.31119,87834.71457,35916.82824,,44971.98245,,,69518.01982,,48894.31878,34239.2986,,52136.56141,54609.40084,92740.1538,31531.2525,78088.87063,61378.17394,40831.50314,47784.24474,35069.65688,47183.36503,57384.85899,32242.61742,45138.35095,37881.36865,70132.92842,49607.33153,56781.96388,31760.91413,45941.92351,,43212.48017,77987.40244,56023.96348,,48892.33358,35624.68807,41346.47047,33661.35925,58517.05742,,40369.96933,55261.85693,83863.3592,50241.69413,,49186.61607,32788.11227,63928.64668,55220.97053,37908.39196,43421.08717,43289.96411,58751.92063,54500.12888,59016.86691,41037.21405,43388.93215,39927.18609,42995.18766,37393.59213,41729.20174,37576.78243,21916.56823,38451.40317,31983.3259,54907.30059
41,46148.12835,60614.24552,,104130.8057,44716.10358,43787.27315,34409.63943,64095.77902,42207.94259,24538.60497,40394.60554,40832.2974,54791.02819,34826.68243,53223.14193,46441.72969,51374.48435,88768.34588,60762.94373,85048.26872,33373.15698,,44245.22269,,,61836.19053,,51715.46211,26236.16905,,55829.02405,53651.16383,92740.14962,27506.36009,70799.24781,57380.97989,38327.65081,42972.41512,34187.51847,34097.42618,59173.32861,29210.43914,40733.84737,34107.93087,63161.20976,47146.94486,62505.083,31160.84394,43396.64541,,37736.76742,72972.97213,48614.1418,,48190.44334,32585.6479,38764.70535,32820.45553,56790.53343,,31405.56813,51382.18577,80369.98917,52059.74217,,45550.50412,31137.92705,60816.27669,44172.552,30171.15683,38353.53323,39894.2725,55676.43905,50098.48501,55369.31271,40800.55408,44169.1817,33988.4565,38140.52682,32903.29775,39790.10896,36789.02347,21802.82218,33247.4087,30900.0477,49314.33732
42,43322.26541,58611.84372,,103898.8419,47213.59733,43491.46571,35492.45417,60814.64736,38662.73865,23089.65679,35057.26046,39378.1334,44310.93453,67952.39302,51690.60674,46740.73496,48840.6562,87404.45344,58229.08973,79234.16746,28258.46907,,37949.80097,,,58844.28812,,51465.07665,24424.97809,,46488.55849,49414.80287,86029.97467,24293.89081,73759.21942,59207.67272,35431.96165,38431.03148,29646.1403,35528.20343,63168.1566,23504.53698,40291.44833,32283.0123,61518.00674,40731.81474,54690.45585,30428.36174,40479.97488,,34695.00531,73671.65201,40248.47276,,46054.31772,25735.78784,35254.61496,31622.18889,49368.07354,,24354.05022,48963.02994,74538.71291,50251.98838,,42171.28892,29008.67901,57740.78899,38540.90654,38178.37294,28380.53128,,58901.16651,49019.09852,53518.95432,35911.62766,37982.07298,29155.47403,32509.66946,33800.68222,39054.19303,35372.96718,21575.4133,28571.12553,29155.56667,46391.92348
