Percentile,Accounting and Actuarial Science,advertising and public relations,aerospace engineering,agriculture production and management,animal sciences,anthropology and archeology,architecture,"area, ethnic, and civilization studies",art and music education,art history and criticism,Associate Degree,Average of all Majors,Biochemistry and Molecular Biology,biology,"Botany, Ecology, and Zoology",business economics,business management and administration,Chemical and Biological Engineering,chemistry,Civil and Architectural Egineering,commercial art and graphic design,communication disorders sciences and services,communication technologies,communications,community and public health,composition and speech,computer engineering,computer science,construction services,criminal justice and fire protection,criminology,drama and theater arts,early childhood education,economics,electrical engineering,elementary education,Energy and Extraction Engineering,engineering technologies,english language and literature,environmental science,family and consumer sciences,"film, video and photographic arts",finance,fine arts,forestry,general agriculture,general education,general engineering,general medical and health services,General Physical Science,general social sciences,geography,Geology and Earth Science,health and medical administrative services,High School Degree or GED,history,hospitality management,human resources and personnel management,human services and community organization,Industrial and Environmental Engineering,intercultural and international studies,interdisciplinary and multi-disciplinary studies (general),interdisciplinary social sciences,international business,international relations,journalism,language and drama education,liberal arts,Linguistics and Foreign Languages,management information systems and statistics,marketing and marketing research,mass media,Math and Science Teacher Education,Mathematics and Statistics,"Mechanical, Biomedical, and Marine Engineering",medical assisting services,medical technologies technicians,"Microbiology, Physiology, Pharmacology, Genetics, and Neuroscience",music,natural resources management,nursing,nutrition sciences,"operations, logistics and e-commerce",philosophy and religious studies,physical and health education teaching,"physical fitness, parks, recreation, and leisure","Physics, Astronomy, and Astrophysics",plant science and agronomy,political science and government,psychology,Public Administration and Public Policy,secondary teacher education,social science or history teacher education,social work,sociology,"Some College, No Degree",Some High School,special needs education,studio arts,theology and religious vocations,transportation sciences and technologies,treatment therapy professions,visual and performing arts
59,1937226.209,1547839.861,2721116.836,1624325.711,1583083.932,1440080.447,1761652.109,1608919.629,1240084.728,1376940.5,1014909.789,1694702.625,2643990.512,2128857.221,1732531.371,2176187.83,1698347.941,2645626.871,2305678.988,2260152.281,1288435.668,1519154.887,1378093.669,1506547.281,1484354.336,1286504.955,2604193.01,2248003.197,2125819.301,1448525.449,1475932.639,1163156.935,1050580.941,2384315.654,2655213.637,1174000.559,2670135.293,1982909.861,1450427.105,1561528.566,1149976.818,1295783.949,2252030.746,1157689.127,1551651.793,1540544.248,1250703.006,2275346.078,1410175.576,1804674.52,1430990.473,1552115.977,1788585.822,1466497.342,733453.0664,1673193.045,1322955.541,1554874.123,1045268.921,2330439.879,1639386.658,1218331.694,1325065.424,1755646.843,2098102.949,1528049.914,1281933.744,1353549.662,1445067.623,2140532.752,1724298.135,1365386.92,1371259.079,2097550.545,2539993.539,1400655.26,1535452.092,2163411.172,1211945.291,1429605.969,1705727.008,1399859.441,2001861.25,1587864.086,1300068.338,1357949.072,2494538.691,1441928.809,2067126.922,1428780.805,1775392.963,1313793.851,1340015.648,1174059.086,1389639.611,885919.3809,535577.9697,1297109.482,1066646.902,1104342.783,2109763.615,1624603.031,1119122.005
60,1969416.57,1575277.682,2748629.703,1649643.961,1602972.695,1467553.682,1784295.639,1639123.037,1254476.045,1400183.369,1031532.033,1724779.832,2692050.578,2171298.707,1770726.959,2227855.629,1729339.496,2681416.488,2341456.879,2285885.855,1307151.794,1537601.893,1404807.241,1530553.059,1504552.434,1317517.713,2628184.244,2274684.557,2144892.719,1469925.711,1500680.438,1180703.933,1063924.223,2431500.139,2681009.906,1186309.258,2699715.77,2010636.73,1476135.324,1589571.129,1172015.933,1316794.406,2292388.053,1177563.357,1567466.344,1567400.717,1265822.009,2302136.199,1436639.592,1844705.148,1458620.342,1572268.668,1812182.824,1493937.547,744890.8926,1702989.762,1350105.486,1577160.449,1058248.527,2364499.742,1661584.541,1242692.689,1342970.33,1783668.458,2142422.016,1557896.404,1295274.891,1378396.996,1467018.973,2157980.084,1755265.063,1385789.818,1387279.4,2134860.242,2565364.652,1414149.463,1553558.619,2205681.246,1228435.338,1448306.48,1722630.475,1425338.357,2016421.695,1618431.465,1315957.42,1380361.563,2523798.16,1459554.822,2107303.127,1453289.637,1805869.719,1326908.8,1357583.807,1187522.443,1412623.369,901151.46,544513.4922,1313372.207,1081618.15,1116114.078,2137410.055,1648324.355,1133113.417
61,2001480.113,1606334.729,2765616.344,1678794.182,1633129.992,1484087.33,1806487.736,1665801.768,1268688.65,1418849.625,1047347.467,1755837.652,2740315.16,2211322.729,1808022.957,2290336.117,1757412.77,2708139.699,2386241.234,2309760.121,1329617.236,1555607.094,1438822.583,1555593.135,1530187.836,1331922.707,2655672.865,2304470.352,2165201.953,1492034.281,1518279.496,1203521.324,1075297.123,2472441.967,2712702.98,1198815.698,2759646.992,2032791.357,1500863.205,1612251.018,1188799.907,1341000.65,2333161.418,1192855.199,1580475.52,1598639.33,1279227.427,2323997.432,1460482.309,1882611.295,1489669.605,1596263.648,1836273.613,1521670.49,756374.7891,1735567.354,1372661.111,1599513.365,1074361.014,2390838.234,1682580.709,1258375.873,1361423.701,1813999.567,2171970.791,1581420.607,1305270.525,1401930.482,1488597.166,2185201.881,1788085.203,1406532.813,1399546.443,2167234.91,2588651.875,1437634.967,1570609.33,2248536.27,1253667.121,1464955.168,1740840.051,1445143.354,2055111.041,1648281.703,1332947.24,1402225.447,2562725.258,1481844.861,2143250.041,1472870.051,1839401.096,1342885.561,1375471.912,1202467.939,1437048.543,915712.9092,553803.1328,1327798.124,1101847.446,1131902.776,2166000.996,1673636.254,1143909.091
62,2027410.553,1628112.828,2797987.199,1712850.916,1665787.85,1509649.893,1826366.697,1702911.057,1283099.774,1445407.287,1064595.34,1787225.459,2785849.891,2255401.27,1844394.68,2321497.426,1787583.609,2745125.949,2431287.203,2335175.02,1353193.463,1575629.01,1458539.015,1580240.232,1562895.416,1367605.967,2691908.771,2334969.066,2188639.414,1514427.91,1543714.057,1222506.293,1089763.066,2519188.188,2740061.867,1213499.653,2796853.023,2049914.217,1527349.105,1637265.76,1206484.896,1363231.521,2374162.504,1214305.203,1598806.719,1629697.898,1293989.287,2358033.557,1480504.031,1916256.988,1507623.588,1617337.482,1858122.494,1544433.74,768471.2686,1769721.703,1399026.963,1625498.234,1087840.61,2421875.32,1714163.203,1284719.623,1386497.9,1841748.073,2212935.367,1611661.93,1322757.176,1425100.85,1516635.332,2207033.188,1821494.795,1431551.031,1415550.809,2201468.51,2620088.566,1465481.189,1593381.494,2289105.814,1274060.076,1486212.629,1761804.193,1467881.852,2087087.855,1686044.357,1351929.871,1420630.953,2599952.98,1517077.434,2181584.27,1498574.703,1871688.414,1355758.477,1393384.018,1217564.982,1460445.143,928511.96,564447.1855,1343036.885,1116489.414,1148075.515,2195227.469,1695718.016,1156917.804
63,2058041.998,1658416.596,2816104.773,1738654.797,1695405.955,1540532.127,1853088.895,1740671.656,1300229.633,1470139.992,1080527.504,1816809.613,2830919.688,2308024.723,1875692.377,2365270.014,1817957.18,2781706.668,2477740.07,2361532.539,1373492.163,1594882.479,1486293.007,1609329.889,1590180.771,1383142.912,2722302.625,2364855.523,2216597.705,1538530.178,1564064.365,1242282.928,1104778.195,2564939.943,2774414.672,1226742.082,2832999.016,2073195.346,1555206.836,1667245.406,1226955.689,1389412.016,2410405.945,1238118.77,1613358.525,1653028.896,1306892.969,2395070.613,1501563.91,1949336.994,1538323.545,1643297.277,1877749.338,1570689.393,780585.0088,1805958.117,1420605.768,1651005.383,1106187.697,2453207.012,1747001.531,1296131.139,1417575.061,1874390.978,2242977.164,1638377.041,1337712.084,1444715.965,1543569.363,2242786.043,1851119.986,1454204.123,1431266.902,2235797.496,2647985.215,1486913.744,1605646.125,2336297.314,1297232.832,1505299.775,1784346.607,1490570.748,2115684.676,1725259.906,1367804.271,1442442.391,2631796.883,1539747.398,2229049.381,1520405.105,1904371.859,1370924.968,1410171.58,1232103.227,1482415.369,941581.9766,573696.8105,1354970.84,1137066.567,1161896.742,2232902,1714682.537,1174037.816
64,2083693.426,1686750.326,2843601.688,1771712.717,1723048.303,1563708.451,1871864.893,1773055.572,1316202.375,1502497.775,1098389.424,1849491.633,2895781.676,2365831.32,1909596.117,2407287.924,1849417.289,2812687.379,2516153.105,2387809.949,1397584.324,1612808.064,1500416.267,1637213.133,1621007.436,1411932.822,2753175.328,2396246.543,2238201.561,1561813.5,1583167.574,1268828.484,1117381.856,2613007.102,2804533.469,1239166.5,2878727.324,2094128.324,1580007.521,1695853.377,1247066.375,1406526.941,2461998.328,1254263.109,1644898.902,1674454.627,1321464.152,2421549.297,1527619.547,1974917.412,1562290.734,1674402.166,1912906.934,1588835.279,794382.541,1835844.76,1445910.061,1672333.238,1123425.367,2490625.906,1775037.311,1308596.986,1443055.068,1918706.241,2268504.904,1664519.895,1352504.189,1467667.354,1570109.707,2267470.217,1882973.176,1482554.688,1446684.248,2272840.447,2676512.227,1511859.67,1624018.861,2387898.123,1321263.414,1527804.021,1806817.828,1516774.539,2140012.457,1752928.469,1384295.096,1463386.279,2665319.855,1558641.498,2275788.834,1544956.182,1947467.092,1388216.027,1427285.672,1245827.174,1507617.039,956143.9277,583929.1494,1368131.523,1152688.536,1178525.591,2264399.73,1740246.498,1197657.154
65,2112108.285,1713972.268,2873841.469,1796630.854,1755537.713,1595184.465,1890817.77,1811347.715,1332747.336,1529816.678,1115467.92,1885919.635,2959852.754,2426031.914,1962288.775,2440820.57,1881546.127,2854467.32,2565756.773,2415331.164,1423136.479,1628714.178,1545678.348,1665426.094,1646651.191,1435283.076,2794879.715,2428600.166,2262464.285,1586203.803,1606543.094,1292913.588,1128893.933,2673575.133,2835857.727,1252307.605,2937882.77,2110945.273,1605834.488,1720486.184,1267344.073,1434218.082,2506412.672,1277985.041,1669445.176,1694277.633,1337169.369,2448618.789,1554632.055,2006589.959,1593867.387,1700013.807,1942927.57,1615772.428,808061.3643,1871540.98,1475682.232,1704232.07,1145209.771,2517888.926,1807635.471,1323478.605,1475282.711,1961925.562,2313227.781,1691854.932,1366294.568,1487959.508,1597787.598,2299273.588,1921856.213,1506769.676,1464444.24,2305121.258,2705748.344,1531990.189,1642261.184,2444115.006,1340787.129,1548272.613,1826289.645,1541100.602,2177809.406,1786218.992,1405321.875,1484636.672,2696625.703,1585419.721,2314797.586,1571046.938,1971582.467,1403188.182,1446231,1265116.33,1530708.375,971805.0625,593975.8115,1382066.754,1179759.06,1192981.515,2296548.723,1758120.834,1218116.066
66,2144757.887,1746447.652,2901762.566,1815269.824,1789057.537,1617995.49,1916415.17,1840298.551,1347008.15,1571760.295,1133449.297,1919246.965,3048000.762,2479293.891,2005414.896,2496598.365,1914158.977,2888742.746,2614489.871,2443763.938,1446424.535,1649430.412,1561623.471,1693270.807,1669700.246,1465921.604,2827327.129,2457295.338,2295689.617,1609167.445,1640000.986,1316412.1,1139873.594,2728235.965,2874564.738,1265081.283,2984313.43,2134086.68,1634106.105,1749109.092,1286829.531,1461516.115,2556942.801,1302731.1,1692823.535,1717380.543,1353576.498,2479970.703,1578658.359,2035518.369,1623193.537,1721873.951,1974233.512,1641181.258,821890.417,1901946.541,1498976.486,1727934.914,1162761.028,2552748.512,1828279.26,1346583.857,1507141.049,2006756.019,2354719.693,1721132.973,1378255.482,1511064.648,1622707.422,2324218.449,1953182.785,1531080.199,1477895.703,2343188.121,2737833.473,1557070.412,1663835.289,2489690.25,1358301.072,1571140.885,1846691.152,1556913.449,2199531.861,1821750.785,1424757.193,1507687.678,2738243.91,1599820.396,2357632.086,1597264.031,2004496.521,1421881.441,1460177.486,1281092.471,1558656.75,988634.8242,602883.584,1395608.639,1208078.865,1208216.064,2341865.305,1780830.047,1231811.367
67,2176245.25,1782230.17,2929353.031,1850811.084,1818575.996,1649035.227,1938606.918,1872959.475,1363261.68,1598745.535,1151866.068,1951854.424,3102090.594,2542621.375,2054029.764,2535046.373,1944451.236,2918948.922,2663299.125,2468926.156,1470985.744,1671442.121,1602847.486,1726267.439,1700234.445,1490500.096,2858997.156,2486498.346,2323490.508,1635562.551,1668562.189,1341428.793,1155099.422,2783567.82,2908381.637,1279920.075,3020448.035,2160177.479,1662694.559,1774581.98,1307452.191,1496938.668,2606448.762,1327760.664,1709096.369,1744369.287,1371819.98,2517592.805,1606975.018,2078337.023,1649596.096,1743206.566,2010548.238,1679790.896,835488.6348,1933811.213,1523021.504,1746902.883,1178094.54,2588955.566,1869998.988,1361395.333,1536257.43,2041751.956,2388208.525,1753261.758,1394466.998,1538589.504,1652453.195,2350023.285,1985673.486,1555623.1,1493192.34,2382753.758,2772688.66,1586505.24,1687076.199,2537377.219,1385828.242,1598860.566,1863614.588,1581560.586,2222690.242,1862959.461,1439127.729,1528784.279,2770246.078,1632802.715,2402332.324,1625187.436,2027066.451,1436786.418,1481954.467,1293494.426,1582734.682,1006614.512,613383.5322,1412582.627,1225552.547,1228660.979,2381861.109,1802016.371,1255864.854
68,2212062.688,1816768.822,2953517.266,1875555.633,1851772.199,1679988.031,1967725.184,1909473.768,1379971.221,1625975.131,1168196.947,1985960.57,3169205.797,2604308.473,2095556.313,2580384.355,1977164.432,2949808.859,2721509.191,2499692.895,1500812.4,1693660.82,1618692.557,1758042.174,1728441.066,1508218.703,2892518.637,2516767.07,2361038.211,1662829.777,1694616.398,1358209.975,1168654.717,2849715.938,2943489,1292566.559,3078429.566,2192869.414,1692377.787,1799919.084,1322783.063,1528252.27,2665372.477,1355166.57,1734071.094,1779398.615,1389359.799,2555850.223,1630096.121,2115568.859,1680519.715,1776611.352,2049080.051,1706824.299,849577.8154,1965098.754,1548243.773,1772786.578,1197446.799,2623855.941,1904287.662,1378301.659,1569544.537,2072075.685,2430692.631,1786301.475,1408605.215,1566002.406,1675439.23,2380551.648,2020883.924,1583359.914,1510452.783,2424612.246,2805592.23,1613066.428,1718306.361,2591232.219,1410037.82,1615978.127,1886896.998,1605888.287,2244896.869,1897096.953,1461024.766,1553656.109,2806491.191,1653363.764,2450429.406,1651722.635,2065977.543,1450689.998,1497445.439,1307829.926,1611597.342,1023969.477,624634.3711,1425478.639,1251655.153,1249118.602,2411193.617,1830159.699,1280824.504
69,2248084.9,1849187.568,2977032.098,1895682.943,1882315.238,1708131.201,1990238.031,1949045.65,1393619.063,1669775.176,1185007.693,2016785.168,3278078.309,2674186.656,2162253.627,2632686.84,2010026.783,2992881.82,2781039.355,2532441.078,1525050.654,1711857.932,1643969.371,1792787.732,1748499.697,1543834.1,2926899.742,2552650.559,2388301.758,1692608.908,1726709.67,1378641.781,1182031.673,2922488.492,2973898.012,1306428.545,3134210.738,2216138.99,1724137.197,1820173.797,1345607.309,1550668.906,2725730.086,1379795.285,1757475.928,1809424.885,1406768.438,2591782.715,1656647.762,2151789.996,1703461.266,1803414.012,2083771.191,1736022.018,868200.3428,2006635.383,1575192.662,1798243.373,1217207.022,2647367.418,1939215.857,1401665.231,1589205.684,2127696.823,2482131.617,1813775.32,1422873.715,1594848.752,1705082.918,2409264.242,2047179.402,1616239.906,1529899.881,2461203.926,2836042.18,1635902.789,1735189.285,2655171.449,1436633.105,1637693.863,1909876.289,1626620.729,2277985.184,1937653.092,1482738.055,1578718.711,2841375.352,1676473.641,2502438.449,1679687.908,2100135.91,1466155.455,1513266.73,1325340.307,1637023.586,1042736.43,637419.6953,1441842.225,1279830.276,1266921.076,2436267.148,1854460.764,1302160.379
70,2291019.215,1875465.65,2996937.922,1924405.057,1913931.168,1747186.813,2017467.65,1989923.285,1410489.986,1699207.592,1207666.328,2045399.393,3379983.523,2739866.887,2219202.215,2686824.494,2037937.477,3029103.805,2848123.535,2558090.102,1552060.301,1731665.883,1674887.459,1825811.613,1786498.836,1561159.773,2960297.297,2585392.703,2425671.477,1715408.826,1752259.348,1411225.973,1194001.034,2986448.445,3005882.188,1320158.869,3193210.105,2246983.195,1756663.156,1855382.16,1367346.369,1587429.35,2779481.926,1404466.035,1779793,1834316.496,1425250.971,2629949.246,1686446.426,2197022.117,1742660.135,1833133.037,2132031.375,1763917.268,883081.6699,2041178.961,1610959.018,1826502.697,1225055.865,2687537.309,1988675.855,1425781.176,1625341.316,2166977.186,2518669.395,1847153.471,1436123.529,1619783.49,1735654.68,2444673.262,2083584.119,1641696.971,1546818.359,2501641.121,2865891.023,1671341.555,1754250.402,2730869.006,1462085.451,1660181.443,1931763.141,1656935.629,2307040.809,1977809.27,1502378.838,1608916.895,2875199.824,1694811.314,2552401.535,1708139.619,2134873.439,1478565.832,1535748.064,1345265.146,1664927.246,1061642,648528.4336,1461247.65,1303321.728,1287166.316,2473914.496,1881002.365,1331314.811
71,2336997.109,1914392.67,3018533.777,1958495.959,1947265.908,1782005.596,2048312.377,2025832.629,1430869.365,1728296.217,1228185.471,2084471.248,3485562.078,2807973.984,2279220.291,2758294.061,2066697.092,3066129.797,2918712.125,2593944.129,1579200.816,1745583.48,1696643.787,1858664.121,1821351.891,1581995.639,2998014.891,2618092.141,2464316.938,1742749.457,1776916.936,1435848.756,1208502.006,3048901.207,3045409.113,1335977.428,3249805.773,2277988.191,1786239.205,1886339.445,1389456.006,1618571.883,2840881.758,1431437.822,1813796.635,1858862.607,1443158.713,2663210.645,1721176.758,2235280.072,1770042.656,1861119.873,2162093.758,1790884.877,897682.7061,2080752.666,1635717,1855888.531,1235951.324,2731095.426,2037230.16,1454508.598,1646107.215,2218374.145,2574932.781,1872792.092,1449888.676,1642949.264,1771631.184,2470607.924,2119111.803,1666911.953,1565023.662,2545247.969,2899136.473,1707484.385,1783267.945,2795038.996,1486507.273,1681442.777,1956871.785,1693341.842,2345346.215,2026998.271,1520348.232,1640249.477,2908335.844,1717340.996,2607344.762,1740595.438,2167715.781,1495269.906,1559399.594,1363090.668,1694967.906,1081270.779,659787.8496,1478327.666,1333636.909,1312457.268,2509251.047,1901468.814,1369488.008
72,2383333.477,1959016.236,3056043.207,1993597.641,1974065.855,1811938.352,2071530.557,2068429.217,1448996.529,1762348.17,1247733.674,2123355.117,3584525.887,2902376.109,2325219.939,2818421.91,2105151.455,3117640.836,2986143.379,2624971.688,1603017.484,1764025.627,1727003.498,1889618.316,1858358.75,1619916.252,3035542.375,2654581.766,2514536.676,1765724,1805173.754,1466942.756,1222667.887,3115504.074,3081649.137,1350420.404,3312353.164,2309749.508,1820944.27,1915590.008,1416188.129,1646574.402,2896446.176,1457700.637,1832452.732,1889646.658,1459783.447,2706717.422,1747346.441,2280483.918,1801685.654,1887467.328,2199160.168,1821284.479,913665.1572,2133365.816,1673641.705,1886164.707,1258879.115,2770522.285,2066937.182,1480306.396,1671174.912,2253629.012,2613891.563,1902862.553,1464570.439,1669722.904,1807555.727,2501059.721,2157517.301,1703232.836,1579313.246,2599694.02,2932206.395,1739302.75,1808117.389,2869145.895,1508065.402,1706980.324,1980011.832,1736030.926,2378076.246,2072428.164,1541375.986,1669895.215,2951228.742,1741647.309,2660385,1773432.816,2211358.156,1509651.549,1582669.426,1382587.422,1724909.412,1099822.586,672946.9209,1492799.254,1363921.117,1330524.563,2537550.988,1929517.029,1403293.736
73,2425791.113,1994877.451,3089917,2031852.143,2012000.205,1848341.365,2101139.242,2105884.158,1466566.361,1799328.576,1265522.223,2165413.463,3678541.531,2998291.813,2399361.564,2884092.109,2147412.156,3172863.563,3053508.395,2661925.391,1631728.02,1783250.377,1774514.775,1923448.264,1893840.881,1655933.531,3079067.902,2692978.176,2559313.988,1799350.949,1829733.047,1494466.945,1238383.369,3182643.316,3112898.734,1367025.756,3377597.105,2336288.078,1854680.248,1938744.922,1438963.238,1673756.268,2956624.355,1482168.068,1855224.746,1908190,1477723.527,2750083.727,1782696.658,2318769.195,1828569.756,1913790.707,2227935.367,1853580.342,927709.1768,2178833.621,1699464.145,1922184.92,1273452.676,2818484.781,2123355.436,1504192.824,1714779.451,2282352.713,2667066.141,1941371.129,1485562.25,1697791.678,1842692.938,2539310.168,2204594.881,1735581.246,1602577.262,2642372.641,2964767.531,1771697.219,1832626.172,2950495.621,1536303.441,1733911.238,2003984.203,1756700.928,2412154.676,2126640.523,1558334.654,1702165.047,3004509.551,1774240.998,2715586.816,1807050.361,2245501.498,1532268.164,1599795.492,1400788.926,1757033.895,1116571.373,686060.9814,1509758.1,1386760.264,1353041.895,2585253.445,1958053.387,1421778.791
74,2467338.703,2040399.658,3153038.629,2076266.252,2047042.549,1881148.982,2128225.355,2152595.363,1483418.178,1833350.635,1286721.09,2209810.855,3805620.141,3099694.98,2470396.529,2958303.238,2192856.574,3221393.313,3121093.809,2699881.02,1660686.992,1811294.533,1813316.822,1955545.492,1929726.293,1678166.492,3117482.992,2731869.621,2590989.406,1829904.449,1857644.779,1519992.311,1255230.529,3269954.422,3160802.555,1383870.922,3462992.035,2368176.66,1893013.111,1963285.16,1461082.34,1709044.727,3017748,1510881.018,1884898.535,1941668.299,1498423.623,2801271.102,1821317.572,2372211.484,1857518.615,1947064.594,2265660.137,1879352.695,943321.375,2229127.191,1735086.281,1962503.807,1293474.73,2865240.867,2157284.557,1525742.303,1739940.557,2352602.264,2719314.047,1980586.197,1501994.648,1730927.529,1888317.893,2575234.641,2246681.215,1769013.941,1621575.127,2691583.461,3000382.27,1814931.32,1861048.586,3013968.914,1566429.873,1767299.059,2029335.336,1797864.943,2453205.586,2163160,1583597.363,1731701.668,3055583.727,1806388.299,2774620.25,1841084.813,2286171.455,1560189.055,1618980.502,1420055.582,1794183.695,1137707.85,699995.0615,1527993.725,1408816.859,1371341.381,2641854.723,1989158.387,1451445.219
75,2516514.816,2080719.467,3188066.469,2131009.654,2085558.377,1911435.066,2157690.992,2195823.07,1501637.037,1862631.311,1310601.584,2258712.363,3911762.688,3189380.539,2532338.979,3003768.664,2239144.607,3271402.906,3199772.148,2739018.094,1692316.641,1834807.428,1840394.016,1990879.877,1966732.688,1707001.918,3167150.988,2775102.012,2640293.281,1858573.455,1877351.889,1549522.168,1270797.514,3369088.961,3209791.453,1401778.301,3536526.945,2405172.016,1934340.375,1996247.121,1486431.117,1744227.949,3086265.496,1538299.52,1910182.824,1972792.85,1517909.164,2852741.793,1850688.699,2426727.832,1892781.697,1972903.961,2306920.426,1917757.105,960050.3398,2282080.879,1774651.605,1996034.932,1324493.695,2916109.148,2225931.961,1557219.412,1771846.102,2383331.861,2801945.859,2011582.338,1525869.9,1767475.031,1922271.449,2609660.004,2296104.645,1804284.762,1641704.719,2748102.652,3037676.293,1851320.283,1889428.289,3091153.875,1596908.85,1800696.994,2051009.172,1829870.416,2492280.813,2214818.926,1608944.461,1767352.271,3105988.316,1828570.523,2827317.547,1876239.121,2320453.063,1581076.949,1649022.402,1443177.627,1826483.059,1160243.27,713824.2432,1543218.064,1428527.814,1391877.123,2696865.91,2016333.764,1484438.066
76,2567694.434,2122151.24,3229461.738,2177288.949,2133427.127,1941851.439,2195803.648,2243748.293,1518459.27,1896910.404,1333176.043,2306645.412,4052371.234,3283742.23,2610631.205,3065207.965,2285768.041,3338900.961,3279255.965,2773358.75,1730353.645,1862548.012,1880758.043,2032357.23,2008261.588,1723761.188,3219584.82,2825068.676,2665230.281,1890671.359,1918232.621,1583206.969,1286338.355,3470937.938,3249516.449,1418490.781,3616757.453,2444728.332,1970433.471,2030639.328,1512789.76,1781897.414,3155985.906,1573410.227,1941821.271,2005876.363,1540104.393,2890781.051,1886028.957,2484769.168,1923668.316,2010644.688,2355281.969,1952595.422,979305.7344,2342579.652,1812515.98,2035239.5,1352749.283,2960764.16,2259690.168,1585167.578,1791256.602,2421830.459,2849946.063,2048961.76,1542065.445,1796550.789,1961756.855,2642131.176,2344654.223,1836447.121,1666186.26,2805359.891,3086619.203,1882063.221,1924495.623,3195721.344,1628081.656,1835903.953,2077850.955,1883376.275,2536509.395,2272894.793,1632434.988,1803124.768,3156979.762,1875141.801,2885450.641,1914611.383,2371055.77,1599725.42,1672710.488,1467035.771,1861516.717,1181401.473,727832.9668,1561094.258,1473215.764,1416618.398,2764627.418,2038568.146,1503288.982
77,2621424.633,2165892.383,3267819.23,2217796.98,2171503.465,1977788.09,2231118.047,2300883.613,1538254.965,1951956.271,1354597.297,2358034.914,4196699.563,3392635.266,2700424.752,3146992.094,2340212.43,3394643.145,3365884.559,2816865.395,1768347.078,1888269.107,1923449.41,2071641.115,2046809.711,1758798.131,3261979.902,2870507.246,2703246.961,1922486.629,1949096.145,1617838.332,1301458.963,3562109.023,3300340.574,1438342.176,3678037.168,2478192.227,2004586.574,2064349.662,1540191.264,1830098.955,3242559.547,1605715.963,1959686.674,2045395.357,1562378.932,2938056.426,1929574.568,2546508.199,1963572.824,2058641.795,2400440.824,2000349.465,997050.6328,2396217.531,1847529.986,2068596.258,1377161.568,3013563.418,2323214.766,1611074.281,1839916.061,2474047.176,2907363.121,2094864.057,1561246.139,1834353.932,1998325.709,2678773.105,2395270.277,1873425.674,1691694.016,2864655.07,3132931.367,1932847.836,1953942.824,3305812.227,1667329.746,1872733.762,2102948.742,1918034.992,2575984.207,2329051.824,1656990.986,1836276.514,3216187.074,1916612.063,2949414.07,1952946,2407084.656,1624085.072,1698126.922,1487973.02,1898554.314,1205614.49,741940.0635,1581056.225,1505001.742,1438922.82,2819208.941,2068007.09,1528964.848
78,2682827.527,2224466.055,3312285.98,2254425.748,2213892.797,2016004.363,2270947.223,2366703.035,1557452.166,1993822.396,1378445.762,2404721.012,4361223.766,3503384.105,2787888.928,3224713.496,2385399.555,3458240.004,3468312.98,2856456.086,1804670.23,1915450.41,1954878.5,2118332.24,2090353.117,1827505.953,3299302.293,2914887.84,2739416.473,1958116.479,1991890.295,1654366.871,1323184.891,3661754.109,3356207.371,1457146.129,3813514.891,2511969.719,2051114.148,2102245.545,1568983.395,1874296.047,3346540.836,1641093.238,1998474.525,2080250.527,1587273.053,2980719.938,1966690.252,2597434.734,2003664.371,2102605.287,2435565.383,2032702.273,1017169.617,2453991.555,1887764.4,2099915.299,1405705.949,3071562.496,2362481.945,1629029.578,1885661.648,2529949.754,2966511.066,2144407.939,1577775.227,1866771.119,2039775.273,2725963,2442072.332,1916070.357,1714658.773,2924096.629,3184130.414,1972955.34,1984177.516,3398808.941,1702720.998,1905122.086,2124555.363,1960332.436,2638237.375,2387783.703,1679261.457,1873580.051,3276774.074,1961766.055,3018595.148,1992700.266,2462264.582,1644872.516,1717335.719,1507079.715,1939432.176,1230554.906,756490.7529,1600508.422,1536688.16,1465389.195,2872231.613,2102675.115,1555775.916
79,2746867.25,2264392.227,3366913.613,2297941.145,2266960.418,2058733.6,2312200.953,2425114.52,1579332.523,2028611.039,1403663.158,2459519.113,4530981.949,3613336.824,2894910.939,3350288.742,2434371.09,3518099.449,3586955.91,2911014.789,1844379.08,1938602.994,1990812.383,2161367.668,2135800.963,1874281.035,3354660.68,2967666.109,2774394.016,1993170.277,2029266.756,1692663.303,1343637.803,3762948.008,3414159.551,1477029.516,3944577.902,2553411.906,2105673.023,2151199.852,1602500.57,1925119.332,3447077.246,1680033.26,2042712.754,2119501.512,1607846.646,3026569.277,2007498.139,2672233.617,2041360.57,2146998.889,2480236.582,2062178.629,1039056.127,2529620.523,1926918.178,2136845.822,1429218.707,3113447.023,2396463.539,1653465.154,1940949.131,2589483.137,3027022.949,2191110.793,1600454.424,1904493.869,2089196.82,2773795.633,2497085.043,1957345.439,1734330.008,2988543.645,3244370.75,2010025.977,2012407.852,3524963.441,1742042.162,1939818.422,2149770.332,2006034.355,2670755.414,2459029.199,1706169.174,1914212.162,3341895.617,2023397.107,3089954.516,2033196.615,2526422.582,1669800.236,1743580.992,1530364.764,1980581.605,1256342.67,772687.2695,1621594.52,1577207.982,1494660.348,2918020.992,2133230.137,1592000.197
