Percentile,Accounting and Actuarial Science,advertising and public relations,aerospace engineering,agriculture production and management,animal sciences,anthropology and archeology,architecture,"area, ethnic, and civilization studies",art and music education,art history and criticism,Associate Degree,Average of all Majors,Biochemistry and Molecular Biology,biology,"Botany, Ecology, and Zoology",business economics,business management and administration,Chemical and Biological Engineering,chemistry,Civil and Architectural Egineering,commercial art and graphic design,communication disorders sciences and services,communication technologies,communications,community and public health,composition and speech,computer engineering,computer science,construction services,criminal justice and fire protection,criminology,drama and theater arts,early childhood education,economics,electrical engineering,elementary education,Energy and Extraction Engineering,engineering technologies,english language and literature,environmental science,family and consumer sciences,"film, video and photographic arts",finance,fine arts,forestry,general agriculture,general education,general engineering,general medical and health services,General Physical Science,general social sciences,geography,Geology and Earth Science,health and medical administrative services,High School Degree or GED,history,hospitality management,human resources and personnel management,human services and community organization,Industrial and Environmental Engineering,intercultural and international studies,interdisciplinary and multi-disciplinary studies (general),interdisciplinary social sciences,international business,international relations,journalism,language and drama education,liberal arts,Linguistics and Foreign Languages,management information systems and statistics,marketing and marketing research,mass media,Math and Science Teacher Education,Mathematics and Statistics,"Mechanical, Biomedical, and Marine Engineering",medical assisting services,medical technologies technicians,"Microbiology, Physiology, Pharmacology, Genetics, and Neuroscience",music,natural resources management,nursing,nutrition sciences,"operations, logistics and e-commerce",philosophy and religious studies,physical and health education teaching,"physical fitness, parks, recreation, and leisure","Physics, Astronomy, and Astrophysics",plant science and agronomy,political science and government,psychology,Public Administration and Public Policy,secondary teacher education,social science or history teacher education,social work,sociology,"Some College, No Degree",Some High School,special needs education,studio arts,theology and religious vocations,transportation sciences and technologies,treatment therapy professions,visual and performing arts
33,1414976.984,1185115.569,2210962.879,1164047.451,1152009.008,1117295.229,1391853.811,1246582.369,1052053.404,1113325.721,805371.9863,1258388.031,1797789.924,1488581.414,1250899.629,1612727.934,1240279.137,2050466.309,1652986.736,1820765.789,1010920.224,1301868.051,1061944.811,1170116.176,1168975.334,1004027.918,2052552.924,1715919.496,1579402.225,1093694.581,1125984.569,964341.2109,874007.8184,1669922.992,2103815.504,1011083.935,2056664.742,1506788.023,1137473.557,1238402.285,952090.1436,1024909.969,1624872.115,930563.2822,1177765.766,1143253.568,1040520.868,1741498.514,1124152.301,1317157.791,1116272.768,1210396.563,1367874.352,1116900.516,609853.3955,1227836.52,1030712.86,1192202.295,857788.7666,1825087.324,1214630.429,1032396.712,1035270.836,1286036.983,1530295.889,1179931.879,1095635.767,1053058.777,1148551.93,1644407.031,1273858.484,1043428.932,1147851.318,1577358.217,2023264.109,1236818.527,1304017.111,1564849.975,1022240.543,1121507.124,1450477.549,1160663.101,1520943.688,1178105.914,1070653.385,1070756.612,1867158.715,1087202.572,1488038.375,1111758.719,1311984.585,1101011.011,1088711.544,974635.4727,1082605.765,715073.4443,476862.5698,1097670.293,898606.5039,867936.3398,1494116.76,1328482.643,951240.0527
34,1441593.18,1201499.652,2233729.012,1181853.866,1170826.115,1130930.211,1409499.961,1264670.74,1060265.264,1129307.865,816392.2988,1275848.328,1833439.502,1513543.852,1277053.594,1636736.174,1258071.355,2073939.664,1679891.15,1847792.943,1031546.635,1317201.186,1083850.449,1186694.746,1180898.227,1022633.908,2077252.969,1743779.256,1603572.75,1110081.118,1133829.833,981223.5703,885731.29,1704049.037,2126610.877,1022618.289,2086759.078,1528634,1157176.732,1256718.986,965617.8496,1041282.411,1650085.896,944310,1188236.971,1162613.987,1052187.887,1763890.693,1145791.068,1330338.434,1128700.225,1230299.477,1385932.574,1133713.365,618346.2021,1248435.098,1043340.507,1205468.176,866761.0811,1853751.133,1233532.114,1041860.655,1052064.541,1312312.569,1561776.162,1198859.219,1108221.318,1072121.869,1166513.705,1664196.846,1296517.77,1064450.037,1163579.74,1603168.863,2045276.932,1260210.063,1320151.203,1596008.719,1037405.263,1139054.286,1464995.643,1174870.626,1537998.18,1196745.074,1089649.721,1087796.306,1896488.295,1104435.803,1515961.287,1129379.035,1326475.35,1111761.317,1101561.18,986185.9307,1098800.421,725813.5498,483266.0757,1106990.26,910971.0078,880529.7178,1522207.834,1350290.85,963208.3428
35,1468849.691,1219920.186,2249186.777,1199951.337,1189379.662,1147469.275,1430309.891,1287723.15,1071224.643,1151559.965,826662.3867,1297652.139,1868515.451,1538534.158,1297606.971,1664596.879,1273495.953,2100006.076,1711274.229,1867979.938,1045318.164,1334608.678,1098474.062,1205578.701,1198991.779,1043715.887,2098691.482,1767579.246,1628401.08,1127053.313,1149760.598,995931.4521,897499.8867,1740066.027,2147744.16,1034078.049,2106308.309,1546889.881,1175412.219,1276603.32,980320.877,1057540.976,1679983.389,961289.5508,1204512.486,1179606.08,1064084.219,1792019.854,1160819.574,1353427.111,1141383.342,1248248.166,1407682.564,1152218.412,626920.707,1270069.656,1056922.918,1223077.146,876268.7988,1883707.387,1255362.452,1047845.388,1064749.986,1331261.138,1582058.537,1215782.213,1117112.576,1089014.189,1182288.58,1688811.693,1318575.816,1083040.663,1174978.506,1628564.479,2065978.336,1280809.104,1332011.498,1626815.012,1049885.76,1151246.206,1481073.988,1191090.146,1564933.199,1217831.322,1101958.478,1102907.962,1923591.234,1122848.478,1541423.689,1147114.977,1347914.601,1118208.239,1111006.417,998254.5039,1113793.563,737961.627,489815.0435,1118000.875,922559.6641,894337.0361,1550802.125,1368639.934,988036.2832
36,1490251.715,1241962.244,2282535.668,1214448.965,1198570.205,1165157.816,1448171.834,1307928.051,1084048.1,1170014.414,838460,1319826.426,1910437.602,1564463.201,1319121.48,1689268.135,1292633.9,2133096.006,1741263.654,1890362.121,1064112.226,1349588.637,1124262.347,1223956.615,1217279.064,1052297.623,2126555.891,1793889.15,1644614.814,1140382.036,1161624.232,1012444.3,908324.7314,1771916.785,2168752.605,1043683.289,2133295.166,1568921.242,1193202.391,1291169.555,995264.0059,1071678.401,1710157.891,977791.8516,1223668.725,1197759.195,1074273.116,1816785.275,1176015.83,1376300.516,1156410.188,1263021.476,1432960.629,1171297.971,635751.835,1289542.344,1072331.096,1240287.244,887061.1963,1906153.943,1278265.631,1058309.482,1075099.969,1350006.626,1616777.119,1232983.801,1128249.883,1104096.967,1201795.467,1711574.992,1338953.295,1097978.522,1185404.453,1652674.867,2087651.74,1295798.616,1351481.594,1654361.459,1062367.117,1163573.927,1493136.764,1209649.57,1586300.098,1239930.59,1113970.846,1114662.127,1953419.535,1136776.521,1568191.648,1165464.912,1376284.409,1131127.464,1123362.844,1011453.251,1130528.893,748207.792,495365.6494,1128205.484,934816.9551,910127.6328,1571993.508,1390195.637,1007039.124
37,1513401.518,1263083.213,2315453.547,1241378.369,1226587.971,1183470.301,1466695.225,1333258.807,1096734.645,1188763.908,851940.4785,1341280.145,1935431.408,1591702.16,1343567.037,1717882.549,1313852.004,2161870.764,1771329.828,1912766.234,1077172.629,1369823.869,1139621.944,1240367.205,1237213.355,1072649.304,2154684.693,1820998.217,1664605.828,1159920.965,1184260.027,1027737.299,919248.6875,1802874.145,2191702.406,1053555.058,2152921.164,1592204.387,1213936.602,1308312.342,1007646.698,1084772.473,1738887.178,993774.7148,1243663.559,1211981.186,1084944.595,1844292.381,1193518.555,1397620.684,1174734.254,1280946.103,1451731.959,1186236.877,644386.5859,1308035.564,1087240.525,1258089.988,895438.0674,1930800.266,1294727.299,1068081.985,1091864.557,1372708.231,1644625.572,1253213.787,1138880.881,1118053.411,1217985.131,1732937.533,1359489.172,1112287.378,1199813.206,1680461.607,2104475.818,1316102.581,1359706.826,1686676.58,1077577.738,1179159.463,1505820.104,1220957.546,1610809.586,1259351.959,1127474.787,1129360.678,1978820.531,1157689.18,1593139.264,1184677.207,1400504.842,1140445.233,1132039.795,1025819.191,1144982.082,758944.5488,503112.4399,1134407.301,951901.2813,921340.707,1601700.248,1408905.623,1018729.435
38,1536844.32,1280102.918,2327862.445,1261082.072,1243421.65,1204150.939,1483975.279,1355633.762,1110262.707,1202929.887,864232.6143,1363259.377,1963467.582,1619628.305,1367887.461,1748499.764,1335208.266,2189145.652,1796476.061,1931618.813,1093991.424,1382975.049,1154250.683,1258269.139,1255114.578,1094918.128,2185210.014,1845315.746,1699162.564,1174218.176,1204485.705,1038589.327,928595.6797,1839227.65,2222568.646,1061368.479,2171930.645,1615128.65,1229756.707,1324877.775,1018119.191,1111592.05,1766541.555,1007476.063,1274775.656,1227074.779,1094606.589,1869500.209,1209252.408,1414121.465,1189105.656,1300143.888,1475273.309,1199298.145,652676.0879,1328741.945,1102037.072,1275049.773,906532.5137,1947277.242,1314000.596,1079296.024,1097441.508,1401921.388,1667256.508,1269356.588,1149227.133,1136199.582,1238211.02,1756253.771,1384773.939,1129157.101,1212649.208,1701755.561,2126856.781,1332434.671,1369894.473,1718772.602,1090074.713,1192657.744,1519607.074,1239843.173,1636096.033,1284390.967,1141207.969,1142427.322,2010475.533,1179149.914,1621726.119,1202090.16,1428360.311,1151806.756,1145573.073,1037669.764,1163913.48,769978.7188,510061.4492,1144439.904,963690.0146,934937.2686,1622968.426,1423649.27,1030493.53
39,1561478.418,1297667.721,2343316.449,1275503.547,1264988.977,1224960.693,1504017.213,1374420.609,1122771.455,1218589.791,876466.0869,1384610.826,1994978.164,1649096.82,1388871.059,1776632.686,1354919.988,2214763.639,1824440.277,1949878.465,1109593.044,1395134.023,1168714.548,1275730.842,1276488.658,1115328.439,2209405.693,1870767.518,1725991.754,1193394.486,1217800.471,1050543.885,939733.9121,1867874.289,2245876.992,1071111.59,2190236.176,1641455.818,1245367.816,1341198.656,1028419.237,1129657.613,1795164.428,1018405.499,1290583.984,1248777.965,1103158.539,1890336.963,1224347.727,1437879.68,1210111.4,1311077.146,1492745.795,1213855.73,662991.7471,1350177.783,1114487.766,1289446.078,912495.1904,1969366.578,1342858.359,1087364.644,1114778.054,1425226.613,1692449.797,1288011.332,1161149.719,1152872.387,1260301.277,1782915.578,1405130.459,1152255.604,1225088.141,1721159.893,2148354.674,1345453.889,1378782.381,1745590.535,1105379.229,1209791.949,1535514.697,1255389.911,1668201.137,1308267.986,1153273.605,1160051.461,2032831.93,1191501.022,1649987.799,1221350.639,1445465.621,1164597.854,1155542.104,1048519.653,1180547.781,780330.6768,517160.9624,1156046.826,979814.6992,947829.7344,1647208.264,1443519.703,1049948.472
40,1584990.139,1315952.693,2373121.129,1301372.641,1286493.078,1242591.643,1527489.689,1391738.119,1132853.387,1241370.086,887930.5176,1408019.275,2033281.133,1677514.771,1405881.775,1802877.84,1378162.549,2246686.191,1846615.646,1967892.105,1128429.292,1410512.797,1183264.228,1292453.318,1290906.127,1139385.614,2238346.621,1897042.352,1750085.074,1208878.65,1237971.502,1063379.098,950249.4238,1898994.857,2268649.438,1081062.172,2214441.117,1664890.615,1265288.91,1356164.818,1042639.226,1143909.773,1818688.695,1029524.155,1305483.229,1271322.104,1110160.31,1915370.33,1244409.422,1457504.883,1227440.795,1326244.913,1513294.129,1230856.385,671228.8398,1373319.127,1127242.943,1305976.383,923986.5752,1993720.4,1364985.695,1100196.8,1126667.562,1439046.275,1718990.99,1307938.961,1173999.092,1168605.211,1277649.045,1802669.195,1425647.945,1169335.396,1236750.938,1748902.602,2169309.084,1363165.096,1394500.074,1774607.709,1119123.715,1221649.938,1547339.809,1274941.769,1691493.271,1328412.635,1164812.771,1177236.158,2060452.074,1204015.233,1678210.58,1238343.232,1473529.303,1173119.402,1168777.525,1059241.431,1197056.498,787791.2119,523514.8438,1167678.182,991312.6494,961845.1396,1677736.018,1458398.463,1071071.786
41,1608921.648,1334708.477,2397372.199,1320532.393,1304932.381,1258294.969,1547066.824,1409986.115,1143028.184,1256241.205,900386.5146,1431307.619,2061160.996,1707339.939,1425674.643,1823138.664,1400706.197,2280360.15,1874212.764,1983758.004,1146560.37,1429489.527,1193720.683,1311347.752,1306430.598,1157581.044,2257054.691,1923552.801,1772009.51,1224506.758,1259507.322,1078404.064,961100.0137,1932854.355,2292048.363,1089404.568,2242040.586,1688521.188,1286651.412,1373885.848,1055194.431,1151914.033,1847266.91,1043442.058,1328165.994,1293959.443,1120784.734,1943402.93,1265332.025,1482389.139,1253464.523,1343386.525,1530147.895,1247704.035,680744.4561,1393782.73,1142330.98,1321368.258,934848.1855,2016454.473,1391235.605,1112237.22,1147207.182,1457672.063,1744296.65,1326690.125,1185722.402,1186891.42,1294628.453,1820587.676,1449221.637,1186414.721,1248985.416,1772987.299,2191483.422,1390642.602,1409199.402,1801175.34,1132690.533,1236245.563,1562634.416,1300246.563,1717218.07,1348494.203,1177977,1193060.191,2086474.941,1230276.795,1707748.27,1252741.482,1489030.721,1187353.444,1180827.185,1068633.219,1214895.436,797810.7598,529777.3057,1177455.658,1006692.568,972795.9131,1694937.426,1481292.922,1085221.029
42,1630665.023,1356653.393,2411857.543,1336600.471,1322798.236,1284664.176,1563886.809,1429741.137,1152428.268,1274711.154,914060.3662,1450608.57,2099403.977,1737319.213,1451765.41,1845459.957,1422571.109,2309536.029,1900099.174,2004246.859,1162563.18,1444917.906,1208371.925,1329325.566,1320107.459,1176020.542,2282402.121,1947061.131,1790585.416,1238610.828,1273141.859,1090400.337,970712.4375,1963974.693,2318519.734,1097728.229,2267507.059,1707310.883,1305218.209,1388315.713,1068654.968,1166369.979,1878484.744,1059131.803,1347616.754,1313827.779,1130677.478,1967339.264,1279275.127,1506025.803,1274678.465,1361124.359,1547167.975,1268608.754,690038.0137,1416357.725,1154795.617,1338241.717,943239.3271,2031523.965,1409218.6,1124070.146,1168773.316,1481188.172,1771302.174,1346180.535,1194981.975,1203995.656,1311386.838,1846079.887,1471019.732,1202747.674,1260013.135,1797931.855,2211906.516,1423268.617,1422074.561,1832484.324,1152687.689,1254096.162,1579412.68,1315287.213,1733346.346,1368093.729,1191855.006,1208165.119,2107520.125,1248861.994,1737164.738,1268180.164,1518447.65,1196530.133,1199943.652,1079692.023,1232391.301,809003.0977,536841.0918,1192575.773,1017454.937,985506.7598,1711867.451,1500476.664,1103684.797
43,1652302.549,1377199.523,2429691.461,1355244.463,1350557.328,1304799.217,1583382.879,1445922.883,1164242.24,1291176.299,928940.0625,1473386.598,2137617.43,1768950.465,1467185.104,1879926.141,1443459.541,2335001.529,1923944.645,2020586.604,1174899.085,1456301.686,1220276.241,1350542.557,1344687.697,1193072.55,2313665.664,1976334.896,1810698.896,1256083.926,1284336.32,1101213.362,979731.9404,1993300.801,2341842.051,1104941.333,2288482.527,1728341.02,1322865.389,1408967.93,1081693.737,1183097.286,1904040.514,1076738.428,1357955.742,1330745.287,1141247.641,1992522.557,1299099.182,1525601.213,1293302.346,1381040.197,1576309.322,1292002.979,698805.9209,1438302.92,1168774.326,1354043.287,953751.083,2046889.43,1441161.357,1136255.529,1182387.061,1505581.498,1801804.996,1364261.756,1206797.543,1220657.512,1330911.814,1871314.172,1492328.242,1218328.461,1270702.023,1824015.186,2233927.531,1436560.219,1434255.781,1858012.061,1171449.959,1272652.031,1593349.334,1336332.984,1761933.928,1392463.711,1205313.514,1222059.797,2137907.91,1261045.717,1764614.744,1287534.547,1541305.688,1206875.59,1210575.873,1090416.76,1247828.145,819943.2598,543746.9482,1204865.59,1033915.146,994809.2305,1739385.875,1520541.826,1121782.681
44,1680075.279,1402832.623,2444454.922,1377879.219,1367650.082,1322136.354,1600034.822,1468261.348,1174499.617,1310042.105,941180.4854,1495097.102,2171069.234,1795936.549,1495786.191,1908719.555,1465605.066,2360484.875,1950284.643,2034812.871,1193488.352,1466498.438,1241057.628,1370034.988,1366711.152,1211930.768,2339341.477,1998308.959,1832784.451,1274110.607,1299191.061,1114655.758,990733.1953,2024646.957,2363539.504,1113002.361,2306951.715,1746449.65,1343127.494,1428135.813,1093936.884,1204840.747,1931944.234,1094252.052,1370471.379,1351718.865,1153172.421,2014870.688,1314077.178,1546667.471,1308918.088,1397679.545,1596958.043,1306455.668,709229.4287,1461165.33,1185465.896,1372677.26,964621.7383,2075775.107,1460770.375,1144778.211,1201615.684,1523009.629,1833826.34,1384334.926,1213619.891,1234330.918,1350093.25,1892906.689,1517517.938,1237339.736,1281665.744,1854091.838,2258531.564,1460546.25,1445018.365,1890094.393,1188112.197,1289316.236,1608462.113,1356464.395,1777368.434,1410637.18,1213373.027,1233746.51,2175482.582,1281115.121,1788869.477,1305058.469,1561365.307,1222810.953,1217264.47,1101968.973,1263684.066,832441.7344,550613.9375,1217352.242,1043796.055,1008411.178,1764706.791,1537400.523,1132329.889
45,1701874.879,1419348.277,2469510.551,1400923.174,1387589.236,1342846.967,1616068.842,1496832.148,1185611.111,1330587.613,953702.2295,1517995.098,2206572.707,1828049.529,1519265.133,1928348.332,1490426.92,2388017.02,1981571.594,2051557.822,1211306.775,1479875.254,1255450.95,1388605.793,1384818.086,1218382.861,2362690.105,2022889.803,1857644.219,1290947.242,1319163.508,1125789.267,1002380.509,2058789.076,2392861.688,1122699.56,2332322.387,1764615.584,1364135.758,1448777.547,1106757.863,1226415.478,1958729.813,1112473.015,1391937.066,1375537.912,1166667.852,2041673.482,1326970.404,1573464.121,1327157.348,1421952.885,1613915.275,1327036.459,718859.625,1482505.17,1200752.811,1400898.316,974819.1563,2106408.594,1483230.816,1152518.231,1214972.344,1549771.746,1861786.533,1403980.951,1226141.535,1255300.965,1368114.717,1914634.1,1542691.947,1256603.447,1292866.992,1880627.193,2281685.223,1485669.725,1454537.721,1922758.055,1204268.111,1311138.664,1622045.396,1371330.15,1791708.23,1433684.469,1226445.289,1248261.588,2207313.754,1303255.582,1819479.25,1322420.092,1579395.279,1234262.662,1232667.767,1109769.32,1279914.051,843843.2314,557215.752,1226306.146,1058935.053,1023205.312,1789168.523,1558116.039,1147151.971
46,1724609.66,1439784.178,2494266.035,1422492.988,1404920.531,1359687.195,1635867.031,1512305.682,1198557.109,1355740.09,965779.7441,1540654.898,2230837.375,1860692.615,1540644.096,1962654.713,1512986.064,2415238.871,2012426.787,2074377.248,1231651.301,1495319.145,1277405.581,1408145.451,1406834.523,1234272.133,2392626.393,2046637.646,1883375.977,1311398.955,1330814.422,1141692.016,1010945.901,2087796.654,2415984.836,1132236.412,2372120.828,1786187.555,1384177.922,1465285.646,1121450.289,1246507.581,1988835.826,1128453.594,1403527.563,1395214.836,1178416.484,2060857.133,1340346.033,1602410.391,1344073.57,1439721.537,1627925.732,1343206.391,729035.5,1511436.188,1218391.283,1420373.766,984255.5283,2127230.422,1503784.604,1164544.246,1233617.227,1574086.773,1890102.584,1422894.66,1234556.797,1273791.961,1386746.77,1938453.318,1567659.189,1271250.544,1303263.033,1905044.973,2302890.215,1504346.9,1462828.504,1953236.547,1222299.074,1333852.902,1637745.596,1387510.933,1819634.572,1454090.613,1235872.369,1265272.91,2230600.977,1319447.732,1852061.287,1342541.639,1606502.949,1244626.277,1247263.565,1122404.355,1302401.123,855519.0732,564577.3096,1238649.639,1069474.766,1040273.089,1813838.412,1575349.631,1162887.601
47,1748532.676,1465237.473,2521831.703,1443480.152,1429091.301,1380202.758,1657298.926,1543251.271,1213098.531,1372316.076,978450.7705,1563968.932,2275032.332,1892040.141,1567472.359,1991712.672,1535862.686,2440060.932,2043352.291,2089914.875,1250541.232,1512007.326,1289132.726,1425018.43,1421633.371,1250655.168,2411903.289,2068332.523,1906450.563,1327110.537,1357290.096,1157132.957,1020648.814,2114734.961,2435717.699,1142149.148,2411508.051,1805397.475,1403833.596,1483790.219,1136746.536,1260091.477,2014094.959,1147997.055,1426057.693,1414719.324,1190745.963,2081429.799,1358556.781,1631635.613,1364353.143,1457475.34,1645687.686,1363863.977,738021.8018,1534044.652,1235300.313,1436168.021,992525.3984,2142562.691,1528128.258,1179299.314,1250651.92,1614999.891,1929374.021,1442612.42,1243845.697,1293611.57,1408672.904,1957208.99,1586908.994,1292538.431,1318151.232,1930539.656,2329621.121,1517140.73,1472469.615,1979722.77,1237123.09,1354102.379,1652035.428,1403215.391,1842483.605,1472872.301,1245347.225,1282313.01,2263450.266,1334304.553,1883484.586,1362378.111,1624997.895,1255950.49,1256258.913,1134325.125,1321302.273,866954.5518,571692.9111,1251235.463,1085332.098,1054351.747,1842448.99,1594751.99,1174748.847
48,1771360.504,1483835.506,2541657.285,1469457.271,1441679.805,1392696.018,1676444.107,1567587.32,1223924.377,1392399.635,989472.1836,1589776.109,2325801.602,1922689.693,1588589.469,2021657.781,1559331.979,2460571.742,2072922.678,2109644.801,1269576.99,1526958.045,1301352.29,1445371.002,1438041.641,1275765.682,2432209.506,2090171.141,1926873.703,1345106.543,1372963.564,1174012.58,1031250.1,2149152.82,2459201.371,1152543.676,2441993.527,1826328.164,1423471.775,1500636.512,1151558.053,1285922.713,2039457.547,1167599.789,1439999.633,1431081.438,1202822.17,2104035.77,1375145.422,1657436.031,1385059.035,1483187.385,1666472.439,1380245.734,746890.6348,1557697.963,1248706.094,1459548.744,1008070.579,2162778.545,1555331.518,1193593.695,1266234.301,1637166.705,1956151.734,1457842.352,1256585.154,1311758.82,1424026.107,1986040.994,1609214.002,1311487.191,1328877.967,1958799.693,2353624.02,1537546.35,1484367.908,2010318.041,1253092.143,1365560.041,1666150.32,1418811.857,1870285.609,1493266.33,1257075.73,1298166.736,2294039.637,1351103.188,1911511.73,1381837.291,1647092.98,1266902.664,1275046.436,1146915.189,1337785.004,878514.5928,578569.541,1264724.406,1096204.957,1063820.601,1860602,1612289.188,1185119.316
49,1798464.912,1501300.018,2563241.391,1496259.842,1470737.09,1412490.895,1692883.238,1590227.445,1237041.578,1414419.068,1000786.807,1612559.949,2370659.402,1953449.281,1615513.229,2057666.326,1580725.664,2485699.852,2100342.922,2130680.637,1289144.961,1542446.266,1317240.726,1466209.498,1447655.936,1295417.262,2455498.201,2113391.16,1948789.191,1364305.4,1391191.713,1188513.854,1039132.527,2188223.873,2482299.051,1162107.234,2481700.305,1843524.396,1441278.709,1514389,1167411.947,1301771.626,2065870.25,1182983.332,1456161.668,1453331.094,1215560.529,2124895.834,1387851.117,1687904.297,1407234.232,1499126.076,1692119.664,1398453.857,756370.5586,1579091.152,1271424.881,1477334.932,1017075.762,2194584.98,1585742.766,1212816.053,1281914.141,1655524.693,1973686.318,1479992.693,1270588.506,1330368.916,1444109.443,2013163.809,1633985.387,1331335.854,1340322.271,1983419.787,2380421.59,1558680.518,1498067.99,2039572.289,1269358.656,1384518.484,1682074.459,1435306.26,1881058.652,1517629.467,1267456.605,1314929.941,2322681.98,1364390.943,1939340.857,1401720.395,1670556.574,1279519.156,1288800.398,1158226.844,1355019.328,891172.9473,585978.9434,1273512.02,1110031.041,1077023.156,1882233.758,1634855.059,1195255.713
50,1826929.918,1523061.471,2584811.605,1516562.932,1496794.039,1433073.443,1716770.115,1613051.813,1248140.578,1438829.117,1012637.863,1635820.342,2408061.664,1989687.939,1639246.023,2091404.863,1602539.143,2510490.758,2133786.949,2150702.262,1305401.327,1553908.99,1336822.987,1485764.998,1472443.811,1310984.225,2472957.91,2132518.139,1968007.168,1385123.014,1407291.646,1205956.664,1053702.325,2223499.793,2505700.406,1171667.229,2509966.414,1870177.48,1461217.488,1535776.355,1183030.721,1316561.92,2090639.52,1198767.895,1472721.404,1475649.85,1227649.369,2143601.773,1411240.691,1715459.586,1426548.871,1514576.857,1721952.869,1418261.166,766459.2959,1604701.379,1292016.793,1497603.035,1031189.65,2215875.773,1607610.57,1223796.943,1317105.145,1682814.24,2004285.209,1499916.982,1279623.906,1347556.398,1462002.035,2032378.215,1657764.826,1349690.355,1347639.049,2010579.424,2404219.422,1580057.477,1511139.393,2066645.004,1286128.869,1392857.07,1697592.541,1456857.311,1898790.295,1541178.492,1281339.057,1330300.305,2356049.348,1380616.328,1967952.916,1419225.867,1698593.025,1290641.859,1305599.34,1174729.307,1372965.346,903767.8271,594406.1475,1288488.744,1131183.446,1089015.407,1904073.973,1652912.584,1214365.383
51,1850073.127,1542052.598,2604002.953,1535583.613,1518298.717,1459333.535,1736905.068,1636377.295,1262467.498,1459709.775,1026422.254,1657437.072,2442277.328,2023969.383,1675633.578,2112118.264,1627367.008,2536147.809,2173529.633,2175666.328,1322317.668,1565629.072,1362086.651,1503431.107,1495321.969,1323116.99,2495706.096,2150839.564,1992606.086,1400698.621,1424769.441,1224113.965,1066445.075,2261680.424,2535090.586,1182253.471,2534971.473,1892444.266,1479538.277,1556374.836,1198401.223,1332792.748,2118890.047,1214137.09,1492348.984,1504081.836,1240594.689,2162082.273,1433910.906,1743036.934,1450067.051,1532091.764,1745479.83,1434958.984,776124.2744,1629788.072,1310833.563,1524790.242,1041867.051,2240169.836,1619568.264,1239127.912,1332256.031,1727260.885,2048044.51,1521546.422,1290981.168,1367950.053,1481925.434,2054346.01,1680876.063,1376431.207,1360798.83,2036395.877,2422481.789,1603384.566,1529168.096,2092668.813,1307692.209,1413401.107,1712989.084,1469008.832,1928947.563,1564881.201,1299224.209,1350768.961,2383919.16,1398065.037,1998417.035,1439766.227,1721226.801,1298924.055,1317002.9,1184823.672,1390429.439,916651.0732,602035.5869,1301166.131,1147903.859,1102626.917,1940934.744,1670317.967,1233396.639
52,1878671.119,1563606.623,2620629.504,1555970.953,1549026.555,1483218.684,1753540.893,1665934.236,1274551.418,1484613.27,1040161.313,1683724.139,2496598.645,2055312.754,1708858.014,2135012.617,1647650.455,2560474.035,2207517.902,2195297.762,1342233.672,1580753.203,1383774.356,1527108.664,1514559.984,1341702.176,2512721.396,2173896.545,2016217.957,1419607.035,1448211.223,1239209.846,1078501.925,2302271.676,2559709.059,1194531.068,2564245.27,1912999.17,1501609.719,1572746.658,1213883.059,1356175.133,2145755.15,1231645.504,1510864.4,1524694.508,1250444.531,2180401.055,1457367.412,1768135.992,1468807.064,1547078.826,1771431.414,1451868.967,785603.542,1656141.754,1331509.891,1541576.332,1053567.336,2267013.746,1650351.898,1250051.453,1345677.891,1747795.621,2081320.432,1542199.02,1301264.67,1389483.113,1505406.502,2076153.295,1710239.818,1395719.717,1372387.471,2059853.898,2443913.211,1629207.41,1545922.793,2125448.836,1325028.701,1425945.893,1724606.473,1485389.146,1950066.652,1591317.742,1311708.584,1368304.014,2415765.555,1417647.051,2026676.102,1459345.762,1743539.303,1310483.039,1328247.473,1197581.064,1410041.58,928129.584,609095.2158,1309926.045,1163246.91,1114067.364,1968616.801,1686061.762,1248435.084
53,1910365.863,1587330.334,2641964.914,1572765.441,1567287.721,1505207.705,1774806.838,1690742.131,1290603.623,1499851.186,1053662.535,1710033.686,2542794.477,2091295.867,1739962.816,2162188.449,1671566.775,2590060.328,2242677.086,2213805.691,1362486.689,1599914.645,1407043.132,1547230.652,1540047.1,1355935.729,2541735.51,2198294.117,2046524.684,1437993.033,1466857.699,1255117.227,1087117.372,2342813.963,2581214.637,1202955.541,2598833.191,1934443.609,1522790.625,1595533.15,1228243.125,1370645.578,2177993.191,1247764.676,1532236.801,1538721.877,1265542.352,2204941.637,1477783.416,1794263.928,1490016.822,1573350.469,1793109.684,1470542.461,794315.4336,1683495.008,1349597.457,1560192.705,1071870.278,2292026.242,1668437.738,1263387.9,1373176.449,1790549.525,2116097.229,1561404.717,1316296.602,1407184.578,1523706.516,2096857.586,1733892.07,1409670.779,1382096.949,2087848.584,2466420.969,1645107.398,1560835.174,2153066.213,1342733.248,1439996.965,1741987.857,1503423.779,1972383.826,1617718.965,1325276.773,1386288.82,2442867.199,1441962.162,2053016.711,1478757.928,1771548.92,1324949.504,1340551.309,1207408.604,1427104.24,940624.5127,615839.0059,1319846.836,1185771.01,1124376.572,1993239.84,1707371.107,1261175.207
