Percentile,Accounting and Actuarial Science,advertising and public relations,aerospace engineering,agriculture production and management,animal sciences,anthropology and archeology,architecture,"area, ethnic, and civilization studies",art and music education,art history and criticism,Associate Degree,Average of all Majors,Biochemistry and Molecular Biology,biology,"Botany, Ecology, and Zoology",business economics,business management and administration,Chemical and Biological Engineering,chemistry,Civil and Architectural Egineering,commercial art and graphic design,communication disorders sciences and services,communication technologies,communications,community and public health,composition and speech,computer engineering,computer science,construction services,criminal justice and fire protection,criminology,drama and theater arts,early childhood education,economics,electrical engineering,elementary education,Energy and Extraction Engineering,engineering technologies,english language and literature,environmental science,family and consumer sciences,"film, video and photographic arts",finance,fine arts,forestry,general agriculture,general education,general engineering,general medical and health services,General Physical Science,general social sciences,geography,Geology and Earth Science,health and medical administrative services,High School Degree or GED,history,hospitality management,human resources and personnel management,human services and community organization,Industrial and Environmental Engineering,intercultural and international studies,interdisciplinary and multi-disciplinary studies (general),interdisciplinary social sciences,international business,international relations,journalism,language and drama education,liberal arts,Linguistics and Foreign Languages,management information systems and statistics,marketing and marketing research,mass media,Math and Science Teacher Education,Mathematics and Statistics,"Mechanical, Biomedical, and Marine Engineering",medical assisting services,medical technologies technicians,"Microbiology, Physiology, Pharmacology, Genetics, and Neuroscience",music,natural resources management,nursing,nutrition sciences,"operations, logistics and e-commerce",philosophy and religious studies,physical and health education teaching,"physical fitness, parks, recreation, and leisure","Physics, Astronomy, and Astrophysics",plant science and agronomy,political science and government,psychology,Public Administration and Public Policy,secondary teacher education,social science or history teacher education,social work,sociology,"Some College, No Degree",Some High School,special needs education,studio arts,theology and religious vocations,transportation sciences and technologies,treatment therapy professions,visual and performing arts
79,2579701.289,2380664.383,2999773.039,2286929.574,1874213.766,1901490.412,2264828.898,2256328.617,1482602.781,2117110.309,1514223.617,2316202.543,2594816.438,2075671.227,1847362.162,3262793.74,2357474.773,3199565.32,2323490.68,2741008.039,1974195.982,1564569.336,2066755.656,2282061.293,1930068.324,1951923.74,3136070.387,2810295.746,2853082.043,1966123.354,1932784.268,1779460.797,1199008.293,3329506.137,2992294.852,1284323.24,3923794.898,2436235.441,2037591.342,2072925.633,1555833.572,2084224.268,3260631.602,1801501.453,1931361.453,2016086.295,1424183.65,2724612.324,1726564.896,2231700.5,1916766.846,2060323.572,2201102.512,1901147.529,1160232.236,2177499.031,1961598.779,2043108.27,1347218.227,2890265.273,2270818.197,1651992.463,1774538.475,2497488.203,2821784.285,2247127.035,1397573.148,1878504.061,1953357.189,2718512.32,2571325.762,2045178.852,1537288.279,2765352.504,2947382.18,1883358.799,1895501.145,2330454.469,1804747.238,1865050.191,2030085.025,1843016.486,2570469.441,2108060.15,1570693.326,1815495.141,2908087.969,1923493.598,2636614.465,1856439.922,2339578.873,1493694.291,1503856.266,1322214.143,1877237.098,1382936.188,903267.207,1364024.984,1734491.48,1462513.063,2877050.496,1930648.834,1999404.25
80,2639272.84,2439613.484,3042537.125,2355360.816,1903645.916,1938635.762,2308418.207,2309229.719,1504558.436,2202504.09,1539351.588,2362555.344,2643995.727,2108789.5,1868140.033,3356809.771,2405513.359,3249711.402,2365570.785,2781670.141,2009385.68,1576517.773,2116770,2329570.418,1948663.195,1959722.959,3185857.027,2861156.371,2880052.645,1998377.496,1967656.463,1833817.986,1213471.447,3425484.648,3026711.418,1300774.881,4121893.711,2471931.953,2082102.098,2108187.289,1589470.223,2138832.549,3361703.707,1840252.615,1994664.844,2051790.514,1448471.01,2771159.508,1759522.734,2275983.348,1951143.447,2098349.193,2241423.215,1934913.992,1181985.742,2225188.391,1992205.043,2088969.152,1378375.189,2925846.215,2308330.338,1688271.549,1822162.146,2548911.09,2878545.672,2299480.203,1406221.1,1913272.969,1990847.818,2759194.77,2635718.07,2084907.586,1563807.402,2829290.555,2990690.098,1902524.855,1911827.43,2380186.434,1841659.799,1903362.633,2049481.709,1852706.154,2595595.785,2153339.484,1595318.979,1846551.783,2941206.719,1964959.539,2695317.43,1889725.688,2365542.137,1515121.809,1528194.588,1335865.934,1912820.01,1410070.691,920895.6406,1382018.1,1779406.74,1488841.803,2927725.453,1946461.713,2030627.529
81,2698028.836,2530336.992,3068845.781,2409820.801,1940520.539,1964032.66,2344082.723,2331070.535,1531254.178,2235624.488,1565074.514,2411422.039,2708284.125,2152649.906,1904395.512,3628362.059,2457596.535,3313238.602,2401297.301,2822431.777,2049202.281,1627481.883,2148578.238,2388453.836,1976193.916,2031169.395,3233794.793,2918197.449,2968312.176,2029808.25,1997557.131,1870379.412,1229919.885,3509268.523,3074611.973,1316272.311,4243110.422,2512180.695,2134966.813,2131864.352,1621862.387,2214634.252,3463585.656,1878770.541,2021139.844,2083392.893,1471712.754,2822648.742,1780974.939,2322541.063,2006916.938,2165951.57,2263833.762,1960324.9,1205209.359,2280229.477,2031330.461,2126271.621,1408988.064,2992463.805,2413562.92,1719652.713,1859329.709,2595102.078,2932429.582,2353055.039,1418113.936,1961829.221,2043712.199,2806423.645,2694416.051,2132920.125,1593271.467,2891615.887,3029787.574,1927269.828,1937383.508,2432152.992,1879962.879,1933598.754,2067015.469,1880284.867,2628600.887,2198305.465,1628294.252,1876062.08,2982766.211,2016464.449,2756769.305,1921918.813,2426685.246,1543325.266,1566724.99,1352514.049,1953639.641,1437889.568,939517.748,1397425.891,1814163.334,1510804.342,2994276.766,1972928.275,2068952.553
82,2754976.793,2595549.926,3121459.117,2458218.02,1966007.928,2014576.59,2381146.879,2392419.684,1564935.777,2283744.531,1595598.83,2464216.301,2739662.199,2195456.785,1934491.078,3757777.242,2522469.691,3376755.609,2451237.68,2870048.75,2096272.814,1651516.303,2193587.684,2445282.246,2025223.006,2054029.906,3312176.938,2968184.367,3024964.063,2064154.719,2029170.74,1927793.76,1245134.758,3631169.668,3129535.371,1332729.689,4366510.809,2545046.75,2196431.016,2165749.164,1652523.682,2282441.922,3571845.059,1927078.273,2052611.938,2127138.98,1498977.371,2870102.09,1812629.033,2382180.074,2050219.996,2200445.328,2321982.563,2001213.625,1228589.615,2348949.652,2095789.508,2167199.156,1433263.371,3042542.402,2454772.322,1755014.623,1926001.449,2674480.656,3003661.484,2408470.414,1442362.471,2007710.928,2101468.531,2862412.836,2751378.367,2178600.215,1614863.4,2944579.176,3077275.18,1980379.162,1963932.51,2503443.598,1929413.055,1973748.676,2090830.996,1926980.133,2715356.004,2240330.055,1654381.885,1911486.613,3050306.848,2037533.402,2825891.832,1964125.168,2529772.531,1566944.207,1582513.33,1372894.633,1996080.965,1467581.061,960189.0371,1413081.689,1847367.355,1543183.936,3065616.73,1992417.621,2110943.402
83,2817124.578,2690205.141,3167833.625,2544127.621,2011213.055,2037441.266,2426386.648,2467210.102,1588848.17,2323165.029,1625721.012,2518400.047,2831978.117,2234259.129,1964067.391,3831181.109,2589450.195,3439054.461,2502993.395,2925079.004,2138071.699,1669206.367,2234072.332,2499940.418,2053378.281,2105345.75,3380885.641,3020499.07,3135248.051,2103100.246,2055253.994,1982532.65,1262711.742,3759110.59,3188028.383,1352477.287,4484886.672,2589802.965,2246819.02,2215659.59,1688769.189,2369921.863,3704427.461,1976358.365,2075477.523,2176604.121,1520021.566,2919406.969,1835285.729,2427118.191,2094661.883,2250806.348,2398098.68,2047755.832,1255942.496,2412265.488,2156805.617,2227380.93,1473464.549,3100193.219,2485369.756,1790376.219,1957222.943,2759221.941,3101012.77,2468069.883,1462053.184,2047391.164,2148376.84,2908390.18,2812524.734,2219591.027,1646573.869,3003488.168,3135476.52,2010084.91,1991620.375,2560986.555,1954137.834,2035077.23,2114435.914,1999908.273,2776919.598,2296309.051,1678739.033,1942805.699,3123720,2086366.984,2897213.461,2015630.191,2573584.766,1602118.732,1633096.066,1395432.5,2042483.863,1497379.773,981082.3418,1432355.748,1909481.953,1579502.51,3141177.262,2009963.311,2168157.105
84,2893641.406,2784553.395,3230775.145,2608524.676,2035898.48,2071987.012,2481970.34,2504264.914,1605351.406,2420675.453,1657758.811,2584161.453,2904101.168,2286545.316,1994086.863,3958615.105,2663951.527,3535516.32,2572733.355,2987467.762,2199329.719,1707266.25,2270793.326,2571549.434,2117994.373,2160435.262,3442516.215,3080083.816,3199109.504,2148606.637,2114622.924,2021876.021,1278308.605,3890676.613,3237614.988,1372354.504,4650366.031,2639444.008,2310969.34,2254166.824,1724012.574,2450323.6,3854680.789,2027121.26,2133228.445,2218600.742,1554996.549,2972627.164,1869454.727,2471182.531,2133064.449,2306226.906,2457164.809,2099873.781,1283819.848,2495354.355,2231244.582,2282461.742,1493108.996,3176192.992,2562592.814,1822424.771,1998575.475,2850303.105,3195048.754,2532342.953,1496337.967,2099239.535,2219040.621,2952362.898,2877386.367,2304783.344,1680542.834,3077694.152,3193933.93,2038409.836,2020460.035,2607147.594,2008440.234,2066462.465,2141824.609,2030376.244,2843383.664,2373103.434,1712395.916,1990472.938,3199191.211,2142954.154,2971086.199,2066611.406,2631140.164,1629282.502,1653334.947,1415037.822,2098060.195,1531945.844,1001248.154,1449290.174,1942903.391,1612000.977,3213256.598,2034699.619,2194839.852
85,2970731.695,2860658.84,3302206.215,2676685.895,2106930.32,2113864.934,2535332.832,2610158.875,1640293.227,2486496.967,1694125.305,2651617.457,2975902.742,2336747.348,2062607.408,4314821.637,2742358.074,3600225.605,2634872.184,3057509.918,2263109.594,1734514.393,2318789.373,2648085.645,2176210.229,2232634.652,3512170.188,3140698.309,3261061.816,2189286.281,2139550.408,2118865.445,1294790.268,4068790.449,3291568.617,1394166.912,4893974.617,2692432.25,2380136.969,2311269.645,1773050.615,2515561.332,3991229.801,2076837.898,2160758.555,2278651.813,1583917.744,3031985.957,1912023.648,2531008.227,2186449.738,2369824.234,2502699.664,2136245.422,1313147.203,2566684.59,2277226.199,2340560.027,1511269.01,3278688.871,2648954.539,1845820.955,2026916.055,2953155.922,3333711.566,2601839.746,1520168.357,2161288.305,2297266.867,3003149.707,2958217.008,2359663.141,1717019.885,3165193.117,3264366.848,2075328.477,2053300.588,2664777.125,2044081.91,2099999.223,2168239.867,2070157.732,2870785.973,2432558.883,1741336.146,2032349.039,3265373.98,2184851.338,3074369.551,2124588.73,2744492.531,1672519.563,1684230.779,1447235.939,2156252.74,1569273.203,1025893.859,1471419.711,1992938.406,1652243.172,3294085.203,2061881.824,2244425.023
86,3086640.984,2970293.516,3374926.43,2738501.293,2140782.867,2158801.066,2587686.215,2674216.242,1673844.508,2820861.617,1730006.299,2728301.527,3033310.313,2389287.805,2117771.256,4406199.453,2820290.117,3694431.785,2698945.781,3111898.527,2320105.641,1806328.295,2427827.447,2725510.031,2199798.354,2332830.84,3605221.184,3201752.813,3333267.895,2234769.047,2210529.561,2183393.57,1314139.932,4252770.398,3355603.805,1419596.424,5101717.18,2739626.746,2453934.586,2377853.52,1834525.119,2608974.707,4190098.738,2134774.744,2235586.367,2330563.016,1615423.617,3094414.875,1944217.795,2585513.68,2248497.676,2404056.508,2576148.121,2182564.094,1345652.068,2648425.133,2364215.391,2412118.266,1569038.877,3341803.875,2709662.529,1891642.412,2074987.574,3006191.699,3488465.461,2680028.535,1574876.74,2212789.91,2368375.762,3047563.629,3041680.211,2461168.973,1738992.828,3246138.074,3334482.723,2117891.91,2089734.551,2774603.211,2090345.535,2181065.973,2194643.297,2100090.908,2958369.934,2541551.031,1774748.186,2091693.516,3438573.465,2235402.578,3190329.195,2182372.242,2819391.641,1722089.965,1725997.59,1476308.359,2198831.465,1607855.43,1052772.633,1492656.465,2048775.697,1697761.188,3405856.48,2101677.313,2309118.715
87,3199421.418,3067083.281,3477949.375,2868981.125,2204790.164,2218242.73,2644280.289,2754128.082,1700295.473,2905468.469,1770577.9,2801862.672,3124618.063,2462317.02,2197905.252,4647893.719,2893651.953,3776087.828,2774459.113,3200110.223,2379022.188,1846098.234,2491991.082,2816192.973,2259779.033,2411004.445,3689156.156,3274070.848,3385422.629,2295351,2313552.789,2242783.402,1357732.951,4505905.203,3440412.297,1448278.322,5187092.648,2803824.5,2531698.102,2420677.563,1890287.891,2695845.434,4413824.813,2185766.512,2290639.031,2384695.156,1650620.857,3168014.043,1988971.143,2637346.5,2304141.195,2468506.602,2680585.656,2234440.301,1380685.547,2720343.98,2441606.539,2491691.617,1593133.879,3425980.82,2824738.982,1938622.965,2141944.588,3121523.094,3565750.902,2734953.125,1613374.701,2284689.973,2452223.188,3105878.371,3140712.469,2525297.859,1791629.117,3354306.199,3400653.637,2226482.611,2133469.25,2846008.125,2129408.379,2236986.461,2231059.613,2133431.248,3059029.258,2612613.477,1817240.037,2147212.898,3581914.047,2314255.797,3313302.766,2253171.973,2927223.027,1769759.641,1777799.754,1516142.113,2254194.949,1648211.486,1080292.939,1522933.441,2103020.361,1731693.412,3540485.957,2132089.742,2325262.891
88,3329864.016,3265119.27,3582426.797,2990455.648,2289040.363,2280563.184,2710094.949,2843904.391,1737000.111,2986390.711,1817523.176,2875803.746,3168521.758,2540770.262,2271846.764,4895174.965,2993719.973,3871053.539,2856391,3291650.434,2461991.84,1899083.918,2581973.898,2901276.859,2305420.127,2461552.848,3804176.453,3354047.625,3547728.422,2348251.539,2380059.203,2332390.879,1384461.186,4812898.227,3515886.586,1478458.602,5399628.461,2858683.832,2613082.488,2504192.852,1954201.963,2820764.473,4668074.234,2242778.334,2357408.691,2474960.445,1686906.814,3260312.621,2032209.166,2708966.195,2355748.102,2559077.578,2793594.465,2298332.563,1418101.668,2843978.504,2531421.414,2545828.379,1655439.549,3565734.746,2970019.764,2057098.988,2193607.494,3358392.277,3657386.035,2820619.09,1659580.355,2358521.008,2524879.805,3184468.918,3277699.676,2610792.969,1836890.443,3459159.074,3496981.453,2275447.021,2183986.133,2940467.199,2193540.477,2271860.699,2268523.02,2221601.09,3154613.184,2697459.938,1871448.082,2223653.469,3649084.344,2400066.211,3440175.406,2318713.207,2967842.145,1813171.473,1828204.359,1562706.889,2306753.313,1697998.572,1111535.318,1548352.426,2187141.219,1776745.164,3622597.813,2169479.926,2491035.875
89,3458485.629,3397943.191,3642464.961,3088988.688,2342545.617,2355193.605,2806701.539,2960682.258,1774514.721,3089101.824,1862496.172,2971919.273,3295280.762,2604797.504,2357554.102,5045386.188,3121313.23,4031008.945,2934627.59,3395101.684,2523226.258,1912878.182,2628404.117,3025386.543,2436632.881,2501235.816,3933079.551,3453094.629,3681621.566,2395240.582,2444608.551,2413002.195,1408181.717,5206770.234,3601741.934,1509669.018,5649833.93,2917010.156,2708601.262,2575350.875,2003412.564,2954059.289,4973698.336,2306700.961,2421175.129,2545412.262,1727958.063,3356004.449,2087501.463,2781977.734,2460674.195,2646874.125,2889482.371,2359623.563,1459926.436,2969686.715,2635667.668,2631519.824,1708918.287,3711876.52,3064497.572,2124770.652,2300407.666,3483798.777,3901058.957,2929344.789,1700753.707,2446914.762,2641627.676,3268372.918,3405356.52,2707064.051,1886763.904,3579600.508,3605264.289,2310594.447,2216895.934,3076327.84,2241525.313,2349275.215,2310790.008,2287328.469,3250056.027,2811694.598,1904493.801,2293489.234,3711462.027,2466506.203,3600405.961,2392930.477,3129632.66,1889356.598,1888329.938,1603762.98,2389869.672,1749907.705,1145540.045,1604640.246,2252208.379,1820505.939,3749074.855,2216198.023,2624558.961
90,3610699.797,3556409.605,3735384.984,3296563.527,2435068.926,2484651.434,2887730.039,3223549.82,1811908.82,3344906.051,1906085.027,3085185.273,3441239.023,2672391.309,2419971.887,5391963.418,3262106.414,4185824.25,3037863.164,3523058.434,2603669.281,1975903.654,2708112.305,3146532.449,2508758.535,2692991.305,4049822.004,3561019.578,3895147.566,2465467.027,2486456.695,2514794.664,1448186.717,5596800.273,3708524.93,1541144.834,5894840.453,2993484.641,2825358.762,2626684.879,2088109.146,3103560.125,5358028.563,2396327.797,2498805.391,2649238.285,1779892.824,3488882.344,2158408.912,2875509.328,2567432.852,2717528.32,2961230.395,2438406.117,1503827.508,3103385.445,2751618.137,2713805.594,1735502.742,3906027.352,3136658.498,2214608.902,2394385.732,3745954.84,4204145.285,3023492.582,1760292.684,2556352.43,2778585.82,3376708.43,3557829.586,2802190.102,1913953.533,3712575.258,3702321.332,2356154.156,2265908.434,3212992.164,2308756.582,2402133.953,2355417.523,2363469.012,3407057.676,3032889.297,1971962.586,2395221.266,3788302.5,2568783.883,3790474.07,2482327.133,3281134.188,1949847.246,1942203.393,1649505.484,2453250.68,1799024.93,1184396.076,1636301.84,2313488.947,1888829.074,3917209.891,2281027.281,2690079.881
91,3812277.871,3681420.965,3847773.648,3402335.715,2543219.016,2573783.656,3002794.527,3343139.191,1858400.316,3516082.82,1962922.273,3221636,3641736.301,2767447.555,2492226.113,5492290.465,3408831.02,4397178.461,3147526.082,3639498.852,2704157.902,2045774.99,2766544.066,3327278.695,2575837.875,2770478.188,4215455.883,3673117.473,4128413.539,2528368.918,2550926.348,2593133.027,1480925.5,6014454.391,3837044.73,1580465.445,6192998.086,3070792.043,2942748.188,2720043.305,2173986.367,3311790.941,5850774.172,2504500.574,2625139.43,2773915.742,1833330.594,3607707.582,2239448.125,2994521.836,2651655.844,2843757.105,3243669.375,2531841.762,1551923.619,3300545.637,2846577.043,2813273.105,1800469.223,4073871.625,3305317.717,2267359.91,2571237.613,4127344.117,5044575.484,3171527.262,1798760.754,2663144.969,2924099.258,3475426.141,3685298.195,2910866.746,1960191.682,3876707.289,3884354.398,2399241.34,2329256.184,3369785.781,2379384.316,2469781.824,2408896.762,2414293.199,3505070.305,3157035.039,2064308.398,2470514.906,3979095.941,2793568.914,4033467.289,2597057.406,3423203.332,2032290.5,2042234.754,1692199.326,2544500.199,1853839.441,1228232.961,1676821.666,2363840.65,1956576.445,4101229.883,2359795.047,2979324.816
92,4089652.105,3824671.547,4080515.121,3713486.684,2672639.797,2702842.121,3151427.703,3519663.961,1907631.016,3814790.18,2027896.52,3382504.855,3752782.57,2879173.953,2660029.801,6008185.34,3582073.758,4625240.891,3258586.199,3873314.953,2830167.805,2126484.557,2860858.695,3507087.098,2673278.488,2920418.828,4418352.504,3809203.152,4401131.328,2602241.043,2682811.672,2667576.461,1524105.947,6575271.766,3991914.926,1625181.295,6526284.172,3167336.949,3106215.449,2878676.289,2259182.848,3512627.512,6334208.922,2618993.559,2802963.633,2881417.168,1892693.527,3758618.348,2326668.867,3167942.125,2870621.598,2915761.938,3429610.605,2622211.715,1608385.002,3495219.844,2965310.762,3005221.949,1836345.91,4231057.594,3514045.211,2354714.164,2809548.84,4337519.176,5220295.027,3395348.602,1891383.207,2776764.551,3093147.906,3614400.793,3855681.801,3055530.844,1999707.211,4035776.043,4117513.867,2515191.59,2430414.035,3594972.777,2496557.156,2567298.773,2473009.211,2646097.602,3765556.738,3305406.02,2147381.277,2583220.445,4232975.789,2913750.699,4351754.199,2706429.898,3550416.105,2102145.809,2080251.141,1765006.969,2644721.371,1924052.742,1275125.547,1694677.438,2428187.746,2009429.988,4275067.539,2428530.707,3060388.344
93,4505995.043,4128727.563,4245311.543,3997371.875,2819031.258,2918517.98,3341296.523,3847969.219,1938431.59,4047808.184,2102306.621,3566355.234,4105166.77,3029862.895,2764664.172,6412903.961,3792564.75,5025822.211,3427895.34,4105882.859,3011660.453,2264247.889,3098177.406,3717095.156,2783199.273,2983411.379,4707799.52,3980283.203,4818514.898,2678499.855,2854887.77,2803460.465,1570802.615,7153612.398,4151858.609,1680571.555,7089041.484,3273472.855,3328310.805,2987174.898,2372426.508,3932814.652,6843795.883,2753319.867,2958987.008,3009903.547,1976471.637,3964518.902,2435290.414,3320037.457,3082144.051,3128238.949,3611641.566,2737719.035,1673746.715,3736591.41,3231841.359,3232211.172,1898907.143,4417079.57,3954506.234,2397108.215,3064849.6,4622674.137,5746498.77,3630544.199,1926697.664,2904130.074,3295988.352,3785439.324,4191350.188,3200910.063,2063267.734,4269801.219,4361104.844,2572748.375,2705082.168,3776324.215,2612933.176,2700116.352,2527534.207,2739881.285,4112606.648,3465417.066,2271534.934,2708891.938,4693297.539,3102509.074,4732349.484,2842509.172,3758298.215,2208162.961,2260237.535,1831346.691,2776256.953,2009564.453,1332318.307,1738558.324,2539191.205,2111278.322,4550137.281,2510131.637,3314530.863
94,5044094.898,4385074.316,4574631.949,4258456.258,3085264.219,3159527.664,3544723.926,4101545.004,2010572.531,4236168.918,2197079.121,3782366.906,4514877.613,3200838.977,2952405.258,6606947.57,4106248.031,5356087.117,3635376.012,4459374.961,3132002.348,2317848.871,3281528.344,3995888.152,2841322.977,3119709.211,5022273.727,4175466.988,5246229.492,2768161.445,3059516.867,2940932.367,1650043.289,7779278.836,4404169.297,1737855.746,7368850.961,3432358.066,3531194.668,3381231.926,2518274.992,4210653.867,7288405.367,2891050.496,3043631.137,3184041.27,2059306.332,4249274.598,2595032.691,3526879.742,3391014.496,3282606.777,3799951.223,2934450.23,1756323.357,4054616.832,3455090.746,3415934.387,1982853.041,4700160.68,4091484.672,2505580.875,3166585.59,4754260.465,5903410.121,3869924.211,2077311.568,3074907.59,3540020.578,4005202.801,4664344.684,3424841.813,2152934.91,4563344.953,4748107.969,2635374.605,2766915.355,3923427.426,2789693.566,2820546.395,2609102.348,2787029.559,4303346.68,3841606.742,2411693.535,2950950.516,5026364.898,3376248.324,5195055.555,3042593.824,3904417.836,2278324.59,2478742.709,1894312.803,2938257.73,2107441.652,1400137.902,1789650.564,2685209.107,2252808.668,4759101.234,2627686.285,3349241.586
95,5543210.184,4844132.383,4892332.574,4566116.207,3385973.652,3377843.797,3828744.199,4870135.324,2075693.418,4749203.992,2301661.738,4129003.555,4786729.008,3452866.551,3118478.32,7139248.824,4624880.289,5738233.711,4019989.742,4873858.742,3370042.598,2521411.936,3440783.527,4371236.18,2995487.484,3468212.715,5485748.641,4451489.73,6065038.953,2881959.648,3306591.477,3316252.117,1772619.844,8528660.984,4838002.273,1822621.217,7537523.344,3714357.395,3865342.664,3631807.953,2695455,4453987.336,7720892.063,3123629.602,3242675.523,3425505.32,2163582.434,4779463.938,2789159.297,3894462.836,3591782.035,3517189.734,3950455.602,3211323.27,1849149.109,4648829.922,3799404.156,3701898.813,2386733.4,5199349.188,4209321.344,2603401.754,3427271.855,5181162.395,6297848.691,4239981.027,2186686.213,3357367.496,3898835.555,4393840.852,5453550.773,3772632.926,2426777.52,5128737.969,5174263.961,2718173.121,2997101.352,4635375.484,2957811.051,3062824.293,2707430.715,2850873.086,4562532.398,4401382.07,2554087.988,3119868.133,5396477.5,3540845.375,5835951.609,3260503.961,5032587.906,2413424.098,2700147.033,1976279.918,3191432.992,2229457.047,1489005.512,1889132.791,2855529.268,2377061.324,5097325.922,2757442,3611205.574
