Percentile,Accounting and Actuarial Science,advertising and public relations,aerospace engineering,agriculture production and management,animal sciences,anthropology and archeology,architecture,"area, ethnic, and civilization studies",art and music education,art history and criticism,Associate Degree,Average of all Majors,Biochemistry and Molecular Biology,biology,"Botany, Ecology, and Zoology",business economics,business management and administration,Chemical and Biological Engineering,chemistry,Civil and Architectural Egineering,commercial art and graphic design,communication disorders sciences and services,communication technologies,communications,community and public health,composition and speech,computer engineering,computer science,construction services,criminal justice and fire protection,criminology,drama and theater arts,early childhood education,economics,electrical engineering,elementary education,Energy and Extraction Engineering,engineering technologies,english language and literature,environmental science,family and consumer sciences,"film, video and photographic arts",finance,fine arts,forestry,general agriculture,general education,general engineering,general medical and health services,General Physical Science,general social sciences,geography,Geology and Earth Science,health and medical administrative services,High School Degree or GED,history,hospitality management,human resources and personnel management,human services and community organization,Industrial and Environmental Engineering,intercultural and international studies,interdisciplinary and multi-disciplinary studies (general),interdisciplinary social sciences,international business,international relations,journalism,language and drama education,liberal arts,Linguistics and Foreign Languages,management information systems and statistics,marketing and marketing research,mass media,Math and Science Teacher Education,Mathematics and Statistics,"Mechanical, Biomedical, and Marine Engineering",medical assisting services,medical technologies technicians,"Microbiology, Physiology, Pharmacology, Genetics, and Neuroscience",music,natural resources management,nursing,nutrition sciences,"operations, logistics and e-commerce",philosophy and religious studies,physical and health education teaching,"physical fitness, parks, recreation, and leisure","Physics, Astronomy, and Astrophysics",plant science and agronomy,political science and government,psychology,Public Administration and Public Policy,secondary teacher education,social science or history teacher education,social work,sociology,"Some College, No Degree",Some High School,special needs education,studio arts,theology and religious vocations,transportation sciences and technologies,treatment therapy professions,visual and performing arts
76,2274098.582,2035084.027,2867368.539,2083942.834,1689603.148,1614042.73,2028054.145,1855969.01,1318904.6,1729193.793,1333176.043,2023285.816,2258528.758,1834309.217,1597385.803,2828165.039,2090875.766,2980844.898,2084378.496,2557734.961,1675035.055,1305148.902,1861796.674,1977492.957,1662363.324,1645497.723,2938228.199,2588202.086,2636994.422,1776840.471,1773600.34,1479620.676,1070401.182,2874367.801,2829514.621,1162974.068,3381717.754,2267162.66,1706216.066,1854399.271,1318376.715,1735825.533,2856030.762,1500853.363,1773579.838,1850393.613,1274884.119,2533892.859,1495785.365,1974205.266,1663761.752,1835563.68,1975718.605,1685759.006,979305.7344,1881860.521,1729979.959,1841201.949,1208207.303,2639671.324,1938326.453,1431235.59,1516903.297,2171455.414,2431596.91,1948393.611,1252155.277,1607489.625,1626317.414,2520098.309,2242635.719,1766446.695,1371541.088,2436288.512,2791523.879,1519767.068,1720106.686,2006818.285,1456934.428,1678232.133,1864498.576,1505168.607,2383874.598,1760222.418,1397891.229,1572305.631,2645207.266,1721002.93,2287443.021,1568691.303,1999593.883,1343366.93,1345335.691,1174551.672,1630516.549,1181401.473,727832.9668,1234811.77,1372954.372,1284736.629,2710154.766,1715226.588,1408219.06
77,2319052.211,2084486.639,2907768.559,2137275.104,1727763.889,1650041.512,2060332.047,1897471.678,1332854.83,1763991.26,1354597.297,2061374.643,2300532.82,1866016.57,1618469.643,2909308.441,2136924.111,3019798.938,2117989.469,2600573.309,1710062.785,1342701.42,1888349.543,2015718.809,1704848.17,1686322.227,2976602.184,2628810.055,2676368.395,1806626.602,1800713.756,1506157.234,1085256.811,2937032.543,2863688.25,1178294.023,3507786.676,2296888.695,1741492.955,1890238.498,1343933.678,1777782.914,2927684.859,1531945.184,1809817.123,1876502.766,1290679.32,2565966.184,1515403.174,2016331.199,1695132.934,1868331.943,2015248.035,1716837.488,997050.6328,1916657.154,1761981.387,1869355.561,1224968.389,2678392.723,1966367.879,1454336.125,1538699.473,2237800.969,2488100.57,1991176.381,1271714.357,1635580.172,1663349.393,2549294.293,2290932.734,1805306.313,1388924.828,2481351.227,2816190.492,1538143.936,1745524.109,2052164.738,1496113.643,1710385.746,1885945.639,1531529.172,2415693.785,1816732.76,1425323.631,1602443.086,2681358.574,1744217.359,2334756.391,1601500.145,2061511.498,1367361.955,1379028.57,1191888.727,1657290.66,1205614.49,741940.0635,1246193.266,1413414.499,1301160.025,2769883.316,1741110.904,1442112.866
78,2370765.109,2139716.953,2934902.934,2172703.578,1764731.346,1685589.035,2097206.738,1935578.891,1352864.582,1819484.439,1378445.762,2104997.398,2319136.41,1897582.777,1659875.58,2985032.955,2184157.16,3073304.195,2163105.57,2630715.418,1747907.186,1357864.986,1928349.129,2062027.172,1730481.934,1743486.586,3022078.66,2666166.316,2722509.906,1839077.254,1826364.463,1535588.355,1100159.814,3008234.922,2897249.574,1192799.234,3649321.094,2333536.398,1781149.684,1927394.324,1368806.861,1819773.615,3008327.582,1561971.783,1855231.52,1914121.66,1311040.334,2607762.813,1540859.082,2052617.002,1730560.379,1899710.1,2052741.969,1743058,1017169.617,1960285.678,1805386.301,1905626.109,1243630.197,2715484.27,2006530.525,1491288.408,1567829.896,2299276.91,2549408.648,2029040.994,1287051.188,1667507.623,1703641.234,2584685.418,2335175.734,1841320.125,1415403.293,2530031.305,2854049.586,1568471.029,1766261.559,2099010.004,1532358.457,1739045.6,1904681.672,1572070.598,2455647.758,1870025.947,1452115.471,1633796.334,2728993.605,1765750.658,2389890.199,1638763.936,2097113.604,1386510.402,1402441.518,1204820.055,1686534.205,1230554.906,756490.7529,1261899.813,1436249.597,1333101.119,2834111.277,1764009.875,1484472.589
79,2417775.754,2191205.047,2975488.426,2218442.84,1786961.207,1719230.559,2134937.008,1985060.443,1368103.836,1860663.752,1403663.158,2148397.047,2351484.275,1933642.748,1686051.076,3078578.467,2240647.695,3107864.445,2200198.59,2663118.363,1787440.67,1370529.221,1945983.246,2105630.135,1774641.531,1767738.723,3068497.727,2713518.707,2752332.93,1869075.57,1851341.311,1567762.051,1108615.752,3085945.734,2933457.883,1206952.693,3753911.91,2366544.148,1826436.104,1960051.115,1391879.389,1855596.09,3079119.363,1592994.07,1884826.342,1943649.326,1334379.631,2647958.844,1567488.799,2092293.504,1762911.467,1934441.838,2086316.516,1772463.105,1039056.127,2010604.527,1831628.074,1944015.594,1257501.359,2751491.039,2055208.182,1539680.797,1606462.324,2348344.684,2583987.02,2078874.652,1310868,1698159.932,1748922.643,2624260.539,2386614.48,1885510.838,1434937.158,2579839.934,2888761.836,1585280.912,1789584.072,2145397.082,1557148.863,1762687.514,1927574.008,1618621.719,2491029.059,1926039.822,1470952.818,1671326.664,2783266.07,1798056.758,2453902.586,1675188.359,2156945.637,1409202.734,1422485.242,1224463.66,1724352.545,1256342.67,772687.2695,1284000.916,1468408.482,1353440.068,2890411.117,1787264.471,1523848.243
80,2477747.172,2239018.359,3027571.824,2284910.852,1812097.611,1760749.291,2170585.891,2030311.539,1393173.756,1904123.342,1430838.279,2200070.07,2410539.105,1964482.535,1721617.598,3146387.912,2289492.34,3157965.883,2252036.125,2707082.035,1826997.055,1393403.654,1973265.754,2155889.422,1803498.295,1825432.109,3115825.637,2760496.785,2811770.23,1909530.182,1865676.139,1618361.49,1128271.311,3177085.539,2966725.445,1223071.529,3859059.633,2405127.195,1865441.018,1995072.932,1416470.721,1915443.559,3168821.445,1634142.521,1913489.246,1969842.572,1352156.795,2697599.746,1589645.361,2140819.563,1810221.949,1967854.164,2117221.672,1810448.238,1061878.629,2056424.219,1875506.271,1978207.984,1280505.698,2793283.77,2096341.775,1559677.092,1646210.283,2392026.137,2633966.25,2120067.26,1328167.969,1738387.469,1791959.75,2678199.266,2440621.848,1925871.955,1457342.104,2639296.574,2930886.258,1616383.346,1812923.93,2193255.992,1598925.039,1796022.586,1953154.834,1653826.225,2537406.336,1964570.668,1497165.756,1705974.055,2826010.996,1826405.15,2517905.953,1708099.182,2206637.02,1429780.705,1449261.779,1243683.279,1766057.295,1280717.777,790050.5156,1302885.807,1510236.576,1386125.355,2957862.41,1810835.377,1663967.884
81,2540599.25,2282794.234,3072290.953,2343443.477,1851866.486,1801395.387,2219583.637,2111396.916,1408737.545,1957463.207,1460119.326,2250717.688,2474645.98,2007494.529,1748903.814,3211812.133,2339967.305,3199106.984,2288272.523,2760121.563,1861352.846,1411396.641,2016938.762,2203125.602,1836218.879,1871491.758,3162385.934,2810581.266,2860379.309,1944647.822,1901850.152,1652239.332,1143050.975,3278031.281,3010447.242,1236642.734,4022359.398,2450305.754,1906020.281,2019724.27,1446876.709,1972444.951,3262552.551,1676281.197,1940641.447,1991805.506,1378653.906,2749623.246,1627712.596,2194693.957,1850335.264,2006891.275,2160431.703,1853698.393,1085742.555,2102359.471,1918865.553,2013260.654,1300109.131,2858597.727,2166877.82,1582457.234,1688543.283,2428263.266,2664065.414,2177352.314,1339781.578,1774869.799,1828012.818,2721895.574,2510856.008,1963624.813,1486986.273,2698681.664,2978836.996,1638234.447,1834219.146,2243959.223,1646924.291,1842775.656,1980876.271,1676591.775,2566715.895,2009130.516,1521013.508,1745137.102,2884141.012,1885696.09,2578213.938,1750114.895,2237740.701,1454453.156,1473061.164,1267642.928,1799558.969,1308941.418,809018.54,1324289.645,1538399.561,1411593.1,3010863.105,1836943,1709403.848
82,2603750.242,2327939.965,3098223.527,2390333.129,1883682.422,1836513.232,2270778.238,2207653.207,1439417.824,2014623.279,1487573.904,2300989.754,2512979.379,2056732.34,1794576.385,3515276.363,2395289.051,3264061.887,2334994.996,2795987.715,1901984.668,1471874.922,2059366.877,2255450.766,1891325.578,1895839.814,3209920.738,2863227.363,2946340.355,1982820.26,1942482.451,1698753.064,1167953.193,3393074.156,3057071.07,1254374.906,4184647.965,2493982.211,1953918.457,2060666.688,1479082.717,2028468.652,3373305.5,1706812.992,1973586.041,2026217.787,1402800.926,2803861.836,1660488.268,2234849.16,1886898.463,2046806.818,2200305.91,1909735.221,1108651.732,2158496.17,1963034.293,2053706.131,1327269.609,2935607.77,2225443.547,1611424.48,1735763.234,2488976.973,2724417.824,2226528.148,1362183.197,1820989.615,1869145.377,2772829.676,2572523.688,2015828.01,1516544.877,2776633.57,3025857.305,1671221.039,1864246.072,2291243.766,1688110.088,1880141.094,2005134.52,1715466.619,2603786.117,2061164.309,1542397.23,1786808.645,2939422.813,1947147.01,2645130.059,1798138.523,2314750.943,1475429.207,1497895.359,1286414.059,1843479.135,1339872.156,827073.666,1344974.211,1573827.017,1440278.422,3069821.133,1863211.938,1725557.99
83,2672474.305,2376181.93,3150385.699,2447207.016,1921454.49,1879996.803,2308575.574,2269020.502,1461154.826,2045336.744,1517067.611,2358088.949,2578312.605,2101730.43,1833657.822,3637273.535,2452391.234,3330584.32,2389523.063,2848121.012,1949984.287,1505377.814,2114236.053,2307020.43,1930800.295,1925886.641,3267209.785,2924855.016,3010097.406,2017918.305,1991432.127,1728117.121,1184772.637,3499191.504,3114564.906,1273284.17,4261542.938,2531071.832,2009271.514,2093318.289,1519038.854,2081638.855,3490372.762,1751855.539,2027110.172,2063457.887,1428838.127,2848889.215,1696010.803,2287185.309,1931939.625,2111483.447,2259276.434,1942192.268,1132376.813,2221173.332,1994444.258,2096683.293,1363617.461,2968010.105,2279128.055,1649183.551,1761489.896,2565215.816,2812331.441,2281734.781,1375012.664,1863757.541,1925498.387,2831113.746,2643472.496,2063184.17,1542418.16,2855556.98,3078710.477,1695925.23,1895979.615,2338552.066,1728601.547,1909531.861,2033127.293,1749173.248,2668021.773,2108410.293,1575712.41,1826919.043,2986011.672,1989343.002,2716895.621,1844215.418,2350309.225,1502669.449,1534878.582,1312825.75,1884977.055,1371973.195,846622.9609,1361147.805,1616139.943,1475740.373,3163874.727,1889334.289,1882398.406
84,2735358.348,2450727.984,3194010.965,2531894.773,1963212.953,1927725.951,2353294.883,2317453.408,1486413.734,2085127.971,1547511.334,2414903.578,2682596.871,2148165.633,1888629.748,3725977.637,2520611.43,3392860.844,2428993.449,2902542.867,1999997.506,1532242.238,2159156.299,2371588.609,1964871.395,1982268.486,3351010.363,2979376.668,3125631.277,2058223.473,2032701.104,1775849.377,1195415.316,3625425.684,3168435.027,1292193.574,4437992.797,2573117.453,2068331.209,2124263.301,1559018.064,2147979.426,3611587.957,1800016.438,2101592.996,2113356.816,1460031.52,2914794.777,1730373.266,2346557.574,1977511.236,2167323.008,2320908.074,1976414.09,1160543.672,2289140.129,2046695.559,2144603.957,1381784.813,3048654.227,2335922.582,1685580.092,1832734.076,2628793.297,2898620.09,2345670.809,1398156.877,1916948.75,1977531.932,2880071.629,2711745.746,2113525.662,1574975.846,2913960.664,3134905.445,1736366.949,1926693.256,2405061.172,1780139.734,1955359.164,2055161.828,1775749.842,2732590.246,2164188.652,1603914.895,1856772.662,3036574.844,2022622.588,2780505.504,1885784.225,2404089.994,1527105.453,1559917.709,1334555.738,1937946.109,1404404.977,868378.2568,1380460.57,1664953.006,1500510.578,3249295.961,1920534.801,1924031.801
85,2805058.645,2527478.996,3252490.039,2594633.672,2005267.393,1971604.219,2402687.453,2368441.451,1523467.445,2158123.07,1581499.166,2478117.957,2754929.203,2201001.23,1909478.313,3847867.148,2598042.484,3476005.023,2495163.219,2962301.336,2044309.154,1574036.107,2199574.219,2434068.379,1998037.168,2041351.346,3436897.168,3043451.246,3202097.27,2100561.537,2078319.256,1841802.242,1213289.23,3762709.984,3224564.75,1313412.908,4611601.859,2626574.352,2135202.422,2172715.766,1597408.896,2217298.646,3763731.133,1852258.924,2119340.18,2162431.629,1486681.1,2959637.434,1778779.533,2408478.539,2042048.785,2209573.57,2384526.191,2016061.688,1189853.686,2367450.789,2081831.078,2199545.09,1421829.939,3128957.09,2410256.262,1737661.266,1891958.195,2709455.551,3006485.867,2409316.863,1410194.35,1967661.816,2022778.545,2931364.535,2792845.02,2166629.379,1611480.221,2974451.727,3196477.91,1785505.299,1961233.611,2459172.488,1833576.971,1997150.348,2082362.637,1810569.445,2806288.133,2221747.695,1642310.828,1891320.273,3101025.926,2092895,2873573.137,1931025.496,2486380.281,1558814.453,1590640.813,1358640.498,1983588.9,1437598.682,892118.8037,1401994.793,1703797.316,1539660.574,3329121.27,1941433.691,1953347.641
86,2895692.465,2646639.887,3313822.891,2672505.152,2052521.66,2011531.623,2462803.027,2418014.73,1550117.275,2262817.107,1617656.605,2548681.516,2789788.734,2256670.238,1962561.115,4067451.277,2680325.086,3550018.836,2564870.965,3043493.078,2096775,1615796.799,2279128.502,2501215.652,2048542.145,2117250.539,3505230.789,3110079.195,3280218.148,2144632.559,2121914.967,1919665.936,1237664.068,3916862.422,3288706.789,1334535.734,4939504.484,2686643.844,2199744.559,2212066.008,1632402.678,2337021.299,3924060.199,1912735.867,2161268.07,2214636.438,1519083.352,3024472.352,1821023.105,2456346.012,2090591.383,2284572.746,2459799.418,2065661.262,1220923.596,2460279.113,2150909.254,2280098.594,1465667.635,3222089.484,2494359.637,1780622.023,1931509.33,2797777.398,3077943.121,2480227.441,1456218.33,2023188.969,2078725.693,2979578.957,2863502.445,2231239.215,1643805.172,3062819.41,3266089.328,1809349.336,1990135.668,2526326.102,1880196.184,2066292.195,2107881.238,1855107.875,2860872.016,2296595.828,1685586.818,1935626.453,3193672.215,2133044.637,2959010.648,1989901.883,2558181.965,1593172.74,1627353.18,1382921.137,2032407.6,1475357.262,918064.1426,1423740.996,1765383.924,1576926.408,3385032.844,1970858.566,1998902.604
87,2993234.074,2753424.137,3427537.906,2750072.988,2101537.148,2059826.25,2515873.469,2521760.668,1577358.084,2311428.051,1657158.391,2625629.246,2868945.684,2305627.906,2004299.318,4209101.715,2774560.012,3663276.676,2643374.012,3111168.609,2159433.916,1640103.516,2324236.482,2591773.172,2103497.508,2180513.309,3598711.961,3179693.547,3370912.688,2196393.027,2175112.662,1990097.771,1256446.445,4123801.652,3360506.125,1360008.074,5012161.547,2734117.535,2271817.191,2274368.281,1682607.953,2475393.791,4099100.309,1970612.188,2201469.082,2270220.605,1554982.475,3088410.125,1857295.477,2531761.504,2129573.223,2333765.074,2549809.238,2125982.859,1253505.023,2537715.977,2243370.047,2332040.793,1496002.154,3296793.973,2560783.992,1805508.219,1977066.123,2881482.621,3212416.688,2560185.785,1488735.551,2082089.391,2152688.98,3023728.648,2952556.051,2308374.43,1678918.084,3160295.668,3342501.035,1850620.09,2027958.055,2613202.645,1931680.051,2130366.641,2138856.023,1918435.74,2937738.492,2374390.879,1717478.295,1991893.373,3361767.078,2179327.535,3075501.465,2053825.508,2657708.727,1637433.879,1673042.93,1411918.963,2099804.402,1516727.334,943869.4277,1452626.309,1809977.707,1621547.955,3497945.332,2008078.777,2054688.334
88,3113006.621,2937887.047,3509432.234,2878117.602,2174290.418,2097107.441,2579080.176,2591345.375,1610956.371,2386919.182,1700877.896,2714050.348,3006635.574,2382271.559,2094552.908,4427338.594,2855089.555,3753893.973,2728377.582,3197293.207,2236563.109,1701692.549,2378120.303,2692790.324,2177566.383,2276177.895,3692447.449,3253079.027,3452689.465,2261644.32,2229228.686,2064706.049,1275629.416,4385566.816,3454333.34,1388500.311,5234462.945,2794991.508,2363810.016,2330827.738,1749268.291,2560311.115,4346148.73,2030764.035,2287398.617,2324985.656,1594162.594,3175540.824,1897604.479,2585500.473,2219687.719,2411588.777,2618754.992,2167950.074,1292086.262,2624406.719,2317323.465,2416296.68,1536047.191,3387450.75,2679312.484,1833902.42,2015812.705,2981374.531,3298592.254,2638928.48,1521009.775,2158208.082,2230009.199,3084853.211,3048785.184,2380392.418,1720756.416,3265614.289,3426892.055,1878639.273,2062088.145,2705858.707,1993267.949,2170338.996,2173978.27,1976223.143,2989952.422,2474057.715,1742797.32,2057485.018,3559209.082,2250974.748,3204701.945,2126330.668,2748785.91,1687537.34,1735613.035,1445686.436,2162972.322,1563554.174,971141.4922,1467946.654,1883199.557,1661722.52,3639644.395,2036918.234,2119808.176
89,3253049.398,3037488.984,3614717.883,2998785.488,2235910.582,2165496.926,2650081.969,2700105.934,1647273.404,2496141.645,1747505.369,2799994.172,3084022.727,2462266.641,2165915.791,4735768.879,2953329.176,3858814.723,2816813.758,3298070.414,2319204.248,1747509.785,2483153.504,2788564.328,2234865.289,2342120.09,3815191.383,3341300.566,3538361.074,2321171.25,2338323.561,2135162.67,1309002.715,4650917.566,3533400.926,1416842.543,5277376.328,2856875.594,2456693.391,2392982.68,1807051.637,2652987.139,4591501.648,2106035.18,2396606.762,2427997.527,1633687.672,3273933.414,1953063.896,2647581.68,2265173.73,2457810.121,2693810.063,2239927.781,1330572.789,2739186.266,2413571.031,2493279.27,1584566.395,3564935.434,2759437.492,1906711.314,2087595.936,3167768.125,3525690.695,2739122.91,1564861.105,2228709.746,2326358.945,3170885.445,3173968.629,2507668.367,1773864.217,3363905.84,3521222.531,1957123.174,2130524.521,2793954.316,2039161.758,2271375.441,2215314.848,2034080.107,3120767.938,2564123.762,1796820.488,2136621.254,3610668.617,2337460.096,3343627.324,2192589.258,2890250.379,1749806.115,1772055.098,1486593.6,2230716.174,1611507.213,1001023.477,1494362.584,1940681.17,1707067.945,3831409.934,2074496.643,2159455.74
90,3407849.762,3171023.191,3700042.633,3141349.227,2334478.703,2224744.637,2752514.797,2803812.719,1696195.264,2872933.645,1801656.369,2894739.063,3188126.57,2549329.957,2258694.084,5004717.813,3090950.637,4071236.141,2905941.48,3409369.371,2407762.871,1807431.396,2550019.426,2889305.801,2283128.34,2466145.563,3944643.324,3452297.781,3752778.789,2377113.063,2403918.443,2240371.258,1339620.604,5092151.648,3623671.848,1452343.293,5792315.781,2931252.84,2555777.289,2489633.25,1879280.223,2792876.33,4911358.813,2172249.895,2474866.242,2521087.414,1681020.279,3386760.09,2000801.115,2743815.004,2355314.805,2564460.48,2827928.016,2306719.73,1378234.752,2870826.395,2522372.125,2574859.156,1622882.842,3731233.059,2878727.857,2042101.277,2149393.729,3390219.113,3692692.949,2816423.25,1623787.928,2322346.332,2431799.465,3277354.391,3332486.332,2599804.16,1820248.131,3512425.168,3641018.566,2003830.764,2170436.914,2897933.477,2093302.973,2335219.688,2261568.023,2103110.586,3200934.523,2647667.273,1853291.518,2217029.703,3713401.684,2427995.727,3522006.973,2278279.238,3027041.152,1812577.703,1838962.904,1530930.568,2298288.133,1669810.469,1039823.402,1537497.473,2017230.852,1778029.215,3960273.813,2118389.309,2237154.486
91,3560502.746,3397101.176,3801587.453,3329775.758,2421725.566,2301635.285,2839505.176,3031776.625,1737038.381,3058820.648,1856188.645,3014303.305,3304016.324,2628319.828,2350978.619,5259798.422,3248766.363,4235234.43,3021112.352,3544239.598,2491713.207,1845346.412,2667956.367,3037619.371,2330746.201,2516583.5,4059625.027,3571401.668,3940986.086,2446565.691,2472326.295,2367752.961,1378190.518,5550336.57,3745436.902,1490078.531,6067123.133,3012701.113,2661577.527,2563416.816,1957179.443,2906239.391,5341790.609,2254145.283,2536610.762,2628245.285,1732429.064,3522007.379,2048396.486,2830459.133,2462818.004,2684934.055,3029794.418,2404388.93,1427812.563,3008905.973,2670832.852,2670432.277,1672438.098,3883097.281,3053640.982,2089583.379,2301804.061,3573985.32,3885651.109,2964057.02,1673738.326,2423358.719,2546597.852,3384284.844,3493744.223,2723001.816,1857819.707,3654768.375,3771514.645,2066764.553,2228024.527,3051794.09,2173840,2383908.563,2311739.539,2177530.82,3427195.219,2764579.547,1899787.209,2310770.957,3797681.68,2523354.176,3729844.484,2373679.25,3130310.023,1882411.359,1877520.049,1576593.586,2369894.309,1729767.086,1082390.072,1579752.219,2093212.096,1830664.188,4140428.766,2173124.527,2296584.441
92,3768375.32,3559257.617,4006053.07,3534204.672,2556765.301,2412988.508,2940799.336,3214467.191,1794566.5,3170359.141,1915299.371,3164015.238,3456115.051,2726643.824,2465247.939,5524085.918,3420965.938,4458732.313,3145301.621,3695331.805,2585976.344,1886494.613,2744685.59,3203916.871,2485120.787,2694444.758,4251411.648,3700596.898,4175225.816,2524057.188,2554378.641,2479970.691,1422160.148,5991994.531,3892199.313,1530984.014,6365181.781,3110185.813,2805240.422,2682466.672,2046372.568,3088056.227,5879697.719,2343975.707,2597943.191,2750782.914,1791098.555,3652146.738,2147013.816,2975950.695,2587731.453,2797852.992,3268413.273,2499965.203,1480413.9,3219501.457,2818310.402,2753595.695,1731294.363,4073546.969,3285182.584,2186165.012,2498000.453,3952950.945,4416319.023,3111959.125,1753797.209,2551268.191,2703540.527,3527264.895,3660440.727,2836533.594,1917318.955,3845828.004,4019996.832,2106595.355,2283158.781,3203142.477,2244688.672,2462932.281,2367340.969,2252761.926,3547728.676,2956509.133,1982747.777,2412384.891,3985261.035,2839981.547,3961491.375,2485367.957,3376292.164,1960219.629,2017129.385,1647864.021,2477994.297,1792410.188,1127820.814,1623983.791,2216484.309,1912878.184,4407349.668,2239056.32,2432312.27
93,4072354.434,3746812.535,4194494.496,3775958.961,2676984.012,2613137.949,3097293.516,3482812.516,1842756.279,3247643.844,1988275.441,3337656.457,3732227.945,2850632.02,2577040.883,6052396.355,3622641.598,4744557.328,3254326.914,3958104.984,2724118.918,1977493.467,2893271.844,3426928.445,2591401.002,2806642.805,4538584.496,3860521.867,4488130.48,2606460.289,2637381.934,2595337.172,1462725.387,6618486.977,4066033.441,1578534.473,6795298.016,3210273.18,2964758.008,2849501.52,2145092.604,3353824.059,6489873.57,2482261.652,2837487.656,2884025.504,1853366.539,3868632.855,2246446.02,3166587.258,2827539.758,2913731.879,3390942.027,2593374.035,1544677.541,3459355.754,2942350.211,3013232.277,1799270.918,4261259.719,3376059.795,2322805.77,2678731.652,4356273.996,5084456.668,3309920.844,1842278.203,2678448,2899825.672,3698301.191,3857144.426,2977450.203,1985135.756,4043927.297,4281756.195,2238121.02,2376905.961,3493107.273,2342799.449,2642451.027,2442720.379,2356846.66,3907539.203,3238160.527,2082937.215,2526616.867,4244273.215,2969912.688,4303723.988,2622197.063,3535963.031,2047382.879,2070624.379,1702611.289,2585207.273,1864177.088,1180417.016,1676911.945,2295094.557,1982920.502,4653116.488,2319978.074,2579126.561
94,4547915.086,3998881.332,4489902.691,4120281.492,2847576.523,2784010.125,3321030.508,3643358.977,1911821.094,3446470.73,2071384.539,3557847.543,3969572.707,3029185.156,2724667.336,6448023.82,3881328.867,5181679.492,3446908.941,4234006.875,2901170.371,2090310.061,3089625.203,3664429.348,2675150.1,2918336.535,4864342.973,4069643.281,4973771.863,2690968.621,2781447.141,2713574.633,1526543.227,7340188.547,4314302.898,1634323.271,7379229.867,3356192.02,3179878.742,2954479.609,2297734.863,3614307.07,7036939.484,2636684.367,2997877.375,3020445.906,1940548.996,4125312.211,2357764.965,3370482.992,3131391.613,3150864.672,3630826.75,2740680.957,1620012.254,3751435.16,3212971.207,3233299.578,1855623.951,4485652.609,3867468.324,2401361.129,2831990.6,4608028.145,5396143.461,3612323.145,1917590.943,2829748.168,3114292.02,3878952.344,4238495.512,3149731.453,2039646.484,4324643.609,4608819.523,2309003.303,2536567.047,3696215.027,2487912.793,2746321.816,2513922.484,2644688.051,4207601.168,3446073.531,2244740.816,2678524.398,4735954.766,3187703.57,4770218.246,2778945.129,3700274.867,2156250.465,2173146.523,1784383.289,2717097.777,1959337.77,1245909.943,1702713.295,2433370.875,2101886.451,5006745.914,2410905.797,2832024.283
95,5171118.953,4403725.594,4900957.902,4410339.586,3161199.027,3025327.891,3643455.945,4149161.094,1968218.576,3945462.219,2181769.727,3821636.035,4487154.477,3233106.648,2977033.727,6777606.898,4303357.805,5577357.781,3728053.098,4737484.836,3107467.238,2214620.654,3307187.445,3970281.016,2829708.6,3088766.25,5212051.633,4305575.395,5544811.938,2810851.902,3242282.93,2911542.199,1629505.662,8104664.984,4640118.367,1710637.537,7642552.336,3561985.707,3443812.336,3316495.301,2445823.094,4086412.172,7485478.813,2804263.945,3126620.195,3280204.945,2048710.453,4638691.398,2488606.941,3611931.242,3320665.602,3315589.738,4010220.18,2991584.254,1718326.643,4127815.316,3525626.645,3479839.18,2010431.557,4842132.68,4126076.773,2490530.023,3206400.672,4837531.746,5883589.105,3930214.586,2054764.328,3017914.875,3338544.949,4224346.371,4793031.516,3377503.422,2153825.527,4715547.328,5002211.469,2409094.115,2860744.555,3949722.238,2650103.906,3013531.477,2600996.055,2755154.25,4464465.121,3707285.98,2396437.082,2825851.863,5201626.41,3422240.957,5351600.629,2990109.734,3942905.289,2265386.863,2477104.012,1858078.094,2915484.742,2081054.363,1322993.873,1753744.115,2571662.422,2254233.871,5372602.938,2536059.996,3125213.588
